name,x,y,z,time_in,time_out
hgiawciz,0.8,0.307,0.598,781,1650
nobugaoa,0.597,0.845,0.843,848,1502
oplwdevn,0.264,0.783,0.653,65,571
jecsviyw,0.272,0.995,0.238,767,1968
kdmvifet,0.507,0.982,0.819,808,1885
wcxndhbq,0.585,0.903,0.199,48,1149
yaapodcq,0.11,0.741,0.036,53,1117
qbctoseg,0.989,0.808,0.385,406,886
bersnodp,0.915,0.952,0.537,42,1377
zdgzjizr,0.069,0.34,0.591,682,1773
hlaygogd,0.581,0.097,0.38,525,860
pnwsntoz,0.77,0.182,0.509,592,1581
bvbsvcdf,0.679,0.761,0.95,471,873
zbuxcisv,0.263,0.25,0.558,419,1562
cvptvzad,0.05,0.642,0.372,346,1633
ejwcfqet,0.666,0.095,0.902,747,1454
zkeygoxb,0.539,0.568,0.535,606,1535
lnsfkiyc,0.665,0.472,0.987,676,1618
fhwptptu,0.21,0.857,0.164,195,1392
nvdqwwxc,0.21,0.425,0.763,330,1694
hhddoqau,0.801,0.947,0.161,535,663
bnprityf,0.434,0.91,0.134,64,1951
ilcjsbfb,0.698,0.082,0.231,4,1985
aahajqhj,0.582,0.126,0.4,539,1581
jyunpdux,0.586,0.594,0.873,679,1560
labxzrfj,0.315,0.148,0.437,51,223
oxiljhrh,0.206,0.817,0.642,620,1753
nrekouwu,0.07,0.802,0.046,363,376
iqsvftvf,0.768,0.037,0.608,602,779
ufkgstyr,0.809,0.425,0.761,543,1499
mzbynjro,0.986,0.41,0.383,363,1801
xwfussxb,0.302,0.206,0.39,424,1781
vokwcreb,0.179,0.768,0.394,86,1985
qfqmtufm,0.966,0.857,0.124,16,1114
biriuwdx,0.631,0.929,0.803,991,1117
noiemntr,0.321,0.711,0.519,367,1045
lzwejzvy,0.727,0.392,0.007,90,802
qvohwaia,0.259,0.828,0.108,220,522
uomgydgw,0.869,0.978,0.826,353,1095
btjotcsn,0.86,0.302,0.465,727,909
qbxkepgv,0.11,0.118,0.75,706,1557
vjtkotxq,0.889,0.927,0.48,863,868
utecocoa,0.68,0.933,0.965,205,1751
pduisxec,0.269,0.986,0.681,125,1785
lxqihabp,0.19,0.31,0.951,396,1151
nepcrrei,0.236,0.95,0.653,282,534
hovwfjwo,0.718,0.396,0.336,54,1878
pqzuyama,0.079,0.291,0.013,532,1177
aloarqpr,0.336,0.562,0.363,21,795
jnkrziap,0.274,0.871,0.302,132,1821
datlujoz,0.642,0.993,0.694,15,1218
fwqnksqv,0.874,0.761,0.264,256,1805
lejqyrjb,0.501,0.407,0.872,421,1681
zkgjuuvn,0.912,0.703,0.74,591,1201
smwxpvpl,0.995,0.897,0.817,187,316
roukulzl,0.674,0.891,0.531,281,822
gotjrvfw,0.895,0.758,0.679,774,1929
yqazilyu,0.037,0.529,0.675,103,1215
avvdyrvl,0.328,0.618,0.453,715,1469
hiykghsu,0.696,0.063,0.183,375,633
hdlnoyeu,0.866,0.35,0.708,515,1506
rbrncuey,0.318,0.424,0.43,9,198
zxparsmo,0.292,0.873,0.917,278,1834
qxfyuhus,0.883,0.502,0.729,435,973
twlmwtxg,0.499,0.685,0.666,649,1476
dmrgqrxc,0.138,0.381,0.412,420,1840
xromcigv,0.308,0.842,0.211,775,1463
xpzqyyiw,0.92,0.784,0.519,846,1752
faemknyd,0.07,0.163,0.144,135,192
ztxrwlem,0.998,0.07,0.815,317,1280
onehrpfo,0.662,0.267,0.228,458,469
qiymywfa,0.359,0.012,0.566,188,978
qqtqcoty,0.802,0.41,0.425,335,1194
zzkttyly,0.73,0.737,0.637,882,1663
tefsicut,0.471,0.414,0.33,658,1738
lrlvtyyo,0.325,0.754,0.075,697,1525
vjoluqgj,0.782,0.257,0.603,935,1119
ypqyykth,0.38,0.111,0.739,497,1404
ldooreoc,0.958,0.698,0.654,51,355
peafehhg,0.533,0.508,0.317,827,1440
xeaoipwd,0.397,0.541,0.864,537,1065
ghmuzylw,0.479,0.85,0.623,782,1890
dxvnncrw,0.234,0.693,0.979,576,1188
ewrptiap,0.562,0.324,0.972,496,1331
rjknxnzj,0.676,0.623,0.916,99,1780
epjihacn,0.886,0.72,0.461,555,1725
exydtvki,0.234,0.19,0.358,746,814
efldrcic,0.6,0.306,0.034,708,1849
sktiatxn,0.805,0.653,0.726,447,1421
jwcparqd,0.099,0.893,0.872,507,539
nrhqusdw,0.633,0.582,0.946,339,1602
nggsnisd,0.22,0.257,0.435,425,1479
lvkjypie,0.659,0.422,0.312,820,1601
xlyvtipl,0.941,0.8,0.589,784,914
bswuvrub,0.754,0.95,0.225,84,1922
bdycitvr,0.649,0.661,0.167,610,1962
xzxbfigj,0.814,0.286,0.722,747,932
mccfnqdt,0.241,0.492,0.154,730,1895
cgprxzxr,0.879,0.825,0.595,851,1378
trdycdcy,0.022,0.131,0.574,257,424
lsfoznhk,0.022,0.616,0.346,576,1716
fyzdgbgi,0.488,0.233,0.267,872,1743
lxkznxyb,0.401,0.135,0.45,603,883
tkvikajy,0.425,0.608,0.446,377,380
fvzbgxku,0.789,0.795,0.757,144,1285
pfupyjok,0.508,0.812,0.878,896,1300
nrmlptyu,0.235,0.989,0.311,425,1052
glrihkqh,0.996,0.198,0.612,471,875
ngtkquvf,0.593,0.552,0.484,56,807
agmdylma,0.724,0.175,0.741,941,1368
gqiupqtk,0.782,0.789,0.802,693,1912
tdeizfkq,0.81,0.976,0.523,185,239
nqziklnv,0.969,0.83,0.673,592,1697
kxfzcrpn,0.836,0.783,0.061,292,748
fuuvpkgv,0.966,0.935,0.741,485,1013
iojzhnvd,0.999,0.022,0.222,135,343
eazbnsfg,0.767,0.114,0.892,706,1983
lpncjnpd,0.231,0.14,0.18,833,1978
ciyxoxcv,0.266,0.039,0.685,772,1558
rywzzwtt,0.469,0.395,0.578,318,342
sulohjvm,0.77,0.367,0.477,350,558
dptejkhr,0.219,0.678,0.099,223,332
yvisnhrt,0.697,0.411,0.482,475,1403
ppzxulco,0.359,0.409,0.26,810,1111
jglmbtcx,0.347,0.927,0.145,874,1773
ivodwprk,0.322,0.493,0.135,1,1140
cjhfqrhs,0.083,0.052,0.61,848,1967
ptmdvith,0.517,0.609,0.459,36,266
biltrmkt,0.034,0.788,0.012,466,1078
zhpyxrlf,0.234,0.104,0.903,549,561
ocuwytih,0.927,0.667,0.451,492,825
kpmxeudl,0.004,0.57,0.72,448,758
lyigztae,0.008,0.803,0.563,982,1675
gykrzzpc,0.279,0.112,0.989,637,1776
ieyhhmua,0.779,0.297,0.413,901,1007
pzdfhxfm,0.238,0.563,0.079,243,1668
nabylbqn,0.85,0.383,0.825,871,880
ikdyvwwl,0.54,0.976,0.716,262,1378
irqjlzbu,0.893,0.851,0.449,735,1379
fcgedhvo,0.367,0.052,0.848,862,1604
ebyodnbe,0.574,0.942,0.262,594,1017
nxwgxkbx,0.784,0.501,0.778,600,1731
aclzfxhl,0.81,0.861,0.947,712,1944
mnxcqqqg,0.112,0.009,0.153,641,1030
zpwnxkfo,0.531,0.974,0.653,547,1303
jujvraen,0.989,0.141,0.539,918,1831
hcelrnam,0.381,0.95,0.762,116,364
tvmokjwv,0.082,0.244,0.304,464,1520
dajebzsp,0.852,0.801,0.724,323,1451
xovljdhk,0.087,0.456,0.138,85,1409
wsdueoel,0.041,0.294,0.386,165,952
enmoggvb,0.844,0.081,0.82,704,1656
ghrkwyzc,0.675,0.817,0.605,746,897
akdyprkb,0.875,0.093,0.263,488,576
oymllihf,0.412,0.178,0.806,592,1810
oncvmkgi,0.292,0.005,0.755,570,1692
nmtkkgkk,0.783,0.056,0.303,142,563
lhswetre,0.824,0.959,0.639,15,183
oziefdgz,0.093,0.013,0.163,851,1913
nigwkdvh,0.86,0.546,0.133,65,689
gjannuob,0.532,0.678,0.365,708,891
wmqsifsj,0.9,0.252,0.689,863,949
sctenwiw,0.129,0.031,0.953,538,1217
jamzaojh,0.643,0.197,0.24,147,1260
rdrkfdia,0.819,0.669,0.535,609,725
lytsfmyx,0.551,0.865,0.232,780,1585
jjjtcsho,0.92,0.661,0.706,384,752
thjlumjp,0.122,0.809,0.166,3,593
wcocvzta,0.885,0.722,0.234,835,1195
cdscszod,0.496,0.655,0.779,107,335
ewwwobkj,0.585,0.428,0.834,602,848
nfsfyums,0.527,0.909,0.436,68,1964
qhxodkdf,0.29,0.335,0.681,430,1540
ofamrnpc,0.571,0.393,0.39,767,1759
sotisgmh,0.8,0.292,0.36,437,1239
qdrabqmg,0.025,0.885,0.635,629,995
tqwbwnfx,0.098,0.335,0.484,813,1697
hrekjobg,0.424,0.27,0.452,427,1221
oxcpwzvj,0.54,0.657,0.798,600,1655
dylmiefp,0.781,0.496,0.213,587,617
ocrnkdlm,0.868,0.684,0.614,563,1421
dshwaqgz,0.391,0.142,0.691,525,694
wmvxisbj,0.944,0.974,0.093,929,1570
ufjqptic,0.738,0.414,0.447,910,1172
lfwmbaze,0.886,0.831,0.098,517,1790
swuxmrwv,0.155,0.499,0.351,233,471
vxaezrsh,0.117,0.746,0.643,465,1331
haqznrko,0.924,0.133,0.77,196,903
krnbuapt,0.836,0.448,0.921,537,1254
lxijuito,0.067,0.248,0.196,418,687
tyavpjxy,0.569,0.026,0.936,741,1802
tcxakwos,0.427,0.59,0.523,907,1163
gtujcnoi,0.191,0.993,0.628,23,862
uytzovyp,0.012,0.805,0.586,183,1135
gtbxjxwt,0.59,0.896,0.908,204,1379
bmaoczie,0.698,0.779,0.512,498,1117
lbxqxmuq,0.81,0.482,0.124,265,269
qtkcuevo,0.553,0.739,0.136,414,1584
rmvmnhsx,0.601,0.123,0.31,265,1454
zjprndzq,0.593,0.102,0.938,238,554
dpupljxu,0.195,0.393,0.307,899,1881
guauqwha,0.364,0.798,0.601,815,1005
uodbnkid,0.18,0.679,0.557,932,1575
efxignhv,0.123,0.744,0.683,378,1760
sosfejlg,0.316,0.23,0.091,993,1746
xhdvhrng,0.177,0.991,0.443,732,1214
ilmhmrpj,0.867,0.148,0.03,137,1283
lsuzjgnr,0.939,0.645,0.536,557,1678
iurxhlqd,0.05,0.458,0.917,707,1465
ditovsnw,0.99,0.474,0.386,919,1009
tmpcupgu,0.377,0.186,0.011,424,774
cdwcgnva,0.788,0.341,0.21,232,1770
lraxapgw,0.556,0.935,0.999,11,1544
ynfixbhf,0.026,0.75,0.323,99,118
bjolijkg,0.999,0.533,0.966,653,821
lqkckauy,0.021,0.07,0.504,465,1182
hbzbgpbs,0.507,0.224,0.542,194,1187
xgvrhbmx,0.845,0.73,0.34,915,1524
odoeoirt,0.721,0.387,0.473,439,1070
hjfkoarr,0.434,0.251,0.345,734,1142
spbrfqro,0.037,0.12,0.8,36,1332
ykhhszxz,0.755,0.412,0.023,139,614
pmelqvqt,0.53,0.284,0.671,552,1376
ckmeprwb,0.294,0.236,0.383,323,1867
asidbzav,0.803,0.898,0.153,512,691
uxffzovs,0.277,0.146,0.059,177,664
zykqsbmu,0.033,0.319,0.901,959,1523
curzpurh,0.117,0.255,0.002,453,1229
gzgxxoup,0.815,0.348,0.082,352,1456
bjeeoawo,0.977,0.244,0.577,691,743
nyewsypy,0.799,0.742,0.365,721,1695
oukkppzy,0.282,0.166,0.623,77,1631
qrjtfoba,0.588,0.46,0.232,265,1860
dwsszhmj,0.108,0.83,0.541,768,1276
khdwkbuq,0.547,0.19,0.767,174,708
vpqvediq,0.331,0.923,0.862,514,1927
thzjwgpc,0.023,0.589,0.539,752,1335
ljizkdxo,0.366,0.151,0.12,91,594
gwphgfhk,0.995,0.945,0.213,932,1295
ickapgls,0.61,0.385,0.547,700,1022
nfoheflk,0.741,0.872,0.477,540,762
gestrygg,0.023,0.331,0.617,768,1134
dupmognz,0.87,0.236,0.595,905,1440
yjxkxgrp,0.061,0.763,0.495,849,1912
mueekzcc,0.327,0.106,0.311,509,921
lwhbzuqx,0.969,0.627,0.55,966,990
hsxszqvo,0.962,0.459,0.346,996,1284
iwkfgvkw,0.499,0.2,0.694,795,1987
navzrqgq,0.995,0.081,0.006,387,741
sfsuyeyb,0.191,0.056,0.047,993,1684
qanvbezu,0.732,0.144,0.95,812,1823
lamcxeao,0.909,0.14,0.155,299,474
mticoier,0.993,0.412,0.831,215,1560
olulkrue,0.553,0.861,0.071,704,1520
uoehlnbw,0.495,0.618,0.104,297,1614
thylvjem,0.649,0.537,0.774,439,1407
lmzvsdrn,0.862,0.188,0.403,292,1092
juasxjbz,0.557,0.983,0.476,729,1257
eiethzwp,0.747,0.196,0.846,807,1378
darhskld,0.284,0.527,0.087,150,1966
wbtwpqlm,0.715,0.434,0.113,994,1116
gganxkjg,0.276,0.677,0.441,675,1522
fqbaltrc,0.906,0.98,0.208,233,496
fncwhxlz,0.401,0.092,0.874,310,627
bqadtcac,0.59,0.92,0.997,303,964
fhjnwjll,0.367,0.431,0.465,312,556
riirogfp,0.027,0.658,0.008,8,754
fqcwzzum,0.789,0.097,0.732,702,863
ajpwjkxl,0.299,0.234,0.175,821,1015
wiqnuxzu,0.943,0.542,0.018,142,1137
fgwnvnoh,0.869,0.078,0.349,845,1988
heaukewm,0.019,0.024,0.915,385,1974
oozrcohj,0.009,0.5,0.46,405,642
znxzpgpn,0.857,0.932,0.572,894,1224
qcstdrjy,0.814,0.987,0.816,831,1126
wtwhsatf,0.305,0.163,0.341,193,1682
lugdxcni,0.223,0.473,0.131,931,1808
rbqcluxu,0.798,0.756,0.131,309,1281
fbjsamzl,0.048,0.221,0.962,565,636
ygtvkwvx,0.13,0.177,0.946,645,1187
tjmnhzzk,0.837,0.525,0.636,721,1276
rojioshe,0.806,0.391,0.181,188,815
lumzoehq,0.746,0.418,0.985,44,1575
mhgqirri,0.048,0.137,0.073,451,995
tpjljbiu,0.684,0.85,0.392,106,1427
bxxefxna,0.778,0.173,0.236,876,1155
zopddeqw,0.936,0.554,0.81,353,1168
unvmeliy,0.417,0.777,0.573,871,1205
gckrhjwt,0.514,0.363,0.505,230,966
gsjvexzq,0.569,0.557,0.074,285,1197
nhhicgzn,0.997,0.819,0.538,263,1510
xkfanqvi,0.572,0.419,0.434,331,1216
bnxozmtc,0.87,0.971,0.125,708,1184
unuznuiw,0.203,0.285,0.238,936,1550
vwvdojru,0.719,0.287,0.099,893,1094
dfmlmhou,0.809,0.607,0.345,195,325
lcwafudt,0.831,0.21,0.96,936,1856
epkilojr,0.58,0.564,0.426,431,453
xhpvmhat,0.152,0.498,0.413,635,1250
fxbcbjwp,0.607,0.72,0.115,954,1767
nepjlljg,0.069,0.036,0.589,357,1391
xcskcmaw,0.404,0.217,0.82,84,602
vuwtugff,0.643,0.766,0.315,64,1564
upzeeiqh,0.44,0.673,0.927,230,957
zfwomlia,0.52,0.927,0.468,865,1901
hgcsxyyu,0.252,0.712,0.227,962,1308
nbwzjgsv,0.172,0.042,0.453,456,1499
xpgcelck,0.884,0.776,0.466,726,1385
gbwqjktl,0.183,0.451,0.07,361,852
ksjxbvnl,0.327,0.209,0.549,500,1143
dfrwnwtq,0.954,0.48,0.952,493,830
zhsslmtg,0.114,0.342,0.811,597,1511
mwkoduuq,0.136,0.708,0.641,289,1272
tmnwozrx,0.264,0.637,0.723,981,1449
mpbrewby,0.281,0.469,0.485,258,718
dlqqrvyu,0.269,0.822,0.426,528,1124
vpvhfjmr,0.354,0.93,0.865,179,554
wgyeifgp,0.192,0.573,0.649,332,869
ucwqcnpx,0.906,0.162,0.449,234,685
egzirhiz,0.178,0.476,0.511,495,663
iuaqxqes,0.665,0.177,0.155,857,1510
eieojtgl,0.769,0.222,0.48,961,1927
kjhqqpxp,0.779,0.933,0.537,679,1813
zfmcbpuo,0.56,0.911,0.263,610,1455
wjilurmc,0.812,0.013,0.074,789,1047
jnpanmxg,0.91,0.083,0.922,292,653
mpricniu,0.496,0.974,0.79,66,1076
lhsiyoyj,0.233,0.558,0.941,209,1473
rlszakzz,0.877,0.286,0.144,795,824
brdxbxty,0.568,0.225,0.008,742,994
mdsbpeqa,0.995,0.809,0.914,966,969
wvathpfw,0.551,0.032,0.442,976,1166
bwvmdefv,0.995,0.52,0.316,857,1993
rjuzsndk,0.99,0.231,0.527,741,1854
sqiwuqbl,0.868,0.393,0.714,974,1830
jyxbcpwl,0.26,0.742,0.34,466,1358
urqftcby,0.297,0.945,0.993,503,1060
dcjqsbis,0.859,0.002,0.488,562,649
apvjnbfg,0.306,0.749,0.502,371,1981
oojmncux,0.356,0.172,0.549,865,1975
wkhyxulb,0.209,0.862,0.194,695,983
bsogjyes,0.956,0.489,0.887,967,1872
skzddpjq,0.636,0.247,0.498,450,1727
slpdioex,0.926,0.511,0.999,92,1450
yivebtxh,0.706,0.612,0.561,3,1915
rqbbniwo,0.092,0.41,0.493,532,585
htfvqyll,0.458,0.896,0.888,122,1025
ncwkgbvq,0.402,0.622,0.262,735,736
itjdduch,0.052,0.345,0.15,749,1940
wwlwawnj,0.78,0.735,0.897,366,1521
qgdgorhg,0.365,0.999,0.86,424,1380
jhiwcgim,0.591,0.693,0.951,572,1821
bfdhfjdm,0.369,0.848,0.296,377,1226
glhxrmkd,0.947,0.578,0.031,492,783
nuthplcz,0.222,0.708,0.608,888,1756
ytzggrfh,0.877,0.768,0.627,327,574
axtmkmja,0.078,0.295,0.277,194,595
vjrqkwji,0.23,0.356,0.155,953,1374
fzhpbmzf,0.078,0.811,0.13,503,803
hroimjpl,0.401,0.446,0.002,457,1684
vceivvnh,0.064,0.228,0.374,140,1142
rwkrhfkv,0.294,0.809,0.372,590,1267
lnrebycb,0.842,0.163,0.8,762,1680
ubaxvwar,0.315,0.732,0.233,866,1093
nlcrfvot,0.848,0.933,0.742,905,1454
tuonttbz,0.518,0.876,0.853,715,1499
qsxuurmg,0.942,0.53,0.49,797,1977
ghvpnjik,0.777,0.152,0.144,260,1409
wtqdkbwo,0.703,0.713,0.964,194,704
ybeacxsq,0.174,0.239,0.095,1,71
evmcxbko,0.83,0.234,0.784,816,1766
sngppgyb,0.414,0.793,0.191,988,1006
digojgqs,0.44,0.054,0.473,733,1912
wgqqyipp,0.809,0.88,0.152,548,577
giumvyyf,0.253,0.222,0.768,224,613
fqadzjsv,0.349,0.622,0.363,572,631
noyiyhbn,0.037,0.806,0.949,920,1153
iomqxtas,0.281,0.805,0.747,54,1623
vokqrczf,0.959,0.227,0.345,6,1514
kymikxki,0.707,0.425,0.439,572,1858
jhppyqfs,0.166,0.393,0.512,336,1888
xrtltkhu,0.869,0.004,0.856,415,909
uitlmsyc,0.706,0.676,0.778,227,1640
uzgqheyk,0.564,0.754,0.378,657,1668
ltaplexg,0.539,0.008,0.17,721,1170
hmuqbedb,0.692,0.028,0.165,183,705
cdceolay,0.853,0.489,0.869,576,823
neqkszvy,0.707,0.174,0.954,514,1019
kddatgts,0.097,0.61,0.527,571,742
jwdfkthb,0.07,0.466,0.52,134,168
loigsygs,0.913,0.293,0.223,278,1276
hzhrysrd,0.571,0.694,0.648,605,922
emxmzuos,0.85,0.313,0.129,16,920
bqhffgwe,0.383,0.584,0.877,278,1356
nqjaqxoq,0.343,0.143,0.816,219,1169
gxgvdjnn,0.43,0.199,0.779,58,1115
wlrzwwgw,0.773,0.194,0.971,936,1206
geelhzfx,0.151,0.845,0.974,960,1256
krmkmnww,0.38,0.856,0.987,701,1425
jplzwakp,0.374,0.608,0.094,977,1249
quwgqxfb,0.578,0.005,0.197,515,1351
ehgweaqd,0.39,0.765,0.282,643,1272
plzcottr,0.983,0.655,0.517,712,1253
fkoouzov,0.735,0.63,0.885,215,1497
uqelveyf,0.823,0.331,0.269,503,1255
zxrgxtev,0.915,0.28,0.073,480,1708
oadjtbxw,0.123,0.473,0.732,670,1297
roidkdrf,0.491,0.267,0.598,88,1032
hrjvfbde,0.821,0.947,0.603,901,986
nsjlmtmf,0.616,0.663,0.031,281,430
cyyparan,0.615,0.833,0.64,568,1467
qyyleuks,0.528,0.387,0.4,203,656
dmhxzmir,0.188,0.827,0.489,877,935
fickuhbl,0.137,0.113,0.347,269,1781
fzggatrs,0.416,0.33,0.121,632,1136
sykfbruc,0.498,0.477,0.136,275,949
zmxhuacs,0.337,0.347,0.567,360,598
vcwbpuca,0.476,0.446,0.794,310,1482
zakotlbe,0.947,0.753,0.961,746,1334
xodptobj,0.698,0.925,0.781,249,1540
egmzxwoa,0.838,0.591,0.702,820,1652
qwxushib,0.87,0.392,0.087,167,415
xxvexszq,0.91,0.837,0.777,674,1808
ntnexyyw,0.71,0.891,0.977,220,341
uiezboio,0.661,0.816,0.6,981,1812
mjdbtzxq,0.39,0.586,0.761,498,903
bgccglhj,0.883,0.903,0.107,952,1283
semagoxb,0.964,0.131,0.08,17,514
vlcetcay,0.668,0.367,0.624,773,1637
qogsnplv,0.463,0.415,0.077,110,800
uynidyce,0.714,0.285,0.204,906,1672
hhdtxxjp,0.148,0.246,0.788,994,1786
wxkjagnm,0.267,0.239,0.038,653,1152
mljmznbe,0.027,0.68,0.555,681,1791
qqlyqhtw,0.889,0.602,0.93,371,544
rdlhjjwa,0.181,0.497,0.035,674,1156
dphfxyxn,0.004,0.166,0.635,326,655
fwqcmbjj,0.957,0.388,0.732,753,1564
ftdxzbut,0.846,0.091,0.143,469,1290
syhvidde,0.849,0.504,0.586,646,1900
zbwjvorq,0.668,0.904,0.783,840,1845
oxnigiqk,0.977,0.279,0.527,893,1634
jxyfpljo,0.573,0.314,0.982,174,1328
xyipagmq,0.852,0.211,0.87,433,1600
ounhmpso,0.081,0.596,0.862,986,1695
ykqdttfs,0.086,0.45,0.444,98,1272
lhdfiscq,0.055,0.154,0.151,136,966
ulffwrmt,0.114,0.548,0.458,483,1660
emcwqosj,0.593,0.896,0.109,714,997
qfskegiz,0.251,0.181,0.478,280,1733
nowlehfc,0.262,0.348,0.23,258,1015
nemfgddk,0.17,0.364,0.942,807,1610
rjylqzrt,0.274,0.112,0.265,52,1534
lbnfiigl,0.163,0.154,0.388,309,934
aqcapwpz,0.828,0.858,0.329,259,1669
hlasilti,0.009,0.888,0.338,1000,1287
nweqvlsc,0.323,0.047,0.767,125,1086
sfjofjiv,0.445,0.455,0.724,177,1957
rjtxogyq,0.479,0.506,0.804,263,1248
bfybbukk,0.099,0.73,0.119,744,1738
letokudv,0.037,0.301,0.336,207,945
nkucdsiq,0.125,0.061,0.099,30,196
bigxuajl,0.146,0.909,0.568,147,1808
sikdxswt,0.704,0.666,0.481,809,1574
cyawvlhg,0.171,0.54,0.611,262,1285
xbcylujc,0.866,0.211,0.753,830,1845
impazlpl,0.994,0.157,0.888,70,1857
rhtpiggf,0.356,0.344,0.445,552,1614
spsmuywk,0.732,0.278,0.445,492,637
eewouncl,0.843,0.744,0.395,241,1146
zhzezqzh,0.979,0.477,0.358,114,135
qlwzcbup,0.12,0.987,0.876,668,1612
czolvrhp,0.395,0.436,0.299,64,777
mqteweae,0.436,0.391,0.817,337,1209
vvxehkwc,0.998,0.461,0.11,910,1724
kmbhtyzn,0.456,0.503,0.688,781,1675
lhydxcqp,0.249,0.935,0.98,848,1967
bxjmpnvo,0.914,0.019,0.815,99,1863
kvgcxswi,0.511,0.434,0.861,5,1346
tnzyydid,0.48,0.954,0.807,544,1130
ioxvykkb,0.92,0.425,0.603,517,1180
cbetkgvt,0.132,0.643,0.808,42,457
ladaifff,0.467,0.34,0.812,821,1019
xyzglnxf,0.651,0.689,0.477,686,1059
lejhtudb,0.15,0.782,0.985,747,1456
fmlsmrqk,0.566,0.012,0.892,296,551
aitlalmm,0.992,0.924,0.596,77,1442
vdamitls,0.424,0.561,0.04,620,1576
gkaavfey,0.82,0.428,0.246,990,1122
ylxdksqg,0.679,0.709,0.625,291,329
zekcvaeq,0.298,0.854,0.146,420,1143
inavrhir,0.308,0.075,0.991,617,627
fcxfogah,0.909,0.37,0.339,424,1030
skukttmn,0.368,0.557,0.357,574,1691
gcmivkhe,0.734,0.672,0.715,491,1918
ttfeuhwy,0.179,0.398,0.145,702,989
ajdefnrr,0.178,0.099,0.312,231,1758
omxagtzl,0.993,0.759,0.469,552,1184
hsrahzbi,0.316,0.097,0.341,222,1543
vqfmacin,0.216,0.395,0.232,682,1254
rszbaida,0.826,0.094,0.827,774,1358
jpupdpeq,0.77,0.502,0.676,414,1768
kymxzdlb,0.003,0.286,0.729,712,1630
lfivuuzb,0.191,0.058,0.399,287,543
ccvzrgsn,0.176,0.337,0.475,663,675
tfppksog,0.48,0.408,0.877,213,695
wakdfzkf,0.52,0.389,0.102,224,1776
dclgfcqe,0.891,0.105,0.847,149,774
hmnvjuky,0.62,0.071,0.686,647,1626
bbiyfgap,0.241,0.56,0.213,664,1320
ubaahhcc,0.26,0.541,0.572,192,895
uxvoxnqp,0.764,0.528,0.734,753,1718
vtlxsyjj,0.819,0.556,0.953,668,1300
rvcpwlid,0.055,0.661,0.474,473,1283
zoupweox,0.696,0.375,0.87,149,1157
ludkyxtg,0.671,0.886,0.781,241,1881
izvursxd,0.071,0.025,0.794,374,492
pvewqcba,0.705,0.311,0.859,348,1336
pdufraeg,0.792,0.17,0.813,831,1140
liadxrcy,0.794,0.277,0.567,349,557
fmzuitjy,0.28,0.14,0.906,638,1603
gsszwhoa,0.425,0.05,0.472,368,1920
ieqavvds,0.301,0.678,0.818,43,1053
dkiokanj,0.325,0.052,0.749,855,1450
raititxm,0.249,0.823,0.517,71,1866
zibpqzes,0.723,0.905,0.275,503,1514
yfypvepq,0.892,0.071,0.757,397,1072
llsauimk,0.174,0.99,0.699,894,1064
wjirbrgw,0.732,0.03,0.851,610,803
lstdehem,0.621,0.184,0.923,992,1731
fkmsxypq,0.644,0.975,0.371,437,1735
tpulpaga,0.148,0.074,0.095,212,970
llluhqgh,0.083,0.177,0.447,655,1620
qgwwwmwi,0.852,0.451,0.746,615,1504
kpxnxxxw,0.475,0.966,0.993,123,509
cpumsoxj,0.369,0.963,0.663,744,1325
kxexdsij,0.7,0.77,0.742,78,953
bwpgtcwr,0.693,0.48,0.66,782,1958
qdaszuix,0.97,0.535,0.341,878,1891
yazgvovl,0.145,0.507,0.581,939,1438
bzugdlxp,0.245,0.785,0.438,13,813
guqyohcf,0.41,0.625,0.045,197,1476
qjgjkmka,0.311,0.679,0.532,373,414
gnesveds,0.352,0.247,0.554,497,531
spxyeoyx,0.511,0.817,0.226,971,1458
rmjrkbmq,0.296,0.387,0.323,537,1809
dugabzjh,0.783,0.532,0.03,3,445
gepbfewm,0.393,0.156,0.244,698,1764
danewhhs,0.129,0.905,0.946,446,608
bssbvfvu,0.375,0.843,0.033,282,1470
ytofjzyj,0.189,0.4,0.197,525,1041
dwjzxtio,0.901,0.86,0.862,854,1348
byiktucf,0.367,0.025,0.177,97,238
lapgpfpq,0.554,0.163,0.728,416,1200
bxpztvcv,0.92,0.826,0.332,281,1920
egeufqhc,0.952,0.541,0.302,771,1831
zrmgzvht,0.829,0.074,0.4,449,464
eojgdvpf,0.028,0.159,0.528,971,1430
obgmdjey,0.202,0.99,0.88,73,655
savwiglv,0.734,0.211,0.002,12,852
qpldfvwe,0.529,0.585,0.453,466,790
pbzrelqd,0.283,0.938,0.09,648,1828
axwyxnwm,0.394,0.749,0.297,651,1993
pjxpwovy,0.718,0.331,0.914,803,1919
lnxidcvi,0.141,0.244,0.653,320,1156
sukjekzn,0.627,0.309,0.191,837,1796
dbrvfpvy,0.148,0.426,0.782,58,303
gcdvmdgy,0.636,0.402,0.701,41,393
jklmjynt,0.271,0.337,0.698,328,1562
avksjxbo,0.439,0.824,0.494,704,1408
sjrhwljn,0.979,0.108,0.423,253,1471
btymsluv,0.428,0.891,0.003,407,1948
jsfjtlrf,0.655,0.828,0.536,429,1357
gcnqecgp,0.56,0.835,0.337,476,708
nbnqkrki,0.29,0.907,0.618,909,1174
pwhcqwsh,0.764,0.086,0.738,924,1474
nizawqxh,0.178,0.095,0.836,345,1005
