name,x,y,time_in,time_out
ipohdaat,0.636,0.701,540,1751
afdnzips,0.446,0.578,703,1431
bpnipsdd,0.986,0.806,961,1888
pahefbjl,0.562,0.39,462,1475
flozjgjn,0.982,0.729,480,797
ssgchrth,0.587,0.256,130,1271
zjuqkfme,0.974,0.326,909,1368
wmbpmctp,0.426,0.529,508,1056
jlluyijq,0.679,0.039,710,1569
zlphyajj,0.599,0.642,451,1256
pixvjjvt,0.778,0.251,336,1939
wkgikutj,0.705,0.521,27,150
tluwoxie,0.338,0.194,743,1417
fjoqlqhy,0.091,0.23,752,1350
huslhxyo,0.664,0.058,321,1210
dllkxeco,0.582,0.974,134,835
vjcpkwrk,0.199,0.728,221,563
aydwkhwe,0.868,0.149,795,986
vvszmpvx,0.562,0.762,698,1864
eemfggmv,0.385,0.577,133,896
kvlagipl,0.232,0.374,773,1459
njmrrsgp,0.981,0.066,437,950
caaayaro,0.691,0.507,699,1703
pwxosekw,0.985,0.829,501,1580
bootdkah,0.978,0.835,450,657
ycaybcyp,0.313,0.285,416,510
ikkinujs,0.812,0.077,251,793
fdgzuhdp,0.288,0.428,501,1440
vparghhl,0.701,0.826,296,754
yfoaemiu,0.125,0.587,615,894
fgswsqlm,0.205,0.905,35,582
tsdsjhwe,0.899,0.442,530,1223
dizorvck,0.79,0.448,572,779
qwkcvdqy,0.939,0.154,601,1004
fbkcbzzp,0.931,0.559,77,562
hblkhrdm,0.424,0.989,50,66
toajtcmq,0.457,0.185,324,491
xyasdczi,0.087,0.241,181,454
elqohddj,0.805,0.518,892,1187
pjwndlix,0.852,0.748,133,689
avefvamb,0.572,0.789,544,1264
umiqfmnv,0.545,0.158,817,1662
gqfyjavb,0.307,0.961,363,1816
mxjwvwuj,0.974,0.23,899,1443
srdqfxgc,0.833,0.586,985,1467
pqrdujea,0.958,0.011,248,693
pjjlbwuk,0.476,0.445,455,951
gtywwzot,0.702,0.362,864,1222
oyxdvjje,0.935,0.731,193,1650
kaseliej,0.573,0.394,707,1276
kphmxhvg,0.871,0.684,215,703
xvqalzea,0.082,0.225,374,543
myarajuq,0.026,0.675,461,1492
mvsjqdzs,0.0,0.446,195,1130
myusuoat,0.851,0.618,384,757
jbdnwnpl,0.439,0.449,845,1314
xoyvjyhu,0.024,0.743,686,1162
xbghntqc,0.161,0.046,979,1673
bjolinef,0.926,0.428,876,1743
wwlhylgu,0.916,0.127,46,1589
avjhtwbd,0.459,0.182,276,1918
bryphbmp,0.219,0.82,133,1864
dctoncpg,0.997,0.773,538,1804
cfktzdig,0.659,0.82,851,1891
pgvrkupg,0.274,0.692,783,877
krippncr,0.261,0.907,473,562
iiuveqtx,0.978,0.232,60,560
fhdorxkr,0.095,0.363,614,1457
xvzynrrf,0.164,0.371,628,1643
orovffoa,0.527,1.0,950,1239
aghgniki,0.68,0.292,375,1245
xubtfffd,0.843,0.711,739,1642
syirxgrt,0.214,0.007,340,618
gaatnkel,0.236,0.274,907,1161
pgrizomx,0.686,0.723,674,1510
zykoroao,0.193,0.602,175,1973
ozinsdma,0.557,0.2,339,1634
zxpmovxg,0.276,0.227,917,1545
ayqjilpb,0.567,0.067,819,1659
eavxdhgn,0.393,0.393,420,1580
adeebtka,0.669,0.06,847,1203
pyzfxygg,0.663,0.333,776,1318
pmkejhsw,0.811,0.732,199,1290
zduontqu,0.96,0.466,904,1027
aeyqwwut,0.664,0.558,685,1056
xgvlxgvu,0.63,0.015,12,1803
qwnxebsz,0.802,0.107,106,1221
bbncxcov,0.594,0.87,927,1237
ajzbeqtl,0.298,0.572,967,1393
pqqzwnmk,0.387,0.361,404,1810
iwjlgkzg,0.933,0.863,733,1587
yqhuwtwn,0.599,0.8,226,548
pknxnjee,0.023,0.218,360,548
hlifklro,0.665,0.504,881,1897
xlvsuhwo,0.889,0.224,485,1658
yxqiasii,0.997,0.384,645,1152
dotkkciz,0.001,0.381,543,1082
mkcrdwtx,0.89,0.859,89,1604
aoanztre,0.87,0.152,422,1936
rkidtjjy,0.477,0.653,238,1852
cywumgkf,0.35,0.278,605,1405
yehmtfmp,0.865,0.593,709,1367
rrhxynki,0.603,0.526,116,1675
hgqekpwb,0.354,0.683,102,1890
gpjbnteh,0.287,0.779,82,1011
ykhycxrh,0.58,0.43,274,1658
frdjcfoe,0.88,0.165,282,1564
vzxmflcr,0.442,0.406,222,1217
hqvjfvjo,0.082,0.937,534,881
jpqcjjvc,0.421,0.684,551,1457
xnmyukfa,0.316,0.923,826,1307
tykrbqzd,0.456,0.87,169,795
bhpdgjcd,0.34,0.789,989,1007
bqowbfon,0.742,0.721,57,120
ycwkfrse,0.688,0.541,353,667
dvthfiem,0.936,0.098,861,1142
fwimhbcn,0.995,0.532,695,1272
hvvxmyvu,0.092,0.711,309,1070
rqrobdga,0.655,0.836,352,1313
icgklgdk,0.845,0.378,21,1481
zmalkrxh,0.049,0.398,369,1561
euigiwjq,0.096,0.613,499,1456
hzdhrpeu,0.034,0.113,809,1084
fugvzfxp,0.85,0.95,385,983
wgweeakv,0.73,0.65,597,1456
fxoysoip,0.537,0.924,655,1795
gslecndv,0.656,0.817,583,1295
srjihcuq,0.246,0.918,93,374
dkxlxtcg,0.153,0.189,535,1366
gvjofnsd,0.06,0.444,582,1835
fnhbtdml,0.043,0.301,991,1653
omgvogga,0.246,0.56,868,1312
evmupkbm,0.906,0.742,171,1869
zewdxrtn,0.063,0.439,670,1743
kxxjqujc,0.93,0.35,433,550
bvxaptgs,0.971,0.838,265,733
htvajcxl,0.484,0.59,960,1946
oobieqhk,0.872,0.428,348,479
vkybatvd,0.681,0.531,668,725
gciljher,0.097,0.554,377,1937
qgavfgeq,0.197,0.344,127,1569
vmwgqoio,0.39,0.007,747,1995
pvnfpbjw,0.49,0.715,301,1931
eipqfpuq,0.993,0.828,860,1042
sutjieeq,0.684,0.896,559,1803
ypawojti,0.849,0.284,755,1945
clvuzdaz,0.764,0.058,18,901
ighwtqvp,0.311,0.265,381,875
bdjuaefy,0.08,0.68,816,1725
csybnsoa,0.004,0.509,231,1024
utngpcig,0.484,0.049,806,1308
ltwmdade,0.633,0.761,71,843
aygbvhtq,0.847,0.242,877,1597
hiugogqi,0.911,0.562,913,1816
hqlfcpwm,0.843,0.091,329,691
wmlnwdrl,0.927,0.02,297,1933
qezwovsg,0.787,0.612,744,1285
plvlhkgg,0.83,0.036,385,1070
okitnhxz,0.468,0.854,861,1440
cmkbnfdo,0.732,0.016,578,1708
prlejbxp,0.95,0.339,917,1396
uixeiwwx,0.746,0.001,778,955
qxeuytha,0.623,0.165,301,1759
euhevxjf,0.878,0.698,660,1930
vvfneuuv,0.847,0.449,304,351
nlflqwwg,0.183,0.898,5,1706
yjgsksca,0.08,0.248,677,1051
xvaryrsc,0.328,0.811,536,1103
wxehgxpt,0.972,0.87,786,1755
gzooeagf,0.27,0.856,336,1607
ltuigxix,0.726,0.312,882,1369
uaojhvcq,0.088,0.962,610,1086
sdwcocla,0.509,0.703,924,1878
afowyrad,0.13,0.492,197,643
qtzshirt,0.247,0.189,544,1303
hfcicovl,0.576,0.257,400,480
zczqkjit,0.783,0.441,330,473
lwuvxnkz,0.143,0.623,353,1043
qzbcjvaq,0.924,0.224,88,1658
khpslizc,0.898,0.483,326,1460
zmxksjye,0.754,0.602,897,989
axspuskv,0.641,0.688,222,1540
kthfjzcb,0.938,0.958,664,1697
egecdnqk,0.193,0.037,941,1888
tltvmoqe,0.955,0.162,179,1999
plavlepq,0.608,0.811,286,984
mdtekwpp,0.398,0.196,427,1637
syjyoejs,0.272,0.36,342,1356
pgixuicy,0.179,0.054,429,1964
plzexuqj,0.153,0.56,953,1552
dcsknqdx,0.589,0.8,495,1416
wooizegt,0.583,1.0,564,1242
epubzzih,0.281,0.923,625,1087
ikrieupw,0.751,0.142,267,1415
zrsughwg,0.053,0.366,494,1699
hvuzhtwq,0.212,0.607,489,1373
xezyeuzj,0.349,0.783,584,1515
kfvomcmi,0.386,0.203,431,1667
uyoyvntf,0.534,0.529,77,1504
tlbclnfm,0.887,0.623,131,1112
pqoebjtd,0.307,0.455,511,1538
wzxuxaja,0.397,0.757,259,865
ejybwsrb,0.03,0.646,435,1671
owfunrzo,0.667,0.544,260,353
dlgsvuwv,0.392,0.503,230,1444
mprcmano,0.857,0.146,270,1055
lgkrurkt,0.353,0.484,844,1784
avrfjedo,0.397,0.975,471,1392
pjitosiq,0.043,0.035,226,580
kuggiism,0.751,0.323,838,1716
evmhwkkz,0.68,0.184,166,1428
ecabttns,0.809,0.997,968,1749
fxmtnzrh,0.74,0.869,686,965
fitfrgrz,0.389,0.88,736,787
kdrogsed,0.621,0.776,865,1025
koddnobh,0.629,0.594,785,1446
yrgnsdvm,0.286,0.981,369,922
amzvbwfd,0.357,0.424,513,876
fotaqadp,0.963,0.408,89,357
homgtxqv,0.705,0.094,235,274
dodhqovh,0.128,0.998,150,759
roengdtc,0.639,0.702,197,1118
wmkczoya,0.309,0.028,292,1593
xeodkxai,0.354,0.429,274,1298
avnaqnik,0.852,0.931,802,1740
dncyouis,0.201,0.231,505,777
oondxvbd,0.507,0.606,193,1671
rsfcjlxb,0.845,0.02,874,1744
yondfruv,0.456,0.145,888,1055
nnysfjii,0.419,0.811,363,1650
vdbdgfhl,0.333,0.194,740,1758
mxhcbosk,0.26,0.9,856,1737
qknjgpna,0.363,0.133,109,152
tomubxer,0.474,0.161,851,1837
pwkmqskl,0.944,0.586,535,1710
jhkrgfbi,0.604,0.859,670,1799
yrzhkrnn,0.085,0.581,49,835
pkprkizy,0.605,0.675,650,1102
ykctaykv,0.5,0.314,617,1826
liqtyxcu,0.782,0.499,245,1254
hvbrtvvb,0.131,0.477,665,1450
akwsuxmp,0.643,0.754,612,670
hbmsrajb,0.908,0.534,938,1166
pjedcjzx,0.819,0.502,71,431
kfuemfai,0.126,0.248,39,1442
ivnixawj,0.274,0.427,243,544
oqdqjebv,0.814,0.596,904,1670
cahvagay,0.156,0.07,186,736
ectsvuaj,0.151,0.558,197,344
akqrmtqj,0.575,0.028,998,1900
rwfiukwo,0.196,0.724,20,1191
lgpobhrj,0.9,0.696,994,1133
htsysrfh,0.657,0.305,294,1833
imlglgxd,0.652,0.711,863,1436
ucrzrqkv,0.647,0.176,448,526
ilbymzsr,0.79,0.627,678,1140
lorsfhuf,0.367,0.875,665,1357
tjgqamgt,0.399,0.101,177,902
wbnrorzj,0.219,0.761,475,755
kmndugbj,0.454,0.339,594,1308
gwnxzquf,0.449,0.413,185,1224
vzvrmlhe,0.487,0.825,29,845
rbbrxdpv,0.38,0.595,336,390
onzqacdx,0.242,0.175,155,335
wzaghhkf,0.226,0.301,894,903
jqixfvhp,0.83,0.278,302,720
pthwxdcz,0.326,0.316,590,1094
kgjbtstu,0.271,0.962,686,1792
lkjymdiz,0.331,0.552,508,1350
hgbcuubc,0.375,0.663,879,1841
rjfmrjaz,0.884,0.556,604,1532
uwmzvzod,0.017,0.631,628,1184
cvspgdwy,0.446,0.986,538,1492
kapyndsa,0.423,0.001,684,1586
hnoocnjl,0.798,0.691,180,1930
kfujqzqr,0.644,0.879,687,743
xmgksmuq,0.131,0.364,263,1414
hfgrdsxb,0.315,0.158,638,1575
rrundaak,0.868,0.103,644,859
iwwyblgi,0.272,0.433,209,363
knyufgok,0.495,0.948,597,1231
cfyqdrsp,0.547,0.761,148,1685
dmyuvxdt,0.117,0.986,411,875
asmemxne,0.338,0.386,481,1142
alipthpb,0.245,0.419,815,1175
esnxlbmv,0.484,0.03,705,1637
rmtwmfyl,0.597,0.416,526,1737
qhjwtxte,0.203,0.849,428,776
yrcioqbd,0.002,0.292,812,1467
olmvqkli,0.756,0.863,211,1431
dwokwurm,0.018,0.323,837,1375
dmafyfsp,0.722,0.161,2,747
lalvfjvg,0.121,0.916,366,1552
nmeflmtm,0.585,0.791,869,1501
dhsnzttt,0.154,0.042,784,1356
zeilbeta,0.821,0.516,121,1008
ajgfmedk,0.513,0.753,828,1629
twqbwmuf,0.034,0.155,545,1902
pngoblqq,0.387,0.227,624,985
shmltyvb,0.257,0.682,762,1551
ltvrjiiz,0.221,0.458,160,1316
fvquctip,0.123,0.352,1000,1677
pmvxamqe,0.554,0.688,707,1295
alyblrya,0.469,0.221,274,1612
srmigalt,0.274,0.824,711,1395
jjmejayu,0.247,0.634,754,853
cjgkdixn,0.028,0.228,70,1921
mzmietid,0.56,0.565,167,298
khhdjgrd,0.227,0.167,87,226
uukhsobl,0.665,0.694,912,1834
hylntjny,0.244,0.2,595,1479
acxskevw,0.571,0.516,851,993
fokowocr,0.649,0.881,829,1898
arfkegks,0.573,0.461,569,620
akyfswys,0.348,0.016,735,836
pyvksezf,0.785,0.915,523,1030
bnxxmbxi,0.86,0.477,423,1111
kpzvurnl,0.683,0.443,136,685
yaddkckd,0.124,0.393,528,685
ynuhxjit,0.755,0.415,171,1412
epmdfysi,0.244,0.007,278,1738
itxtmtrh,0.851,0.946,479,1164
nyozruoc,0.4,0.909,331,1947
vndfpqha,0.909,0.93,193,1942
afqbzkbo,0.933,0.325,925,1127
xlaluxwd,0.11,0.581,222,1315
fzwhwizc,0.561,0.648,573,978
zthyyfxf,0.297,0.819,899,1329
bzcoklpu,0.883,0.697,37,315
xslqdary,0.033,0.64,714,740
qskdsqvr,0.889,0.622,967,1438
oanhjfre,0.732,0.403,712,1414
auqhfnda,0.608,0.629,743,1820
xrvtrnmu,0.397,0.177,4,349
svxnsciv,0.466,0.343,234,1709
sezkecta,0.072,0.943,489,578
budebskb,0.481,0.89,776,1904
lxrztnac,0.196,0.684,285,1325
ixajdjwh,0.964,0.211,14,212
yqpejlhe,0.016,0.913,487,1476
vhiqfese,0.892,0.678,95,166
bnxdvxbs,0.845,0.214,491,1751
jfmsbukb,0.754,0.682,563,1682
hdfhlfxo,0.915,0.693,440,453
gxyeoqve,0.429,0.594,579,1188
jcmlkwpp,0.751,0.521,752,1537
ezkmuawv,0.535,0.461,855,1308
rmtexiij,0.339,0.92,132,143
ffpyzfhv,0.293,0.163,653,916
emxlldso,0.861,0.013,996,1626
ztnonwuu,0.151,0.634,653,1174
natqwxsr,0.608,0.992,651,1973
jhqmusid,0.593,0.958,734,1292
oodnbsqj,0.154,0.423,713,791
limqevct,0.556,0.375,13,94
zwtugdjp,0.694,0.956,737,805
bcxscetj,0.285,0.77,955,1094
ezhmfvci,0.553,0.925,556,810
hdbgyofd,0.108,0.787,455,810
hekistbx,0.583,0.829,442,1134
nslbmrfs,0.694,0.608,25,792
ixzfzgpd,0.429,0.559,524,1431
uatnmoep,0.514,0.427,853,1169
tibureib,0.662,0.933,952,1376
jwbkfxqc,0.765,0.613,490,1005
bnmjhmcl,0.195,0.496,212,440
kioxtdvy,0.706,0.436,948,1571
mbrovyco,0.037,0.036,407,1799
efmeszjc,0.904,0.232,587,1667
wcraodfn,0.095,0.612,339,1267
jqplbver,0.165,0.916,173,201
sqnfkshv,0.738,0.442,93,2000
reczjjjz,0.257,0.111,82,970
piwujvny,0.805,0.084,417,438
jkxpsxxb,0.949,0.885,459,1064
evhbqfzj,0.36,0.129,481,585
xbvutrau,0.962,0.706,677,1565
frugaqqs,0.864,0.167,232,572
gcnvuuae,0.721,0.662,254,609
oxbvooul,0.434,0.485,504,927
weawggwf,0.355,0.049,995,1593
wbrbyeda,0.598,0.766,931,1310
duplabjc,0.292,0.492,62,1785
iuicipxm,0.064,0.096,805,1673
ppqidupd,0.631,0.813,630,1911
fwshalyj,0.668,0.036,423,1876
ojgfkmiv,0.466,0.47,388,1310
qbdeluvh,0.047,0.051,633,1655
kbnxtzys,0.183,0.132,258,1076
nzocliss,0.227,0.424,753,1970
qsxbvnjy,0.742,0.642,58,664
qprsbsxu,0.292,0.366,430,581
fkknnlvr,0.03,0.075,278,1890
pllrsrkm,0.838,0.389,832,1811
pdxhycck,0.966,0.206,10,1644
tsnazawf,0.834,0.241,559,1966
kzjbrghn,0.707,0.825,718,1800
kltkhjck,0.734,0.63,830,1963
towxhuft,0.902,0.854,828,1209
algcdpqn,0.336,0.558,841,1955
gqsdnkpm,0.194,0.275,828,1698
situdkvi,0.31,0.262,800,1959
uscldwws,0.19,0.609,846,1533
gpevmjzp,0.476,0.428,525,1427
mjdsdjon,0.894,0.469,319,1558
uhdvmdzu,0.752,0.226,844,1186
mxvvdbtq,0.656,0.726,183,1828
rvhkycll,0.009,0.129,132,1052
olqaidnw,0.764,0.82,301,779
skudifbv,0.692,0.728,234,1348
meiqwqdd,0.074,0.682,17,1635
xpinglgw,0.763,0.079,274,1365
duawktrk,0.153,0.165,105,434
jcdwcshj,0.265,0.119,823,1496
avepwlgp,0.539,0.994,232,1403
qlmuvdwq,0.817,0.148,445,1074
cbbafryg,0.744,0.329,965,1309
cobuahlv,0.18,0.02,573,1812
djoabkff,0.534,0.259,759,1139
fdnxypoi,0.37,0.669,842,1653
tdpmhikn,0.398,0.301,589,1333
wzmjpbqt,0.908,0.889,940,947
lukzzadq,0.369,0.057,842,1065
drctcqnm,0.738,0.953,590,1916
ageykqlv,0.138,0.123,460,1144
mpdcbvwr,0.212,0.187,258,1071
wdpefpvh,0.202,0.523,93,1231
xzwkaeth,0.384,0.327,88,298
tjanxghk,0.348,0.403,487,1591
vsmpiceq,0.296,0.652,597,1862
ekiylphs,0.377,0.473,845,994
miaaskin,0.007,0.721,601,1614
fvvnzysj,0.087,0.508,519,1275
kdlkijyu,0.453,0.365,81,1591
xpoduzlq,0.756,0.842,778,952
mrdupjvx,0.951,0.468,220,1359
ddjklovs,0.109,0.995,298,441
htenmifu,0.548,0.869,628,819
lhmoxbyi,0.983,0.16,320,441
icbeteke,0.466,0.151,934,1468
vonsxkwy,0.58,0.458,709,1576
djytjtfc,0.378,0.938,238,1670
lrwhxadb,0.434,0.502,777,847
nncjuokw,0.952,0.184,361,702
ukuojdgq,0.455,0.323,960,1022
migyruey,0.915,0.817,132,280
wjltmoex,0.304,0.685,311,375
ibyeucbz,0.478,0.465,884,1833
bpdowlgw,0.768,0.879,244,946
dljfnigf,0.487,0.108,481,1539
jfjyqrtr,0.454,0.173,760,874
gzwxbakp,0.957,0.169,601,1632
knobcznu,0.452,0.554,951,1896
ceocnfix,0.046,0.486,212,1913
yermsmpv,0.255,0.726,474,1505
vkhygefn,0.742,0.612,130,726
ftmzejwb,0.732,0.495,704,1447
bhdctheg,0.789,0.99,279,1120
pebyalqc,0.872,0.823,227,641
smllcubn,0.744,0.122,815,1517
mnnhgtvi,0.628,0.53,945,1932
gzzxhazt,0.983,0.223,501,1140
zralbxbg,0.178,0.607,255,279
sexwjnxr,0.057,0.352,561,1863
ldqaovmk,0.373,0.815,535,1000
wkjdlnuu,0.027,0.233,874,1548
owkxilrl,0.663,0.91,402,1094
sryrolnl,0.955,0.086,12,1735
imswjnsc,0.397,0.367,534,1519
wptpsntb,0.349,0.813,666,784
wfozwxqs,0.524,0.531,863,1826
rdvcjhlg,0.056,0.363,872,971
isjtvdpw,0.677,0.311,658,1522
lpjtnlly,0.265,0.645,184,1195
tjwzpdma,0.576,0.507,851,1450
kwltyjhj,0.767,0.958,123,261
xyheuwno,0.081,0.901,116,420
lwwduvzf,0.962,0.562,567,1977
lngxxsjp,0.406,0.674,22,178
amposruz,0.131,0.641,173,350
pynxtrnz,0.502,0.146,279,1605
mpfpvqjq,0.211,0.628,551,1715
oofrvixo,0.987,0.263,459,1885
mejtpgcg,0.268,0.016,956,1069
zwgbndcd,0.003,0.599,282,567
qtksyaim,0.924,0.012,10,767
vvlogukv,0.173,0.915,89,1084
xcpvqtco,0.26,0.168,428,895
yqtkecvr,0.417,0.548,1000,1549
cowwicki,0.695,0.21,693,995
clldhipc,0.506,0.849,24,837
nemygcgg,0.872,0.332,617,1808
cwobovif,0.869,0.815,356,859
xfzcplbm,0.47,0.427,254,1623
ybkafnoi,0.564,0.062,284,818
tdongtzb,0.954,0.994,150,1955
ewdtibnx,0.951,0.056,932,1693
daxkfkmm,0.853,0.761,204,1991
alndwful,0.943,0.172,982,1975
moggpmun,0.651,0.025,539,1147
tuzhbilc,0.164,0.165,361,1801
cljcwuww,0.719,0.734,879,950
elfuharf,0.619,0.607,528,902
iakpakyn,0.215,0.906,885,1250
rhjpocrf,0.268,0.117,996,1009
zgfktzqd,0.806,0.826,794,1471
cdiuwqfr,0.958,0.938,611,1467
eblqntuz,0.845,0.73,471,1044
folannul,0.928,0.754,978,1065
wtvkyiea,0.283,0.855,462,1857
vmvvvdqx,0.893,0.044,771,1858
qkgnpazs,0.103,0.7,789,1584
cfloljmw,0.716,0.225,925,1664
kwjidqou,0.555,0.753,216,1071
qyoftdnj,0.48,0.055,129,1845
qitznqqh,0.272,0.031,184,1442
hoxbmhxj,0.17,0.426,735,1080
clrooxfv,0.488,0.528,620,1868
wanpszux,0.938,0.364,854,1056
ffvexwbi,0.441,0.731,354,767
jzgovbqu,0.569,0.387,567,1655
ciqvtlvf,0.891,0.914,216,1300
kdyuetad,0.969,0.281,340,1467
otyasjfq,0.289,0.698,630,1566
bzomqvai,0.268,0.345,555,1321
pujciwbx,0.17,0.98,371,1713
tcynavlc,0.463,0.107,30,828
exhthclu,0.94,0.532,900,1170
zriutkol,0.893,0.675,966,1616
abxyewjr,0.592,0.923,456,1546
rcapacpo,0.544,0.349,422,761
zurjgllm,0.877,0.597,225,628
lrslhzri,0.579,0.825,834,1082
pkugcjbv,0.018,0.528,155,1288
ajdbycji,0.462,0.309,488,1334
ileyrhrv,0.56,0.375,247,1742
zesfhsbr,0.669,0.392,152,984
rxzybqzx,0.451,0.108,631,1655
atuatmxw,0.1,0.199,373,1252
rbibsocj,0.574,0.411,384,1252
xvvraeze,0.164,0.852,301,1438
iahrgasf,0.562,0.143,678,1076
xmctxfhq,0.41,0.583,919,1497
jylearvy,0.883,0.413,122,559
gbkoeove,0.268,0.259,197,414
cyqfsawm,0.529,0.323,399,1726
jyzthgnv,0.367,0.817,550,1922
llqrnuru,0.878,0.53,570,1287
vzodxurj,0.65,0.623,436,496
fjjcwxzy,0.305,0.436,28,1516
tdkvmrae,0.347,0.137,374,892
geamihyn,0.655,0.947,440,1418
egevyfpz,0.15,0.424,770,1226
zcoiyyie,0.811,0.952,729,1729
uwidzynt,0.426,0.97,834,1682
cwieusmf,0.605,0.546,241,1123
ccgxqfqj,0.934,0.17,344,1209
dswsffkc,0.283,0.305,155,1449
cdhlnnfu,0.876,0.924,370,1795
efsfjgvh,0.507,0.901,16,1914
dqynwcem,0.013,0.137,28,449
lyeudxtj,0.983,0.647,259,1848
gsltsled,0.507,0.076,896,1798
uolxjwav,0.851,0.0,508,1888
xgcjaqqj,0.594,0.954,6,1060
tzulwdgt,0.467,0.553,843,1296
hxrprkgv,0.442,0.242,911,1703
rnqmeqtt,0.963,0.334,796,914
qogtvlee,0.845,0.354,457,1796
mfyijpso,0.499,0.418,707,1958
ztxfbxex,0.763,0.662,780,1954
vnvhmglv,0.086,0.918,643,1041
sigikqah,0.662,0.673,666,1940
djbkenvh,0.007,0.587,289,639
stnrxzvz,0.682,0.575,620,1829
vkmmvxye,0.236,0.898,96,119
xwcqaewh,0.032,0.966,245,889
xxyestjw,0.943,0.494,519,1159
nguqelhc,0.72,0.849,650,1775
ftdinrpy,0.421,0.737,814,1383
pjrilekm,0.082,0.017,164,1402
btyovaxw,0.337,0.711,922,1809
qsujbfiv,0.285,0.76,24,606
yltgtiih,0.538,0.52,34,1800
qdutrlgx,0.833,0.016,268,1343
okbkfimi,0.639,0.452,487,1719
lziwexhl,0.119,0.745,936,1266
tzbdjnyh,0.941,0.69,633,921
zocxsrak,0.403,0.262,839,1821
liykqbto,0.099,0.261,796,1698
itjykbgt,0.916,0.966,29,892
jqxaxmbf,0.894,0.596,457,1504
phuwcamt,0.972,0.189,57,1335
gpsplmyp,0.71,0.073,529,1077
kurivgfp,0.624,0.365,282,1041
lcbzegms,0.482,0.218,395,1872
nssdkqlo,0.293,0.84,527,1149
iuroegfm,0.783,0.829,794,1892
lotwyjwn,0.504,0.822,13,1559
sgpvbuqc,0.202,0.416,783,1790
tgecfocy,0.992,0.149,459,462
wxhfmjqz,0.907,0.548,726,1174
tpwicobq,0.242,0.52,920,972
oqddybug,0.486,0.415,643,1414
xboqnrst,0.719,0.236,254,576
axgegmnu,0.552,0.066,455,1315
doqytmbz,0.638,0.349,267,740
neafitbs,0.028,0.11,679,919
lwzifnic,0.668,0.746,15,598
bvektpqd,0.756,0.138,193,267
ioahmcrj,0.369,0.999,485,889
slotfnhf,0.282,0.586,27,1880
grwmzrva,0.215,0.46,343,512
fqdrpfqn,0.235,0.669,373,854
qdvrzcbn,0.033,0.719,415,1852
wkehlnnf,0.645,0.387,169,1053
mpcqaekd,0.373,0.317,13,677
aqonfnni,0.713,0.052,468,1421
qwqjciyd,0.298,0.443,864,1057
hegawlfz,0.347,0.627,985,1919
bgsgvnbw,0.937,0.845,124,229
gjbylbep,0.41,0.343,959,1564
qxbadmfl,0.118,0.519,208,1938
vztjwiko,0.418,0.001,39,1361
mrbpvrpw,0.7,0.703,574,1406
blaaahdk,0.09,0.851,916,1993
dhsqawwx,0.396,0.889,117,1980
sinfsodb,0.14,0.142,333,724
tccxuwxw,0.034,0.733,444,1449
rtsvpwhe,0.977,0.926,303,346
ejqjakwo,0.784,0.506,339,1052
pzmolfhw,0.064,0.448,516,1503
phyzdrzo,0.06,0.183,373,1030
smktiske,0.782,0.038,463,1760
zeptzvym,0.945,0.039,407,1814
xzsgpuyv,0.683,0.364,976,980
mxnxmxxv,0.167,0.215,372,823
gyrpblir,0.368,0.97,964,1552
lwcbaphn,0.919,0.651,338,393
wgkccsgp,0.401,0.257,113,1250
jenhbren,0.886,0.936,236,1744
ftazuacc,0.281,0.64,820,1720
dhfjoszl,0.808,0.175,612,1827
blxuwild,0.193,0.299,642,1102
lsdlkvtn,0.65,0.165,875,899
glsviebm,0.223,0.88,296,950
gcgihnbz,0.432,0.242,900,1761
loarijbf,0.665,0.508,873,1382
dpimwvpm,0.493,0.011,544,1218
qfuqplri,0.477,0.53,162,647
xfocbxeg,0.365,0.298,404,1217
dhuebfoh,0.912,0.176,736,1228
rhcndmsj,0.273,0.07,224,680
boistche,0.06,0.858,410,795
gdroccdz,0.962,0.985,381,772
gpvresdh,0.374,0.466,790,1597
emeggdjq,0.259,0.473,838,953
vordooxr,0.199,0.023,655,1793
kiflznmr,0.497,0.748,496,1841
wxyocnne,0.85,0.927,14,1632
qfdzvhih,0.793,0.977,28,1363
chjdhfma,0.558,0.892,172,644
satnxgyu,0.388,0.153,584,1004
vvpgmisk,0.232,0.214,66,595
taevhwja,0.02,0.234,743,1108
lkvycrbk,0.293,0.01,319,1218
kizxkkkf,0.846,0.382,356,565
xsfnuedt,0.435,0.17,186,657
fjvnjwep,0.953,0.364,951,1641
epvsutyy,0.739,0.317,179,1495
bwyyxube,0.58,0.05,910,1443
gmsfmwar,0.178,0.102,836,1990
sntczpoh,0.033,0.253,77,264
auisftro,0.634,0.009,475,1091
tsfolqeu,0.842,0.999,375,1136
ppqdjsge,0.381,0.154,393,832
omefkyeu,0.379,0.086,734,1557
lnqqquti,0.119,0.795,883,1524
biltwlrv,0.976,0.045,837,1751
sabnpvoo,0.572,0.8,484,1818
opmunxmp,0.868,0.125,987,1366
xzbcsziz,0.724,0.111,288,1500
gkmuqyqu,0.867,0.516,212,639
uhzodhft,0.258,0.828,241,1649
uizuitvd,0.466,0.396,776,1778
sbhrfrad,0.568,0.735,747,1024
irgyqawg,0.316,0.614,763,1883
idtefnyx,0.995,0.258,235,775
llyzbjtv,0.251,0.398,862,1124
rpvmpbgy,0.217,0.777,532,1160
nccsafda,0.423,0.172,426,557
uoolwaee,0.383,0.361,597,970
akuadpct,0.707,0.401,73,445
