name,x,y,time_in,time_out
idoyczqi,0.692,0.744,506,1288
lnqhkwox,0.848,0.392,807,1740
xulxnpmt,0.53,0.44,105,1194
uktnebnr,0.418,0.834,138,1769
cdprojhc,0.898,0.01,170,393
unboxuaj,0.922,0.43,622,1329
ajxpeheo,0.062,0.84,402,779
xmgmxvuu,0.332,0.307,754,1234
auqnzcfb,0.12,0.169,751,1673
kevqryrz,0.308,0.674,688,689
vbdredvf,0.975,0.779,764,1848
mfwopvfz,0.416,0.486,891,1892
xxilxvmi,0.843,0.023,248,1527
adqhnhce,0.161,0.394,988,1150
vfogudsf,0.511,0.652,160,486
isukedzx,0.542,0.014,461,1325
gyytacfg,0.441,0.831,802,1512
uowpnbor,0.71,0.88,635,1425
npirxhoi,0.391,0.138,924,1898
osnippkb,0.071,0.502,988,1828
dhgcjegp,0.466,0.446,52,568
enysnqhc,0.593,0.208,732,1720
ftdjqrby,0.296,0.824,69,260
oxdobpqx,0.31,0.288,651,1083
ctvfwpmf,0.956,0.786,540,1965
zojoeuzd,0.725,0.782,723,975
ylpvherl,0.561,0.742,884,1459
rbraehuw,0.95,0.657,996,1699
krdlzghz,0.388,0.108,226,680
txdsrmse,0.495,0.105,120,674
wtsujquu,0.164,0.643,734,1028
zebrfvmc,0.999,0.64,494,876
wwnafgsg,0.966,0.623,826,1733
uqrftlbp,0.467,0.592,841,1458
wobtjjyo,0.95,0.229,340,555
wyckeccl,0.311,0.646,945,1749
ozsgdxed,0.288,0.253,725,1482
tbsdtshu,0.563,0.895,635,975
danxtdwl,0.571,0.373,845,1841
czndltfa,0.311,0.271,91,1705
shwkvwcv,0.988,0.181,646,1299
jfibxhzk,0.011,0.31,240,649
ubokvzhn,0.202,0.907,15,417
anntmzbk,0.286,0.072,484,563
rpckwvea,0.123,0.373,323,801
zpbudepw,0.779,0.842,308,1974
liplivrj,0.853,0.283,124,1784
hknnirmy,0.301,0.587,320,492
fuhwrchs,0.733,0.734,69,180
mqegwlwi,0.409,0.232,21,855
iwixtjzh,0.596,0.405,759,783
vyhfytba,0.136,0.693,262,1553
azepjyuy,0.186,0.958,973,1902
jkvgipwv,0.845,0.498,48,1087
myknxlzl,0.862,0.392,324,822
skzokctz,0.378,0.387,353,1312
heltburi,0.522,0.209,340,1154
tfveodys,0.951,0.439,514,711
gwgjcjmp,0.435,0.205,34,319
vfqmynsy,0.405,0.236,102,1971
fhdavnbd,0.068,0.515,327,1072
mobwwjss,0.555,0.198,993,1858
wfzfjuit,0.046,0.115,638,1227
udkdhulk,0.857,0.84,178,665
luotavxg,0.903,0.842,828,1830
yskkydns,0.338,0.96,671,1371
tcmjqjya,0.583,0.749,818,1899
xoouxlyr,0.804,0.279,495,1488
xofsvvxc,0.021,0.415,452,910
gsgxtpuk,0.531,0.477,544,842
tklnbxlv,0.555,0.91,554,1675
lffnhlra,0.038,0.861,598,1324
tjentjri,0.168,0.573,435,537
tnzdyidb,0.809,0.473,930,1018
aamxgbpq,0.948,0.316,275,1161
dzhdlszc,0.492,0.725,915,1947
hyuulsva,0.742,0.473,78,713
lspyyukj,0.934,0.664,10,1894
grzidriq,0.363,0.242,398,783
wwkklnuz,0.436,0.383,531,934
nvqcsvbd,0.248,0.348,9,57
vsqswmuc,0.698,0.307,420,474
dpfncysn,0.082,0.396,910,1436
eoddmugs,0.283,0.058,865,1277
smjrgqkf,0.621,0.519,984,1067
wfjhmfch,0.608,0.092,115,384
tyhmztjw,0.579,0.268,807,1778
tvfrghcl,0.498,0.169,612,1018
luwnsebq,0.919,0.603,481,901
bcjikkrc,0.429,0.426,402,1579
lsnefcnm,0.715,0.607,886,1305
gbkdcuhb,0.751,0.558,937,1615
lnugaobx,0.432,0.619,8,1813
dtycolvv,0.813,0.106,513,893
gagpeucf,0.227,0.755,995,1282
gzfcpxdm,0.036,0.24,718,1487
idoykdqz,0.007,0.835,320,1344
vyphqexr,0.129,0.129,998,1185
gphdryrr,0.608,0.913,143,489
lxtheexf,0.12,0.754,288,1587
kcqbdunx,0.527,0.735,89,1970
kcknxyfp,0.898,0.863,881,1968
drtwjvpe,0.108,0.127,828,1758
qdfvzgdp,0.128,0.74,608,1896
ncugkmbw,0.957,0.629,975,1489
kebamdvp,0.852,0.907,831,1281
lewsccws,0.776,0.942,633,1278
xjqbhurj,0.732,0.471,899,1232
bhgljvga,0.603,0.361,889,1247
qscjjeki,0.615,0.316,413,987
dtjsofpm,0.037,0.349,312,515
jysllczp,0.982,0.415,327,1210
jqxmkbiw,0.765,0.968,30,335
epldbcqm,0.525,0.199,60,1745
rvjplagd,0.053,0.944,231,392
abdqfmqd,0.166,0.265,746,1851
dvouifjk,0.944,0.425,726,1254
hcgbtuoc,0.668,0.024,334,1134
orunexkv,0.526,0.161,958,1961
cmdpuzid,0.45,0.098,463,900
jsrjvbgl,0.116,0.912,278,1778
aekwzjte,0.375,0.466,812,1868
hrcsrxhl,0.695,0.335,885,985
jhhzysld,0.323,0.559,774,1632
srsvfkkx,0.217,0.918,735,1122
kxwehzbk,0.854,0.601,549,1002
nmtcdist,0.287,0.82,276,1634
pyvfathg,0.426,0.962,386,1033
fnshdvow,0.706,0.462,905,1031
fbezhqyj,0.407,0.095,575,961
sfvmqkev,0.683,0.432,658,1142
ugpykavu,0.496,0.017,716,1741
zqjvprkb,0.88,0.646,7,1259
cgewgiyn,0.015,0.642,992,1422
buhnolkh,0.499,0.86,163,1592
ziirlljq,0.379,0.794,489,1746
yssfwdhm,0.21,0.065,87,1970
bhhgvbgg,0.853,0.918,514,1765
nmvjlwzr,0.974,0.665,650,1298
qenngukv,0.833,0.916,560,1459
nfoqbjgn,0.639,0.28,722,1397
rtfcprgb,0.181,0.583,633,965
mmyofzaa,0.022,0.946,206,536
cwdvgzlt,0.312,0.481,333,634
yweyjydi,0.061,0.495,421,661
nfeghdbj,0.515,0.883,359,1569
ieqjloke,0.719,0.739,130,1513
ygmcndxa,0.839,0.761,692,1343
tcniznph,0.546,0.162,526,1911
ziiekyni,0.102,0.853,866,1759
fbrxhytm,0.616,0.457,877,1324
tagsouza,0.548,0.204,145,1781
tcxzpcdn,0.796,0.83,430,1057
xpdwdowt,0.472,0.688,251,294
qnmnvixu,0.036,0.265,9,1559
fmymtxep,0.714,0.789,598,1122
kcrvmoud,0.275,0.938,366,1433
nisicfzw,0.673,0.575,950,1872
lylqcdyc,0.032,0.128,566,1962
fqtuepst,0.947,0.648,532,1251
xeqqjpja,0.321,0.004,226,591
hhwevlzj,0.746,0.457,207,1063
lsjbgaic,0.664,0.997,440,969
dmpfbrxd,0.747,0.001,524,681
klihfukn,0.578,0.563,260,1964
ovqjpjsq,0.827,0.185,50,1273
ejmwzfjo,0.294,0.757,20,427
sdrfcgfn,0.401,0.619,78,247
eogvyiss,0.134,0.191,191,1453
dzbggtii,0.174,0.09,861,1647
sbiegpyg,0.673,0.705,785,1244
auznpuht,0.921,0.769,532,710
lztufiui,0.431,0.072,625,914
qjjmkcjs,0.063,0.243,591,802
abcjtxht,0.246,0.19,191,890
ftoxzlhq,0.446,0.452,377,1231
eozlgbud,0.246,0.871,402,1939
fdchifhb,0.774,0.285,854,973
fqlxosog,0.558,0.124,402,910
sfifiiht,0.654,0.03,107,1539
easqinln,0.556,0.978,322,1599
ynkhnrbw,0.767,0.801,279,1667
yxivbzmt,0.955,0.599,492,1717
prnufndt,0.495,0.545,195,1251
nuoyeuyv,0.555,0.019,205,1650
chwzqrzo,0.149,0.22,157,609
kuveemol,0.154,0.68,824,1714
holkkbnn,0.32,0.448,25,762
cidaaiqt,0.602,0.873,1,870
euezrtgc,0.473,0.375,865,1199
hdzkkxlk,0.023,0.472,874,1749
prnbmufc,0.266,0.512,506,787
ayxftdzl,0.022,0.435,892,1389
emzhdjqb,0.129,0.316,206,701
qresjthz,0.025,0.196,983,1356
zyssdtey,0.915,0.725,73,1189
znxhvjku,0.196,0.677,992,1834
lggcgcsr,0.691,0.858,951,1576
uejmcyaf,0.716,0.839,68,1101
rgsflstt,0.283,0.278,37,1727
sfcahsuu,0.22,0.532,147,1376
aesiduot,0.058,0.503,780,990
gfdpfidm,0.667,0.794,161,242
sktcpeje,0.508,0.797,74,809
ukajttud,0.803,0.574,999,1719
nipjnkve,0.769,0.517,345,1933
diyvjoee,0.121,0.479,135,308
mlolaief,0.166,0.473,834,1301
jpuokgbm,0.553,0.611,749,1473
nxbcnswm,0.399,0.968,744,1656
okkzbgns,0.502,0.155,964,1365
nmpxzesj,0.723,0.94,400,423
huwcqctg,0.222,0.039,566,1137
ujsngraf,0.813,0.516,419,1210
vxxfsofv,0.201,0.709,820,1935
xraskmwt,0.099,0.271,516,1277
jpqzvieh,0.85,0.934,308,1656
gnxfmpyj,0.862,0.571,859,1000
mosanufr,0.627,0.227,304,1166
aqwfhrxa,0.262,0.912,107,223
nylxtuxv,0.586,0.76,176,237
rnkzeonr,0.407,0.183,839,1726
wowwzfdn,0.895,0.086,104,1761
cfihjbjq,0.169,0.792,135,1700
ijmpsava,0.853,0.884,959,1552
elrizcwl,0.386,0.641,569,1684
bzfiowbn,0.776,0.577,721,1165
clllntik,0.458,0.652,63,328
slqctngu,0.934,0.024,24,1449
yurymhea,0.9,0.404,118,1312
fvgyrhwi,0.8,0.762,662,1374
rxdudxym,0.443,0.376,937,1036
ozjckkpn,0.984,0.204,953,1782
fwwqzbxd,0.329,0.644,795,1267
ohmpiyyx,0.877,0.687,809,1991
fcalxbcu,0.731,0.219,831,1423
fjruleld,0.668,0.488,216,283
levjwzqs,0.323,0.702,773,1947
wkssxkkc,0.275,0.641,374,1127
kopleilr,0.46,0.32,1000,1989
wwjkaetm,0.855,0.256,246,1653
vxsvbiqe,0.788,0.305,782,1994
xfnzkwar,0.487,0.742,937,1891
nqypmjku,0.008,0.292,487,1116
ybqwxvuk,0.694,0.06,738,1453
exltaeph,0.21,0.693,629,1800
nbbibocz,0.728,0.2,956,1394
kyvfswmf,0.064,0.967,58,268
kabhsnsa,0.91,0.989,635,1725
haolrgmk,0.287,0.36,818,1471
wtijkglv,0.639,0.397,945,1793
gruykpth,0.089,0.294,36,458
nqobliio,0.533,0.831,985,1783
fdfkxeat,0.585,0.462,258,1926
bppqgtwp,0.518,0.641,17,1958
kqvngesm,0.758,0.636,446,1772
rjvqcvsp,0.347,0.314,719,1493
sbhsqjug,0.632,0.465,912,1073
dhkvdzcf,0.551,0.379,503,1232
ehcehanb,0.74,0.893,318,441
cugwwcfk,0.704,0.955,617,777
shvmdlat,0.086,0.027,253,761
rpypeytb,0.822,0.76,551,1155
gpzsfhke,0.3,0.221,34,1384
ruulyfxx,0.261,0.779,927,1182
hnyhjbbc,0.697,0.254,562,893
vohcoqzi,0.639,0.462,770,1837
eqwdbszo,0.874,0.534,849,1310
tvlhddqp,0.51,0.319,57,220
zrnspagm,0.266,0.026,366,1195
ffpooizh,0.307,0.77,74,531
opayohxl,0.612,0.925,866,1761
wjrznyto,0.596,0.733,648,1436
snhypnvi,0.76,0.933,444,1875
lxgfudzu,0.91,0.544,397,1550
cambyyyr,0.902,0.659,245,1763
pxbpajlv,0.133,0.385,248,1906
pafgmome,0.553,0.338,545,701
fuosnvqq,0.372,0.002,122,1858
lvqxtcng,0.727,0.775,30,1127
vhnhuhyy,0.29,0.223,296,1568
yeccawqq,0.654,0.285,486,525
pmphadzw,0.705,0.52,56,1506
sotndfqp,0.983,0.041,45,1754
omwbeftf,0.725,0.812,249,1024
tfhvdlaq,0.834,0.806,975,1022
rkdelxiw,0.345,0.236,919,971
ydyvqyle,0.999,0.109,268,591
inevcuwa,0.472,0.816,283,1415
bgzugmjy,0.768,0.021,25,1331
cwdqcchc,0.129,0.431,372,1985
tztvuybm,0.819,0.995,403,691
alvgrfad,0.464,0.875,660,1494
ncgggzgw,0.326,0.118,172,1294
ygzsqfhp,0.452,0.79,320,1074
yhnbmeeb,0.483,0.864,292,1106
jwkupyhw,0.092,0.91,74,521
ptmpehnf,0.151,0.383,158,245
rzionxlu,0.153,0.653,194,1203
rtyijbkm,0.181,0.22,382,1247
pwxturmm,0.965,0.735,391,603
nnxjvtcg,0.994,0.662,625,1078
hmxzzthl,0.313,0.754,291,1406
zsiovbzj,0.998,0.04,705,1460
thpygenl,0.01,0.054,207,502
wqipyqbl,0.607,0.324,100,1822
isbvwdmy,0.517,0.195,486,1504
iumachtg,0.733,0.116,360,1082
iuimhauo,0.231,0.024,963,1527
rurnsgyp,0.777,0.862,693,1417
fuxpkavi,0.828,0.245,696,722
piptikzg,0.98,0.791,768,1685
wavlsrjs,0.503,0.785,465,776
ccxmbisz,0.639,0.239,794,861
idpaamci,0.823,0.461,428,1547
qvdebnhe,0.978,0.283,998,1180
tehohrhq,0.866,0.954,662,1915
jyinjoer,0.552,0.68,684,1416
yvwevqxl,0.017,0.468,976,1556
upxeomhy,0.166,0.353,309,736
mpshparz,0.033,0.237,334,434
pwofsiju,0.347,0.192,259,1881
luphjvrv,0.207,0.359,650,1715
qrjjxfkv,0.914,0.435,285,1910
npmvguws,0.2,0.613,149,1104
jpknpckz,0.83,0.333,469,1919
lcdpbhte,0.678,0.906,207,832
eyuokzxf,0.559,0.38,10,547
smmefean,0.812,0.974,478,658
vrzhxkch,0.803,0.278,529,1325
zwvwnvmp,0.079,0.357,52,253
srnumnew,0.556,0.517,275,1791
qfftcrel,0.546,0.922,876,1235
pqaofdye,0.136,0.418,460,1764
ytwsguyr,0.873,0.65,820,1126
covsykfp,0.48,0.406,142,1760
zoxrfxsf,0.361,0.463,421,1428
berdpxog,0.245,0.335,154,909
oqyjkxyx,0.152,0.458,680,1139
qpmxwbtz,0.717,0.696,56,747
vchzkhsq,0.381,0.122,615,871
blnpnvoq,0.934,0.717,861,868
kqfopeqa,0.917,0.141,919,1943
uzfiyjxm,0.532,0.438,292,803
kapjecfb,0.382,0.173,690,1770
bywexaqz,0.136,0.794,803,1258
oiwvbvdj,0.097,0.392,668,1157
qotgaiod,0.63,0.472,827,1905
udyvjlda,0.23,0.125,171,1604
iojkzeqg,0.473,0.001,263,405
laglgfkx,0.756,0.761,942,1937
peqgohqv,0.634,0.652,421,775
ulzqkbzd,0.251,0.148,720,1174
gohayzuv,0.313,0.333,634,1886
pcgajoir,0.874,0.963,498,1959
xtyqgdhr,0.243,0.466,561,586
najnkgnk,0.085,0.9,242,1595
doajmsaj,0.659,0.248,141,1645
biskklpi,0.351,0.358,285,1910
jwkanpeu,0.979,0.878,676,1192
pozfxush,0.632,0.842,807,1259
aufefrgm,0.912,0.323,458,508
cjlemoiv,0.5,0.695,748,1677
wqulcqky,0.265,0.468,326,1873
qoopibrj,0.035,0.904,886,1742
dgwqqnry,0.844,0.916,627,1571
lfuofvwl,0.823,0.882,511,1208
rnkqhdws,0.487,0.993,195,465
pyarjfsg,0.943,0.943,35,555
vtsexcbj,0.386,0.915,465,1658
onueotzu,0.294,0.745,604,929
fttllgwb,0.748,0.779,334,950
uuwosszk,0.445,0.433,577,1027
rymvsled,0.493,0.641,801,965
ldizioyx,0.343,0.397,867,1321
rvxqahhm,0.906,0.695,574,1757
atyyfplc,0.177,0.752,595,1133
zzxvrrnc,0.668,0.867,193,1493
qxhdpshi,0.127,0.29,375,1900
wpszbfsb,0.572,0.266,749,1674
bxxqxaif,0.236,0.731,560,931
dwwjkguy,0.292,0.726,984,1269
dlhioemc,0.38,0.939,282,1830
cyqjmiin,0.196,0.124,709,1936
ztvmgajr,0.613,0.276,35,276
ywjgfeqo,0.418,0.138,865,1904
gvyasrst,0.307,0.52,819,1499
xvfldsuq,0.965,0.975,907,1595
grtcmaqk,0.384,0.874,631,813
ejipkopc,0.409,0.003,700,1049
xljdoqxm,0.278,0.342,241,276
vmuwmrvd,0.187,0.541,506,896
aeujmqdx,0.354,0.073,198,244
fxkcjkor,0.866,0.394,860,1784
kxxiream,0.346,0.595,791,913
wtccnfyd,0.534,0.782,707,873
gfoydnci,0.604,0.24,945,1169
anhhizch,0.949,0.097,566,1927
bqkgkufm,0.776,0.186,350,480
fzgyvcbj,0.36,0.721,329,927
vdzfiaif,0.15,0.083,416,723
engeyzny,0.511,0.144,959,1494
dxnppvws,0.943,0.174,140,1276
ouslxzyq,0.37,0.997,538,1732
jjesbuxd,0.579,0.065,492,692
xblwbdbh,0.123,0.294,972,1186
udzqftbr,0.864,0.623,441,1282
dknmrdjc,0.544,0.567,50,1446
zujzmbkw,0.552,0.855,758,1483
albanlht,0.072,0.974,479,536
hysmyrrt,0.025,0.318,757,1747
lnxplmix,0.726,0.822,561,1610
tsgltbee,0.062,0.397,58,1881
nhqvynmr,0.035,0.988,881,958
xppanuar,0.469,0.455,161,413
lvwvdzkr,0.994,0.431,271,771
fobpgcko,0.638,0.459,541,1381
veepneig,0.253,0.745,623,900
nisvwosz,0.438,0.076,76,1800
ijzhaoyj,0.088,0.246,811,1520
bpcioqxc,0.049,0.056,699,1014
nrnhbupk,0.791,0.791,695,1094
rrpiughy,0.064,0.302,289,1734
xpulfrgv,0.383,0.015,146,1255
ozgthnjs,0.85,0.064,739,1526
lmgfjlmr,0.138,0.156,908,1003
dvncczfr,0.738,0.266,552,1177
epkwnwor,0.813,0.976,467,697
rvguqxhs,0.499,0.611,316,1189
sufaxglg,0.451,0.42,999,1543
jdenhkzw,0.037,0.831,805,1622
ddpqoaea,0.765,0.281,652,884
eyxugpav,0.329,0.813,651,761
yaiwbnes,0.913,0.463,561,1133
fkigwyos,0.87,0.42,130,1114
rnbwavuq,0.422,0.458,710,1291
guvkkxor,0.569,0.65,846,1858
ukfxvbpd,0.056,0.897,791,1060
geosiayv,0.644,0.213,716,868
owrophcz,0.311,0.595,53,915
xkzwfsdy,0.99,0.05,75,1005
mcvzqcab,0.657,0.187,702,956
sckciwhw,0.912,0.236,258,726
hbdbhuuk,0.458,0.648,120,195
jgqxljjl,0.666,0.894,172,693
lwgaqdol,0.535,0.222,869,1899
vnrboywm,0.268,0.018,155,540
clyxvbaj,0.514,0.892,700,975
jyuhssiq,0.506,0.24,274,1084
sqqscwvs,0.694,0.933,298,1357
rdzmttjx,0.407,0.654,245,1949
altitvwa,0.953,0.441,452,482
hzxzleei,0.781,0.54,90,725
rypdnryb,0.93,0.688,760,893
kbxdoeox,0.847,0.057,381,1949
jborxkfy,0.976,0.226,179,1505
ngffmfnq,0.243,0.399,829,1766
lyihqbge,0.405,0.381,474,1035
whyluwdp,0.58,0.851,512,900
klajbrna,0.087,0.145,203,1835
lgkvjvqu,0.884,0.046,595,1733
fypujfxm,0.184,0.283,66,527
yfnajzxq,0.905,0.747,12,1492
ztcgdyun,0.526,0.324,777,1459
ludzffxo,0.544,0.801,110,1335
qusdckke,0.639,0.925,184,790
fiwxsyky,0.998,0.497,128,992
xfxfvbnm,0.935,0.368,116,1638
attuqztv,0.01,0.82,730,805
yjjhdmyj,0.219,0.711,53,1039
dbwikvpm,0.209,0.29,808,1472
xzzqdyet,0.681,0.248,388,992
qookguov,0.928,0.048,156,625
nxikgegp,0.602,0.161,380,1592
yitbzfca,0.116,0.191,734,831
swtpqsyc,0.467,0.415,145,1564
tcpnrpom,0.068,0.229,769,1627
utzicyby,0.541,0.559,575,1770
nwpgryix,0.595,0.553,504,1956
fbjwpths,0.054,0.324,639,1958
wpgpdqsk,0.174,0.168,634,1342
rynqnzgz,0.693,0.639,425,1381
wowjeoak,0.996,0.141,353,1474
cubqqocf,0.522,0.265,664,1605
kkemkecy,0.755,0.683,820,1778
hcwveoyh,0.737,0.885,734,1294
ndtrmxes,0.517,0.077,256,852
friekoup,0.282,0.082,137,1798
lyumjgie,0.753,0.668,769,1948
aagnojse,0.465,0.259,819,899
wefltozq,0.224,0.736,256,1396
aonnrfcr,0.092,0.427,520,1249
jzmrcplw,0.795,0.926,397,526
alesanoh,0.929,0.0,780,1908
ipsnvivm,0.018,0.35,73,560
msiceghj,0.968,0.15,399,511
clxhaxpn,0.781,0.107,268,353
jpublzbp,0.393,0.659,140,1549
zrenxvnn,0.38,0.027,213,874
gypgvgue,0.647,0.379,270,587
qtzyplgf,0.297,0.461,962,1715
wsaarrep,0.598,0.566,222,738
huomogwy,0.468,0.397,784,1483
bwflqlsr,0.29,0.396,455,592
mulvxcbd,0.655,0.614,352,712
plselfti,0.524,0.719,250,1740
euygwiht,0.884,0.453,571,1050
lqgbykdu,0.671,0.814,124,1014
avdbyexc,0.915,0.931,791,1896
ihkxyysw,0.584,0.413,368,1498
lxcpsgyl,0.554,0.984,616,1530
mwyeqvau,0.691,0.45,72,1010
jweutrds,0.443,0.467,911,1307
cznyjgsx,0.947,0.712,439,823
odjtjusg,0.864,0.156,919,1289
wxbucgnb,0.138,0.207,568,1379
hqicstte,0.574,0.083,856,1948
igwjifdt,0.11,0.422,99,1813
oozbgyxp,0.066,0.866,456,1036
gzmvpclm,0.399,0.845,714,1016
ebqwxixn,0.106,0.669,743,1527
rlbycjfw,0.775,0.268,304,1658
hjxsitbq,0.501,0.411,928,1253
lxnbplcq,0.355,0.143,454,1227
ohhltqmd,0.034,0.439,930,1966
rjbzhegs,0.433,0.751,391,1909
sgbvskcf,0.083,0.784,796,1771
fndffwff,0.334,0.666,694,1103
bckbxmbz,0.252,0.346,612,1208
yuapwfcz,0.603,0.124,215,1565
hnbaaizg,0.239,0.399,505,578
oeatrwcp,0.562,0.463,891,1517
mhiwezng,0.777,0.677,19,918
ybcypqga,0.096,0.858,569,834
wbrzjvar,0.753,0.572,633,736
zxjwseol,0.369,0.005,333,1374
mamtkmiq,0.718,0.624,45,1879
qfvvaayz,0.223,0.533,93,1416
fafxuksn,0.717,0.265,408,723
yxglzkda,0.842,0.474,585,679
xldbcdmu,0.944,0.866,278,363
ajmpigal,0.817,0.389,950,1678
bqmioapf,0.429,0.475,604,1658
cyvyshvt,0.896,0.819,230,1581
esdbhszr,0.108,0.687,709,1479
znixhiqj,0.343,0.154,297,1058
cutnowmv,0.598,0.569,125,690
lpyldogp,0.684,0.747,188,851
gbadcfaj,0.142,0.15,866,872
mpovawje,0.009,0.5,42,917
pckvfdlq,0.24,0.312,592,1998
hbpqrucw,0.6,0.045,18,892
jceyclut,0.237,0.987,332,436
xwuakhmq,0.856,0.109,260,1557
efdeytyh,0.978,0.035,598,677
oeaeqsjx,0.752,0.357,705,1152
owhlyfgc,0.322,0.674,921,1906
gfujihjr,0.94,0.192,820,1351
kmsdbqbi,0.514,0.509,746,901
conbmkii,0.877,0.491,917,1601
yhxljqwp,0.291,0.755,206,1540
kxmlmplw,0.964,0.38,350,1284
ysmyapat,0.759,0.828,531,810
sqbehpjm,0.874,0.975,62,352
mqdqbofe,0.575,0.391,8,433
efzckspt,0.901,0.462,836,1905
royxbigr,0.258,0.003,985,1646
dympbjab,0.987,0.512,600,664
hpxljfcx,0.955,0.333,160,280
gygcckpt,0.542,0.869,821,947
iwxqtaxi,0.267,0.272,878,1964
akjcmktv,0.851,0.691,323,1845
kzocrvfg,0.251,0.573,753,769
kudmxyva,0.027,0.614,159,1740
moctmxft,0.999,0.761,610,1769
zumvaalo,0.737,0.451,103,1241
znhtseps,0.201,0.319,63,911
uiuveclr,0.071,0.926,447,739
smzwlfpo,0.992,0.002,590,884
hzwyusss,0.113,0.073,276,862
tzrnezau,0.887,0.975,257,871
rgybgxkm,0.094,0.236,623,1963
qvrjsnro,0.97,0.42,323,1475
ffmhybls,0.302,0.112,678,1849
tbzqblzb,0.438,0.477,57,226
jkcuhxmv,0.202,0.582,234,1556
ydvlyflc,0.254,0.995,480,1147
oecdnspz,0.395,0.981,342,779
jwtyyuze,0.796,0.509,774,1916
yhryvnex,0.658,0.551,429,1887
bcbcmyko,0.519,0.305,940,997
pdpuubyw,0.387,0.603,782,1881
iebyczmc,0.308,0.379,413,668
gptcczmu,0.164,0.575,543,1041
ojfasstj,0.914,0.435,35,917
inxypmrz,0.602,0.273,253,768
winrngyg,0.297,0.661,174,1882
qbirjvte,0.699,0.083,379,1874
gobryjma,0.731,0.308,216,765
ufuaaxcp,0.421,0.785,863,1703
ndmxahdj,0.843,0.482,156,1107
ntwcyhfy,0.896,0.137,421,1666
odjoxxbm,0.459,0.504,989,1735
drztntni,0.1,0.71,42,1274
ozstkqfj,0.223,0.8,553,1523
hltvukyy,0.873,0.755,967,1668
srdndxxm,0.792,0.218,953,1169
byfhsrek,0.78,0.562,307,469
ktzkanax,0.019,0.251,765,1574
mftmvlle,0.917,0.467,559,745
frjeyqef,0.164,0.306,554,1428
nmsuvfgc,0.571,0.675,885,1721
xadutagg,0.688,0.426,218,981
ktltvhrl,0.569,0.995,113,1183
hwsmwxxm,0.211,0.831,348,1707
mpvkpmfq,0.276,0.961,522,1093
fxgtovoc,0.887,0.148,861,1478
kxzgmvbw,0.352,0.3,840,898
wuwayjlz,0.929,0.528,420,1362
lnmfgniq,0.8,0.562,816,1146
gtvbojms,0.831,0.769,600,1829
mfgdahwl,0.571,0.176,544,660
fevldkbk,0.54,0.902,669,1379
qcjwsocf,0.417,0.507,247,321
wibldnbc,0.91,0.736,567,1517
uupfqrhi,0.253,0.766,48,1034
niixwuzx,0.698,0.33,394,1891
ezqhhckg,0.099,0.948,85,511
jaorttzy,0.284,0.019,126,1847
pbybdbld,0.936,0.452,833,1849
vzzdooyv,0.679,0.704,979,1167
xspzctuj,0.718,0.506,326,1398
bjvmpbhl,0.84,0.788,206,1957
xzjkgwcx,0.78,0.767,135,809
tzxqreyr,0.393,0.163,916,1483
yzykcgfx,0.555,0.952,640,1065
igfibsln,0.572,0.536,421,1438
xbhoqaxk,0.112,0.688,572,1530
qncybpwy,0.661,0.763,322,1516
knxmqsvp,0.931,0.867,710,947
nngzdbta,0.475,0.005,306,553
muswluvf,0.881,0.342,259,1047
ubloyqeq,0.907,0.781,974,1663
vpelawpk,0.359,0.862,424,952
mihgrsjn,0.97,0.899,172,306
kdywxncy,0.83,0.04,679,1205
fqyygzgp,0.044,0.825,359,1771
ayykecze,0.409,0.674,995,1253
katsdmkp,0.202,0.776,80,549
ckxwiowz,0.702,0.803,48,870
sfqfktas,0.318,0.889,529,1373
ibemrwqq,0.387,0.705,808,1165
jelpgbap,0.047,0.652,131,1445
irvpbfrp,0.204,0.281,320,552
sslffxoc,0.423,0.367,330,1951
txotiihy,0.117,0.187,774,830
noznstmg,0.65,0.588,1000,1271
atbizyjv,0.03,0.251,887,1845
cnprupfw,0.779,0.229,256,1166
cmmgrytp,0.3,0.613,181,1029
klgqvxvv,0.873,0.91,835,932
gighbwap,0.097,0.495,714,1067
xlbsnalp,0.509,0.595,861,1611
qnczftfm,0.457,0.656,554,1764
wmhhcued,0.521,0.842,197,201
xwywkwut,0.497,0.297,228,947
qofcdimr,0.381,0.685,760,1195
vjxpyjex,0.294,0.71,498,927
hrvwtjkh,0.884,0.527,652,1759
crjdvehf,0.136,0.948,168,1319
vnfpvnmt,0.872,0.836,692,827
hfrynmqu,0.476,0.349,671,1609
kranguli,0.583,0.179,575,1585
xweiqfym,0.205,0.308,174,1633
mszgtyai,0.889,0.207,438,716
fvesnwzn,0.223,0.888,406,1864
xglkxbra,0.137,0.062,88,904
xrqjwlga,0.696,0.111,447,1642
lotzizkr,0.753,0.183,969,1771
cvzyfpsh,0.067,0.225,914,1395
twfipule,0.044,0.885,968,1194
ilmmybzg,0.759,0.081,498,1606
bdrrhryu,0.094,0.46,698,718
zpzfqfhi,0.607,0.318,370,1199
kuvpnefs,0.155,0.607,18,1203
ujcyaema,0.919,0.238,856,1374
pmfghrpi,0.376,0.72,914,1440
duvzxwbp,0.015,0.967,276,815
baefcisq,0.074,0.024,897,1254
mifwzyvw,0.616,0.28,909,1419
darhvmdm,0.797,0.408,806,1504
dkcafoxi,0.827,0.933,840,1087
wurzgafg,0.514,0.762,482,1442
