name,x,y,z,time_in,time_out
cyjmythl,0.917,0.23299999999999996,0.23299999999999996,173,513
yifidyxw,0.225,0.525,0.625,665,1937
kczsajgr,0,0.943,0,386,1430
ikswwiqa,0.14,0.71,1,539,982
ewxcwdkq,0.853,0,0.29700000000000004,260,611
qvbthffh,0.2899999999999999,0.56,0.59,428,559
hbrodxye,0.49,0.66,0.18999999999999997,95,1837
kzagtbbo,0.835,0.015,0.835,559,609
zpqupvpe,0.2899999999999999,0.56,0.2899999999999999,841,1299
xwmhkbdv,0.31900000000000006,0.31900000000000006,0.831,754,1079
xuddendi,0.13100000000000003,0.719,0.13100000000000003,367,579
hfrsuqzg,0.7320000000000001,0.418,0.7320000000000001,763,1369
mtlmgbjq,0.718,0.132,1.0,162,1872
pbfmstrv,0.497,0.653,0.19699999999999998,810,1296
qnqytrza,0.07799999999999999,0.772,0.378,255,1078
dhfiylax,0.933,0.21699999999999994,0,650,1557
ffvndsuo,0.6869999999999999,0.163,0.987,585,1751
swudqrmf,0.096,0.754,1,727,1944
dqkajzyb,0.41200000000000003,0.7120000000000001,0.438,531,1071
pkglzoic,0.6749999999999999,0.6749999999999999,0.175,690,1773
hltyqilg,0.883,0,0.267,87,824
ftdsngds,0.64,0.51,0.51,250,868
sdchthpi,0.358,0.658,0.492,884,1400
hkkhhuvq,0.7939999999999999,1.0,0.056,885,1205
synwzsje,0.10700000000000001,0.10700000000000001,0.743,308,434
gdvtyytv,0.6799999999999999,0.17,0.98,99,1714
tdhqngja,0.4029999999999999,0.447,0.4029999999999999,508,1738
vchcxbly,0.792,0.358,0.492,379,1224
kmmxavlx,0.06599999999999998,0.784,0.06599999999999998,488,1644
mlvtbqqg,0.453,0.3969999999999999,0.3969999999999999,265,464
vtecgrkx,0.966,0.18400000000000002,0,826,1614
djlbwoso,1.0,0.815,0.035,394,813
ufslkifr,0,0.906,0.24399999999999997,562,1745
mzdylmyj,0.753,0.097,0.753,571,960
suqbcwmz,0.924,0,0,846,1824
updxsohk,0.503,0.347,0.803,918,970
vljdbmho,0.44900000000000007,0.14900000000000005,0.701,765,1048
xuadtxoa,0.029000000000000054,0.32900000000000007,0.821,845,1262
mwgfuiat,0.14600000000000005,0.14600000000000005,0.704,177,1444
vuqmlouh,0.639,0.511,0.211,401,456
wyoheedk,0.06499999999999997,0.785,0.06499999999999997,625,1627
ikzkpvlm,0.701,0.149,1.0,527,1685
qxwuahew,0.159,0,0.991,367,406
bxshahgl,0.646,0.504,0.204,474,1129
goqesiqk,0,0.865,0.28500000000000003,807,1034
wumxopzo,1.0,0.022,0.828,345,899
sfdqslly,0.998,0,0.152,268,753
kvntuzdu,0.94,0,0.21000000000000005,519,1226
hylxsmbb,0.261,0.261,0.589,130,157
ldarcxoq,0.004,0.846,1,554,992
gwcdomjc,0.487,0.787,0.363,371,563
svfkjfcq,0.21699999999999994,0.21699999999999994,0.933,714,1142
omtjohwj,0,0.964,0,143,1977
xtorpvhy,0.813,0.813,0.037,244,1932
ajtjtdgf,0,0.948,0.20200000000000004,469,1053
iaiqlnib,0.498,0.352,0.352,382,644
haefhese,1.0,0.108,1.0,454,1159
omodowit,0.17299999999999996,0.17299999999999996,0.677,313,1274
ynjddwml,0.184,0.9660000000000001,0.9660000000000001,610,1222
dlolitao,0.548,0.602,0.548,918,1268
vguqygob,0.46699999999999997,0.16699999999999995,0.683,502,1023
qqrslddf,0.839,0.839,0.011,31,1018
sfsezyrs,0.587,0.887,0.263,725,913
jmsmynpv,0.17299999999999996,0.677,0.17299999999999996,794,1488
zujindtk,0.487,0.663,0.18699999999999997,103,985
cmrrywom,0.167,0.983,0.6829999999999999,549,618
ycsjbwlb,0.5650000000000001,0.285,0.8650000000000001,319,1576
hjjkpacy,0.654,0.196,0.654,545,952
onwhdvfx,0.654,0.654,0.196,621,1060
rnzsuomf,0.826,0.826,0.324,190,1265
iwgifpzj,0.535,0.23500000000000001,0.615,448,1150
buaflahw,0.74,1.0,0.11,307,1946
dgafubjs,0.32599999999999996,0.524,0.626,507,640
vwckmine,0.166,0.166,0.984,992,1027
zkcowhef,0,0,0.883,690,1677
yexjuswz,0.45200000000000007,0.15200000000000005,0.698,660,723
uncvkkog,0.128,0.722,0.722,523,665
wtgwraxc,0.511,0.511,0.639,196,588
onrduaza,0,0.932,0,787,1572
exxfbzlg,0.89,0.59,0.26,797,1825
angtbylu,0.43099999999999994,0.731,0.419,32,696
qceeswdd,0.746,0.746,0.404,166,421
ztmnqodr,0.442,0.40800000000000003,0.40800000000000003,489,1223
nlhpknur,1.0,0.726,0.124,385,1549
wbbcuddc,0.771,1.0,0.079,890,1409
xepuajic,0.12700000000000003,0.12700000000000003,0.723,380,1021
kcqrlfln,0.018000000000000044,0.31800000000000006,0.832,408,1942
xetdpyzp,0.573,0.277,0.573,821,1610
rtlnvvin,0.679,0.471,0.679,931,1086
nqsdeqvo,0.5840000000000001,0.566,0.5840000000000001,307,620
yatxwgng,0.654,0.19599999999999998,0.496,457,1853
goylpgtd,0.7799999999999999,0.7799999999999999,0.07,22,805
vzlnjnat,0.384,0.384,0.466,296,1313
xqwauhyg,1.0,1.0,0.133,758,1242
acqennbn,0.396,0.396,0.754,40,999
hkdmrfiw,0.44399999999999995,0.44399999999999995,0.406,940,1393
ugnyyfyo,0.239,0.611,0.911,87,1296
plxvyvvs,0,0.18300000000000002,0.967,558,782
rtxnwiky,0.7260000000000001,0.424,0.42600000000000005,617,1154
lcfqvobp,0.44099999999999995,0.44099999999999995,0.409,311,1716
hcmnactp,0.30299999999999994,0.547,0.603,616,761
ulrbjbuy,0.535,0.615,0.535,339,1724
qjiliwdb,0.42900000000000005,0.721,0.42900000000000005,540,667
tiotwbhu,0.955,0.19500000000000003,0.19500000000000003,92,1168
tepzseeh,0.148,1.0,1,640,1984
cwxpzksr,0.015,0.835,0.835,452,670
kehjguqg,0.614,0.536,0.536,649,772
qwkevmaw,0.631,0.219,0.219,907,1116
vtyvkxbr,0.479,0.479,0.371,91,1578
cgmxbugw,0.168,0.168,0.982,169,1519
jjrshfnx,0.981,0.169,0.169,882,1000
gjaijfpf,0.745,0.105,1.0,878,1087
detbduqt,0.41000000000000003,0.11000000000000001,0.74,92,161
vnvxavfx,0.918,0.23199999999999996,0.23199999999999996,243,1074
bbgrfwgs,0.886,0.586,0.264,926,1329
jfrxjvxo,0.532,0.532,0.618,435,1489
ajfsjegx,0.799,0.351,0.05099999999999996,658,1012
rqjmfbxf,0.382,0.382,0.768,203,1433
ravznghs,0.13800000000000004,0.712,0.43800000000000006,481,581
xcnkeaop,0.31900000000000006,0.31900000000000006,0.831,469,1095
bxsishck,0.901,0.601,0.249,968,1077
apnjoqqc,0.24600000000000002,0.604,0.24600000000000002,793,1118
igjdexha,0.757,0.45699999999999996,0.393,724,1934
jajwdsyj,0.017,0.833,1,776,1513
uafzeett,0.703,0.147,1.0,50,1004
akzkdjzb,0.15400000000000005,0.45400000000000007,0.696,110,538
frovxxxr,0.46699999999999997,0.383,0.767,78,183
zigwlmvk,0.564,0.28600000000000003,0.28600000000000003,912,1373
dfqfwalm,0.545,0.30499999999999994,0.605,994,1666
aqoxlipj,0.464,0.386,0.386,541,1065
jlyskpbm,0,0.152,0.998,308,816
dfilzqdf,0.756,0.094,0.394,901,1201
epiqottt,0.257,0.593,0.557,819,1936
hbpjxhqv,0.789,0.489,0.361,213,856
pkdoyldb,0.030000000000000054,0.82,0.030000000000000054,214,1362
iybkhhfz,0.792,0.358,0.792,751,1472
ccgxiigo,0.19300000000000003,0.957,0,371,1950
ontrnstm,1.0,0.08,1.0,892,1694
xpnivjwq,0.885,0,0.265,418,1715
dlaicadh,0.628,0.522,0.628,64,1112
ryltvqcr,0.06,1.0,0.7899999999999999,394,1660
pqzzjvvj,0.5640000000000001,0.586,0.264,798,1238
wewoakco,0.847,0.30300000000000005,0.0030000000000000304,96,788
uknhqqll,0.235,0.915,0.915,19,1050
zcjrxmmk,0,0.893,0,369,446
ihfqbkuz,0,0.953,0.19700000000000004,355,1434
xulfofyt,0.41900000000000004,0.731,0.41900000000000004,124,1967
kgibvyyi,0.73,0.12000000000000002,0.42000000000000004,938,1095
cclejrxz,0,0.958,0,751,1167
ffyduzua,0.17399999999999996,0.474,0.676,969,1545
gyfycyeo,0.97,0,0,107,1804
pfhnaqtq,1.0,0.035,1.0,846,1711
wjpauaxy,0.505,0.505,0.645,892,919
ljguojoh,0.42,0.7300000000000001,0.7300000000000001,696,1263
awwyixhx,0.158,0.158,0.992,223,1270
lnmluyev,0.692,0.692,0.158,785,839
jhbnldlx,0.30300000000000005,0.30300000000000005,0.847,280,1789
cbvvheex,0,0.997,0.153,969,993
scwgufkd,0.333,0.517,0.8170000000000001,782,1103
khfduhky,0.792,0.358,0.792,179,1888
bkrcyzcy,0.276,0.574,0.574,569,1542
dyumiske,0.11400000000000002,0.736,0.41400000000000003,293,1121
mmjruqqn,0.231,0.919,0.619,233,1794
jgotbvdi,0.05199999999999996,0.798,0.352,689,857
rsonweia,0.856,0.29400000000000004,0.29400000000000004,464,1233
oahubpoe,0.883,0.267,0.267,449,1259
mkimkjpj,0.5790000000000001,0.279,0.571,662,1554
fkrncihx,0.427,0.723,0.42299999999999993,738,980
vatjrxtt,0.728,1.0,0.122,929,1434
rfaqympu,0.269,0.5690000000000001,0.581,960,1271
jziscmfp,0.594,0.256,0.594,207,1324
jruldlba,0,0.256,0.894,879,1553
ayybfzpz,0,0.924,0.22599999999999995,224,1174
ewmevrpa,0,0,0.917,731,1949
rrarxzad,0.658,0.19199999999999998,0.19199999999999998,468,1766
zswrkzsr,0.9760000000000001,0.676,0.174,199,1707
zkuoitfu,0.17899999999999996,0.17899999999999996,0.671,339,389
aiimcwef,0.30500000000000005,0.005000000000000032,0.845,745,1240
rwxkfqlv,0.431,0.41899999999999993,0.719,871,1523
dsozundx,0.159,0.691,0.991,342,1067
ezhcufny,0.689,0.16100000000000006,0.16100000000000006,669,1303
huutytso,0.537,0.313,0.8370000000000001,205,1918
rdtbudiq,0.827,0.827,0.023,638,814
muaglbzk,0.783,0.367,0.06699999999999998,175,1593
rrgysoyu,0.187,0.963,0.6629999999999999,440,1457
fxvwbswa,0,0.266,0.884,443,1324
obyzanoz,0.533,0.233,0.617,709,1267
cgrwdgry,0.516,0.634,0.33399999999999996,512,1653
gtrlljvf,0.049,0.8009999999999999,0.8009999999999999,349,1225
yurbmoph,0.512,0.638,0.638,63,1971
xfdscrrh,0,0,0.996,756,1765
nijeywsk,0.15,1.0,1.0,23,555
dlycablu,0.371,0.479,0.779,668,1742
sqlfufor,0.791,0.791,0.359,359,463
prenajrr,0.729,1.0,0.121,999,1931
owvahfmj,0.29000000000000004,0,0.86,882,1015
ngzuvxyn,0.264,0.886,0.586,129,1949
izbvcbyy,0.544,0.544,0.606,77,867
dbjxboln,0.701,0.701,0.449,345,512
rwkeqlas,0,0.852,0.29800000000000004,527,652
ivsohuwb,0.628,0.522,0.628,108,633
kkauomix,0,0.949,0.20100000000000004,733,1327
ahxtkshk,0.45600000000000007,0.15600000000000006,0.694,624,1872
idaiuynp,0.676,0.474,0.17399999999999996,992,1762
ngaxftwt,0.31899999999999995,0.619,0.531,440,967
djumvlry,1.0,0.027,0.823,537,882
vigqvhnj,0.256,0.256,0.594,469,1528
ftcsvmcs,0.643,0.207,0.207,943,1975
ggnoxbbe,0.765,0.385,0.46499999999999997,986,1117
lvspqwhj,0.684,0.46599999999999997,0.46599999999999997,659,1859
vzdqbdcn,0.001,1.0,1,693,810
ajlkfnzg,0.06399999999999997,0.786,0.06399999999999997,485,1640
vqrffvkn,0.101,1.0,1,715,1591
eggwisph,0.163,0.6869999999999999,0.6869999999999999,304,1311
uuekdvdh,0.98,0.17,0.98,65,1072
xejzyhnt,0.19899999999999998,0.651,0.19899999999999998,996,1873
aeslrysj,0.994,0.156,0.994,835,1190
qobcdyjh,0.652,0.498,0.352,725,1893
vxwyynbr,0.812,0.33799999999999997,0.33799999999999997,661,1325
pginwhhm,0.482,0.18199999999999997,0.668,330,529
hgoxozpp,0.631,0.631,0.519,340,1154
oeneuzho,0.037,1.0,0.813,829,1728
mvuctlym,0,0.919,0,308,849
tgcqgyig,0.242,0.608,0.908,290,613
ghigcpbz,0.519,0.331,0.519,204,1584
vgifwimm,0.23799999999999996,0,0.912,285,1039
qgjxbyvz,0.391,0.759,0.759,154,797
fwdtyzoj,0.344,0.806,0.806,346,1387
xmsmtldk,0.114,1.0,1,718,1256
kjkpebfi,0.40800000000000003,0.7080000000000001,0.442,770,1012
dhkhvaod,0.819,0.33100000000000007,0.031000000000000055,892,1655
zdulxkka,0.621,0.32099999999999995,0.529,281,791
tmlrcvrm,0.275,0,0.875,677,1052
pwttupsx,1.0,0.103,0.747,69,1259
rbbtsexg,0.462,0.388,0.6880000000000001,36,1650
wpoyisba,0.827,0.32300000000000006,0.023000000000000048,616,1887
lzmrosxj,0.672,0.672,0.178,227,607
hfilyrmm,0.834,0.31600000000000006,0.31600000000000006,365,1356
bezeehep,0.482,0.668,0.482,389,1961
tjnrcgpn,0.15400000000000005,0.45400000000000007,0.696,745,1942
eeyypqfp,0.33399999999999996,0.33399999999999996,0.516,473,1539
xkgcwftw,0.711,0.13900000000000004,0.43900000000000006,212,412
lmfjxbuj,0.518,0.33199999999999996,0.632,726,735
xwzlrlhr,0.819,0.33100000000000007,0.031000000000000055,98,457
naljrdev,0.79,0.79,0.36,119,720
gtrylgyh,0.19799999999999998,0.498,0.652,447,1093
yxuvcvaj,0.559,0.591,0.591,587,1067
hckuaxjs,0.7929999999999999,0.7929999999999999,0.057,128,1192
zbonfkyb,0.688,0.688,0.162,967,1111
afajpwkn,0.20200000000000004,0,0.948,341,643
mjsdcaix,0.45000000000000007,0.7,0.15000000000000005,588,1620
lhiemwjy,0.75,0.4,0.1,804,981
awjzdfaz,0.45000000000000007,0.45000000000000007,0.7,656,1127
mmbgxbco,0.842,0.30800000000000005,0.008000000000000035,226,972
gsshkfqn,0.947,0.20300000000000004,0.20300000000000004,24,134
brpxemxi,0.502,0.348,0.502,983,1418
tcvsbyjy,0.657,0.19299999999999998,0.493,122,1974
sbjgabrx,0.612,0.538,0.538,963,1511
bqcnipfp,0.87,0.28,0.28,45,657
qkmbiogf,0.952,0,0,423,1847
gakndiwr,0.313,0.8370000000000001,0.537,125,1785
swkfltgp,0.31100000000000005,0.31100000000000005,0.839,680,1921
wwlpzcqc,0.668,0.182,0.668,393,1134
gkpegqov,0.464,0.686,0.686,908,1912
izogptma,0.485,0.485,0.665,318,1030
gbjahxwc,0.04099999999999995,0.809,0.34099999999999997,841,1848
pvhvojpa,1.0,0.73,0.12,154,1912
ctqpfhib,0.601,0.601,0.249,689,1648
xtpmwjjt,0,0,0.854,616,793
xacshnfz,0.267,0.5670000000000001,0.583,269,1048
oggqzmfe,0.5199999999999999,0.33,0.5199999999999999,341,1729
lkicayll,0.9600000000000001,0.9600000000000001,0.19,676,1097
rmucgxay,0.144,0.706,1,562,821
ujztdkel,1.0,0.134,0.716,741,1505
mjxvichr,0.486,0.18599999999999997,0.664,2,17
ofgpanzc,0.361,0.489,0.489,766,1823
jqtoanua,0.8370000000000001,0.313,0.537,600,1725
cbqebwte,0,0.971,0,309,1124
uqpojrin,0.18999999999999997,0.66,0.49,618,1915
ekwnzkxh,0.04,1.0,0.8099999999999999,650,1202
zmanqkbq,0.6769999999999999,0.6769999999999999,0.173,293,520
vnyscaif,0.8109999999999999,0.039,1.0,407,1980
jbzgecxd,0.632,0.218,0.218,629,1267
esdocpwt,0.029,1.0,0.821,915,1764
ijeirhff,0.327,0.523,0.523,9,1407
obfndibh,0.973,0.17700000000000002,0,677,1919
bxyrsbrf,0.673,0.17699999999999996,0.477,116,793
zfgjbjtg,0.065,0.785,1,930,1977
tqbrgvvu,0.822,0.32800000000000007,0.028000000000000053,348,1362
weotskbk,0.19699999999999998,0.653,0.19699999999999998,589,633
htvdnmvt,0.5680000000000001,0.5680000000000001,0.582,764,1667
iiaaxxaw,0.043999999999999956,0.344,0.806,859,978
lxgeprye,0.315,0.8350000000000001,0.535,140,672
fxqnwdmq,0.184,0.9660000000000001,0.9660000000000001,514,1326
dksifkeu,0.674,0.674,0.476,843,962
tpdxqbfe,0.23800000000000002,0.23800000000000002,0.612,50,1266
ujsszksp,0.504,0.646,0.204,634,907
cwpgeixh,0.187,0.963,0.6629999999999999,483,1830
hrytvmen,0.773,0.077,1.0,854,1254
yuhubzgw,0.974,0.17600000000000002,0,460,598
ppgzidhc,0.251,0.599,0.551,969,1510
fpaccvsc,0.08399999999999999,0.766,0.08399999999999999,298,1558
rwveehoy,0.081,1.0,1,512,1307
zmnttfnr,0.532,0.618,0.532,265,1137
lkcqlpmk,0.255,0.595,0.255,740,897
yffuxqxq,0.868,0.282,0.568,708,1167
ixqbpwet,0.096,0.396,0.754,301,1939
vqqlclts,0,0.931,0.21899999999999994,832,918
hzdbxozw,0.54,0.61,0.54,110,1645
bqrgwqkb,0.844,1.0,0.006,807,1601
tefxrnpw,0.701,0.449,0.4009999999999999,62,1784
jkhromcb,0.362,0.788,0.488,816,1598
kfryodut,1.0,0.735,0.115,660,1024
vgsiclbh,0.625,0.225,0.525,752,1803
nhpxfxbz,0.66,0.19,0.9600000000000001,472,924
jxvczpxi,0.883,0,0,830,1627
ummjslgi,0.628,0.522,0.628,652,1348
joxyrfss,1.0,1.0,0.128,765,1133
okpyfrjf,1.0,0.8039999999999999,0.046,450,1633
ygwmwbpy,0.72,0.13000000000000003,0.13000000000000003,476,1049
eqositya,1.0,0.781,0.069,825,1116
rbvrtmdy,0.277,0.873,0.873,463,1586
krzkmxgk,0.18,0.9700000000000001,0.9700000000000001,290,1944
doxmvkgd,0,0,0.954,108,1732
bitfqnqy,0.157,0.693,0.993,852,1272
cszbolgz,0.218,0.932,0.932,970,1093
awiwlmbj,0.45799999999999996,0.392,0.45799999999999996,926,1805
pofpcywp,0.363,0.663,0.487,293,1893
guctcifg,0.42700000000000005,0.723,0.42700000000000005,892,1236
disvfjtx,0.29800000000000004,0,0.852,815,1117
aszwhlzn,0.06699999999999998,0.367,0.783,688,960
hckksvwl,0.184,0.666,0.666,973,1897
tsbjzdlz,0.37,0.37,0.48,615,1041
wsxdrfhj,0.06699999999999998,0.783,0.06699999999999998,63,1536
uwxzrdfa,0.363,0.787,0.487,550,1610
shjdurav,0.015000000000000041,0.835,0.015000000000000041,283,1394
jnqgjrda,0.741,0.10900000000000001,0.40900000000000003,734,1348
tlbkkotp,0.18499999999999997,0.665,0.18499999999999997,865,1107
fmrzgpze,0.87,0.28,0.57,28,156
jpkouatc,0.18899999999999997,0.489,0.661,353,1005
xnwgciiu,0.45199999999999996,0.752,0.398,344,1174
udvqgunk,0.908,0.242,0.908,981,1540
oirfojiv,0.16599999999999995,0.684,0.16599999999999995,929,1184
gyvjhhma,0.842,0.5419999999999999,0.308,11,1588
ilxksmrb,0.885,0.265,0,297,1812
aybmsepd,0.3340000000000001,0.3340000000000001,0.816,748,1382
gzqwteim,0.632,0.218,0.518,749,1030
qbihfftf,1.0,0.1,1.0,801,1334
zwgciqps,0.539,0.31099999999999994,0.611,563,625
edlmpiwq,0.18499999999999997,0.665,0.18499999999999997,363,608
zqpaxpwb,0.8,0.35,0.35,712,1537
niltxdfa,0.817,1.0,0.033,91,759
ycyttiey,0.874,0,0,661,1604
kbjqfmmu,0,0.877,0.273,8,1717
skunendo,0.533,0.233,0.617,890,1904
kzqnymvp,0.31300000000000006,0.837,0.01300000000000004,987,1493
cuhypmsj,0.766,0.766,0.384,20,105
ftfbmbdf,0.386,0.464,0.386,229,1886
fawnjijl,0.333,0.8170000000000001,0.517,96,750
yxqdureb,0,0.159,0.991,500,1522
hgcgbiyh,0.17700000000000002,0,0.973,368,1718
cfwlsycl,0.17199999999999996,0.472,0.678,315,949
semwxfdj,0.405,0.745,0.405,337,1542
cursfqdn,0.213,0.637,0.213,718,852
wcuxdekx,0.749,0.101,0.101,749,1836
ohphrcnr,0.883,0.583,0.267,326,584
zdwqltzv,0.777,0.373,0.777,623,972
dwecnpgl,0.842,0.008,1.0,68,1701
crvwoubv,0.49,0.36,0.66,200,950
uzbesorm,0.133,0.717,1,274,1973
pvcbgppr,0.786,0.06399999999999997,0.06399999999999997,148,1886
vesxjmcp,0.248,0.602,0.902,345,1861
colacdbz,0.91,0,0.23999999999999996,197,1729
nsgbpxva,0.22299999999999995,0.927,0,431,1137
xcewfqmk,0.813,0.037,1.0,127,1414
ekrqlgoa,0.024,1.0,1,401,1787
pkaffybt,0.879,0.879,0.271,732,1155
zknepzyq,1.0,0.001,1.0,560,1976
spxdvyej,0.08199999999999999,0.768,0.382,204,828
meouhgvc,0.259,0.559,0.591,406,619
tmvsnnqp,0.384,0.384,0.766,94,1520
pwjuwmcn,0.397,0.753,0.397,672,1130
eysjjbkz,0.23700000000000002,0.613,0.537,959,1478
kfpvbdix,0.474,0.376,0.376,869,1984
baktjgcv,0.774,0.076,0.774,622,1265
neenyjtz,0.39,0.46,0.6900000000000001,903,983
svglazty,0.14400000000000004,0.706,0.44400000000000006,523,1182
brktdwih,0.7320000000000001,0.43200000000000005,0.418,94,996
kuthgjkt,0.971,0.6709999999999999,0.179,478,1093
jptayheg,0.565,0.28500000000000003,0.5850000000000001,835,1353
hpjrexgm,0.413,0.43699999999999994,0.737,472,1636
hcmzggfh,0.321,0.529,0.529,956,1936
jsfvrqxr,0.32199999999999995,0.32199999999999995,0.528,934,1725
jizrdlxn,0.711,0.711,0.439,900,1304
kvjukshm,0.322,0.5279999999999999,0.828,714,963
xqfwkudw,1.0,0.115,1.0,535,667
coemtfjh,0.66,0.19,0.9600000000000001,577,829
oirsipph,0.271,0.879,0.271,435,833
muwmqzey,0.5239999999999999,0.824,0.326,125,1685
fkmcqtbv,0.488,0.362,0.662,859,1897
wklqnstr,0.521,0.8210000000000001,0.329,240,763
fcurlekm,0.44200000000000006,0.408,0.7420000000000001,306,772
uatluvey,0.593,0.257,0.893,237,1965
ayngjhyx,0.24200000000000002,0.24200000000000002,0.608,447,1370
inpabpne,0.982,0.168,0.6819999999999999,230,1440
oehsvxot,0.645,0.205,0.505,638,1499
mhdejhdy,0.834,0.316,0.5339999999999999,884,1579
typnunfy,0.932,0.21799999999999994,0.21799999999999994,792,1078
vtypydgx,0.22399999999999995,0.926,0,54,1763
tgkkrkqv,1.0,0.02,1.0,264,1848
dmnlxnpw,0.911,0,0,247,1816
auwkwnef,0.495,0.655,0.355,59,704
remyakbj,0.491,0.491,0.359,892,975
tstkrhnn,1.0,0.033,0.817,547,1301
uavpmgao,0.711,0.711,0.139,617,1821
fgromgkz,0.383,0.767,0.46699999999999997,40,1604
uihswdmn,0.03999999999999995,0.81,0.03999999999999995,324,1374
jzmtovwx,0.357,0.493,0.793,311,1300
sihepvmx,0.749,0.401,0.749,688,1075
nxvzsjza,0.364,0.486,0.786,633,1523
gczdjvzh,0.713,0.713,0.137,1000,1610
rareubpv,0.41400000000000003,0.436,0.41400000000000003,429,1334
yjkdmsep,0.7180000000000001,0.41800000000000004,0.432,522,1548
sxcpydbs,0.698,0.698,0.152,977,1880
iwwhdute,0,0.943,0.20700000000000005,528,1919
faumuzxx,0.24800000000000003,0.548,0.602,121,1846
udjhxuyb,0,0.18800000000000003,0.962,832,1972
goqbgwkq,0.718,0.43200000000000005,0.43200000000000005,962,1609
hdddchyb,0.21,0.51,0.64,114,1966
haofvqcz,0.274,0.576,0.274,533,1626
sujkemae,0.89,0.26,0.59,115,446
lmdvmjcb,1.0,1.0,0.013,9,1284
snnkwkvd,0.37,0.78,0.06999999999999998,261,397
tkndyrwe,0.397,0.753,0.45299999999999996,711,1658
vlscydhm,0.29700000000000004,0,0.853,633,875
hssdpfgn,0.099,0.751,0.099,266,1742
hrbccmsh,0.9500000000000001,0.65,0.2,625,1042
hbxpznlh,0.712,0.138,1.0,934,1190
eqyrtdxc,0.733,0.117,0.733,594,1533
dykdmyvy,0.064,1.0,1,958,990
ppliksre,0.765,0.08499999999999999,0.08499999999999999,259,298
rqpjzvtb,0,0.902,0.24799999999999997,593,1074
kzayavdh,0.526,0.226,0.624,773,1564
mrccinor,0.448,0.402,0.7020000000000001,135,1316
vlauiohp,0.8510000000000001,0.299,0.8510000000000001,53,861
rtohuuhf,0.572,0.5780000000000001,0.278,423,1895
hscezkoe,0.83,0.5299999999999999,0.32,368,380
eofsfhmu,0.165,0.985,0.165,915,1527
jlqcsbac,0.751,0.099,0.399,909,1852
qrwkfjof,0.882,0.268,0.268,162,1412
nbtpalru,0.42500000000000004,0.725,0.42500000000000004,557,757
kgpnwygv,0.41600000000000004,0.41600000000000004,0.434,146,639
zprzlonw,0.219,0.519,0.631,308,1035
qksktbzj,0.806,0.344,0.806,503,782
bkhfezsx,0.7979999999999999,0.052,0.7979999999999999,671,1812
wmnzohzb,0.742,0.10800000000000001,0.40800000000000003,84,1050
xkaywntq,0,0.859,0.29100000000000004,424,884
xpmcussr,1.0,0.085,0.765,80,1141
obaexxgw,0.61,0.24000000000000002,0.24000000000000002,423,497
syarvrue,0.346,0.504,0.646,707,1618
svzxiuwg,0.846,0.004,0.846,347,1956
uiqbiffx,0.648,0.648,0.202,333,1861
bgbsqvnu,0.605,0.24500000000000002,0.24500000000000002,569,1670
mdgvgfyc,0.603,0.903,0.247,113,1819
xpsgsuky,0.037,0.813,0.813,798,1459
zvjvyogx,0.24099999999999996,0.909,0,54,1922
zzltltzt,0.752,0.398,0.45199999999999996,753,785
lpwccquq,0.43299999999999994,0.417,0.43299999999999994,803,1396
crfxrzsw,0.545,0.545,0.605,836,1629
oojyvpsn,1.0,1.0,0.093,782,1824
hhswkgax,0.668,0.9680000000000001,0.182,358,1213
xvqxausd,0.389,0.761,0.46099999999999997,803,1099
cvowwrtr,0.233,0.233,0.617,597,1430
aigtximk,1.0,1.0,0.057,472,1301
onpuejth,0.265,0.5650000000000001,0.585,407,979
rfhjbgrm,0.822,0.028000000000000053,0.32800000000000007,83,189
dmdpzmyu,0,0.956,0.19400000000000003,544,1112
cmuldkbq,0.31500000000000006,0.835,0.31500000000000006,392,461
lndvzuir,0.8079999999999999,1.0,0.042,846,1203
wwjkbfrn,0.29599999999999993,0.554,0.29599999999999993,594,1909
crmdeamn,0.475,0.475,0.375,491,1200
nfczulee,0.828,0.5279999999999999,0.322,410,1345
njqagzyr,0,0,0.88,875,1120
hzalmfmy,1.0,0.834,0.016,596,632
gavdxdfr,0.14600000000000005,0.704,0.44600000000000006,808,1839
dsmawmvh,0.848,0.30200000000000005,0.30200000000000005,342,1332
dqqcqjjv,0.20000000000000004,0.95,0,531,1424
goxosjjx,0.398,0.45199999999999996,0.752,87,180
ccaydhpm,0.838,0.012000000000000038,0.012000000000000038,894,1689
nsbozpwo,0.44,0.41000000000000003,0.7100000000000001,905,1491
onaufzrs,0.837,0.01300000000000004,0.01300000000000004,297,901
jhuyjbpe,0.446,0.404,0.7040000000000001,918,1041
kjvqsefe,0.642,0.208,0.642,340,731
vffsytup,0.613,0.537,0.537,796,1538
nylclzvj,1.0,1.0,0.091,881,1899
hdgnjjbz,0.28,0,0.87,217,1147
wfuwalsr,1.0,0.766,0.084,402,1491
rmzlfdew,0.275,0.875,0,214,1603
rftidpps,0.565,0.28500000000000003,0.28500000000000003,482,1774
drxckkxz,0.7420000000000001,0.44200000000000006,0.408,617,1937
bkshsegs,0.717,0.43300000000000005,0.43300000000000005,778,1289
lpjyopjy,0.099,0.751,0.099,620,625
ykuawybe,0.893,0.593,0.257,27,1062
vfwgeopp,1.0,0.078,1.0,946,1904
nwmpsovd,0,0.874,0.276,610,1942
osfyzufm,0.309,0.8410000000000001,0.541,307,401
