name,elevation,aspect,time_in,time_out
tumongfv,0.467,0.225,67,776
tsvlsaoo,0.462,0.206,175,457
trarhnap,0.433,0.328,478,953
uuvjieel,0.501,0.675,288,838
epwigtik,0.55,0.133,452,1218
abewcvkc,0.505,0.95,566,942
naqwclzr,0.137,0.042,109,1783
ecrycgxn,0.119,0.072,451,1556
zruxvsvb,0.159,0.861,284,1604
saxzikjr,0.131,0.025,371,819
qlumfxas,0.074,0.064,921,1618
oiskirch,0.06,0.094,439,1696
gwonsgez,0.108,0.792,196,326
qlkgohyn,0.466,0.206,953,1524
xjqcekvr,0.459,0.236,685,1659
pytiqjvp,0.443,0.267,231,1517
ltnkishj,0.438,0.286,398,1755
agzqsibg,0.431,0.339,484,1854
tgvdwcbs,0.559,0.208,208,595
kiukcifj,0.481,0.806,541,1179
yhgzfitb,0.506,0.989,530,1712
pfnqryjz,0.14,0.025,667,1613
vpgtsrti,0.152,0.803,397,1697
szeofpyp,0.14,0.075,548,1386
ldfwrgei,0.078,0.092,267,285
uiokruko,0.062,0.047,115,803
aogblvuy,0.071,0.753,515,1614
llarzwzb,0.098,0.792,271,995
oznvjaam,0.127,0.658,970,974
iwazglos,0.601,0.436,420,1540
nhpunrxw,0.478,0.253,438,1616
yjxadtfn,0.472,0.142,222,1450
yldkcjpb,0.472,0.15,492,510
bklebovq,0.47,0.2,912,1832
zvddppps,0.459,0.297,529,1800
jitnzszn,0.455,0.3,320,551
hrafjxee,0.451,0.306,338,1770
nhjqmiyn,0.437,0.322,641,1239
ykgalymz,0.398,0.758,690,1783
qtovsbop,0.528,0.764,1000,1703
iwumqrwz,0.509,0.997,885,1077
oiotkdul,0.512,0.947,560,1560
vdxzdnfy,0.143,0.067,500,941
lyzxxvlq,0.134,0.956,600,1434
sovvjggk,0.091,0.8,558,830
fulnoywh,0.096,0.797,398,817
zrcankmb,0.043,0.092,990,1023
miqvtuob,0.083,0.969,762,1689
lftxfnqz,0.083,0.036,169,508
wwrtsfxc,0.072,0.064,698,961
bqkjdvso,0.065,0.983,332,784
tecqdcky,0.082,0.725,158,1773
iahuizuz,0.112,0.625,83,1515
luknoxsk,0.701,0.472,525,641
wvnhczym,0.499,0.064,367,850
divhkjcl,0.496,0.131,507,887
txzjhtlu,0.492,0.161,551,1118
hjebixie,0.479,0.167,712,1935
ogwyepdi,0.439,0.339,233,1756
upkinabo,0.402,0.758,279,284
hbpmdvuh,0.406,0.753,933,1258
qrzjclug,0.382,0.722,110,409
jtajrbbf,0.512,0.953,455,459
upfjnomt,0.161,0.092,362,1721
pjtswikg,0.129,0.161,763,795
ztyjnlio,0.104,0.503,896,1729
ieiyurbq,0.094,0.281,298,1271
ubqddttt,0.091,0.169,279,1066
bkjsmkos,0.073,0.978,350,1621
rrfyjwqi,0.102,0.614,496,1470
meayzgwl,0.637,0.417,528,694
lpjbkbru,0.514,0.383,132,590
qxpxtkdw,0.485,0.169,883,1331
tvwdflaq,0.479,0.069,992,1196
nsisqcio,0.478,0.136,842,1578
yxcxekpg,0.475,0.2,520,627
kzymyhga,0.471,0.247,505,1417
xzsxkexr,0.459,0.328,200,531
mwaolrao,0.454,0.336,727,1416
cktxuydd,0.446,0.333,597,1512
gabaykbd,0.43,0.358,135,373
owxhtdcm,0.453,0.642,549,1154
bkphsydh,0.556,0.264,251,1035
tzlekktv,0.552,0.267,385,1871
tghjnwjk,0.559,0.931,21,916
kbvjjnvb,0.155,0.969,670,1061
gnnvaxqr,0.162,0.917,738,1478
yyuxcwtk,0.145,0.008,705,733
ixthzrcg,0.098,0.489,328,547
nlikiewk,0.098,0.525,172,221
tylobmij,0.102,0.553,60,630
zmnqcajj,0.094,0.272,432,732
ynpushtr,0.094,0.008,142,368
eulyklkc,0.094,0.869,906,1992
voapucck,0.147,0.744,948,1260
lhtafexy,0.175,0.931,965,1902
tvxqhqcc,0.173,0.075,903,1601
bkysbbdq,0.1,0.997,159,954
mtbuqzfw,0.09,0.658,692,1537
mkshjcji,0.122,0.625,146,1792
fcrgpanr,0.073,0.339,37,321
ktbdmwzz,0.446,0.65,679,1688
eifnmdep,0.454,0.636,525,1178
ijjsncrj,0.557,0.222,280,1978
mhplrkjl,0.5,0.036,947,1675
lysbkbji,0.176,0.114,350,450
xmwokpvh,0.158,0.981,888,1737
zeikeanu,0.155,0.119,885,902
mtvzmbyd,0.144,0.142,120,1625
aklbbgym,0.1,0.356,209,528
visedqhc,0.098,0.3,805,1816
ljjdmqyb,0.1,0.939,573,1497
swszuhwf,0.102,0.992,908,1821
rfqnbqcn,0.099,0.061,364,1623
ldawfojd,0.097,0.375,17,665
ejpiduqb,0.098,0.55,915,1891
pjnfuyfs,0.096,0.364,567,695
ugqxxoas,0.093,0.386,995,1935
rhrgeeek,0.095,0.789,360,1834
jvqqennl,0.095,0.825,878,1107
ifmwrrho,0.11,0.761,182,1242
ovdvosci,0.126,0.742,121,1945
lrpwerfs,0.089,0.169,829,1580
erwrkedb,0.081,0.042,346,1796
cbpkypgt,0.082,0.944,891,1831
kcgffgow,0.128,0.664,677,823
sdenrpjb,0.121,0.397,154,1404
cfcdgxhx,0.04,0.425,251,1335
gqfvriko,0.039,0.453,356,1335
yyfahhnd,0.487,0.292,341,1289
kgpgfjgo,0.415,0.786,407,1073
vxnukujn,0.417,0.786,861,1885
mgdiczdc,0.442,0.639,684,1007
mxyzkfhf,0.401,0.661,739,1887
rvgcorko,0.163,0.017,802,984
gwapfezd,0.141,0.239,990,1141
piilfbpr,0.113,0.214,941,1634
hsmufjaq,0.156,0.606,495,979
vnfmglwv,0.099,0.156,448,978
dxdhcrgf,0.102,0.894,959,1010
pznjeemz,0.097,0.133,318,1339
ijvohxtg,0.095,0.5,69,1969
btbhtxot,0.098,0.456,127,966
dgygqbry,0.093,0.75,771,998
uvpyuaig,0.097,0.853,84,1626
xiuhmwjq,0.089,0.094,834,1511
sliachph,0.088,0.981,497,805
gkzgxluu,0.035,0.478,756,1114
htlfwbmr,0.576,0.344,223,599
hmhbmhzb,0.5,0.492,546,1502
ertwpdpk,0.472,0.386,662,769
znncsuaf,0.458,0.375,116,1857
upoebcik,0.413,0.372,107,1010
mgbhyxiw,0.401,0.211,309,1375
poaqramz,0.424,0.794,52,1247
vpfkuqke,0.441,0.731,232,554
zzmngrqi,0.506,0.136,863,1660
syvudsop,0.178,0.919,989,1814
xirvdgxq,0.165,0.075,115,650
lqqoowpm,0.106,0.242,333,652
syyniakk,0.104,0.286,977,1325
njnicvye,0.102,0.844,922,1831
blemjmje,0.098,0.111,611,1234
uumntbbu,0.094,0.139,392,818
cvtcnrzw,0.094,0.281,920,1649
ghjxqkif,0.093,0.125,934,1922
ymbfjrse,0.093,0.856,994,1388
gxiucntd,0.097,0.853,810,1579
mupwykcc,0.1,0.864,602,1124
oyeinakz,0.1,0.217,885,984
uvhsamlf,0.098,0.897,656,1065
iopjvslh,0.099,0.922,95,1651
ftpgsntr,0.053,0.217,546,789
bdnitlhs,0.498,0.522,249,1445
pamkcmai,0.475,0.389,696,871
llqamwkd,0.44,0.756,91,1186
qiiakjsu,0.585,0.031,421,519
itsngrlf,0.442,0.114,461,1283
bdkiyqpf,0.398,0.942,117,253
ndmdynyx,0.112,0.258,474,814
uwbavbga,0.199,0.911,459,1379
azexrbrc,0.101,0.706,476,624
mzxhluoh,0.119,0.764,591,859
ioucrugz,0.099,0.097,755,1447
xxlqhgzo,0.097,0.081,968,1645
bifvusom,0.094,0.069,887,1230
joxoyyqb,0.093,0.978,914,1300
rtnxgwmo,0.099,0.875,915,1869
ykuwgtpj,0.071,0.286,909,1468
ufnqhwwz,0.041,0.294,742,788
jupffvwk,0.036,0.594,208,1808
mpxiltzu,0.044,0.928,120,1446
krhegozw,0.065,0.019,77,1301
kmqlxbhr,0.094,0.883,57,943
zedpprzw,0.135,0.067,883,1188
mhwrjdbx,0.107,0.117,294,428
cinfqsgv,0.109,0.053,353,1343
wqwqeair,0.125,0.667,380,1041
akefuyjq,0.106,0.269,462,1549
ayaxgzxw,0.673,0.581,941,1863
gbxkivwu,0.493,0.461,231,654
jomyyiyc,0.467,0.372,37,1329
wguoepjm,0.427,0.375,435,864
txxuxgfe,0.408,0.178,835,1988
cxewzzpq,0.435,0.817,433,667
izwjapcv,0.441,0.781,873,1972
xdvphgzx,0.449,0.678,937,1867
dhfkosjs,0.516,0.942,392,887
bkgrptkt,0.548,0.106,426,1630
pshagdmk,0.153,0.239,84,1138
gboyufsr,0.102,0.244,761,1345
qvbpkbtn,0.1,0.714,47,665
vbsinkuz,0.074,0.975,450,1902
pukpbwte,0.067,0.042,550,878
ukcqfngm,0.127,0.861,698,1472
dermwfsk,0.108,0.075,936,1444
ssbmzmyr,0.105,0.903,984,1708
hyoxnvmc,0.49,0.469,245,1435
ymdychqi,0.463,0.358,308,527
ixuzzyjh,0.447,0.344,340,779
xfatyjtx,0.432,0.203,287,933
qzpzztyu,0.428,0.319,882,1428
ucvyblns,0.394,0.161,647,1646
nflxcrxr,0.434,0.836,104,1509
lffctoss,0.44,0.844,425,1465
iakehxke,0.444,0.786,402,1561
tpjbjkks,0.461,0.669,338,1706
whhnsbyu,0.55,0.033,604,631
pdnnquzp,0.409,0.753,616,1047
egdijkzh,0.193,0.961,436,1979
oeiltasy,0.19,0.161,599,1817
trotkzcn,0.176,0.256,480,1273
wgcdvwir,0.171,0.281,260,596
vrewxtjh,0.166,0.231,841,1111
qruktnbs,0.156,0.153,473,1891
vwplrsay,0.11,0.286,492,921
jluhqeqx,0.102,0.278,796,1893
goangztb,0.099,0.714,88,220
qbeiekys,0.12,0.189,487,673
qsewkmgq,0.171,0.833,573,1727
uqbaaxdx,0.122,0.978,185,460
ttgqsjlx,0.117,0.992,232,262
gsareuwe,0.113,0.061,89,1007
upekxtsy,0.109,0.467,148,1989
rdklkgfi,0.485,0.469,263,492
kpjpokwp,0.475,0.392,950,1327
uhlmfvou,0.447,0.975,560,699
qjbndbes,0.423,0.297,890,1183
dwvnizhb,0.419,0.256,160,1963
mngoldnv,0.435,0.853,371,730
svglzkai,0.445,0.906,261,1451
irijjzrh,0.455,0.028,571,711
lqhehfpq,0.41,0.806,660,1357
duapifaa,0.167,0.092,133,1798
myhmgyau,0.2,0.894,385,1724
zllaesxd,0.106,0.322,762,1843
brfafvzq,0.154,0.778,853,1015
bktwzmoz,0.107,0.272,228,1130
rpkdnclj,0.095,0.353,383,1611
tvqjjysy,0.734,0.342,377,1441
jvpnwodn,0.737,0.586,67,521
btemljmj,0.74,0.564,107,1556
gzbronpn,0.479,0.45,26,903
seaeeoox,0.474,0.417,447,590
mrxsbyzh,0.465,0.408,38,52
szclfigb,0.419,0.211,977,1602
xlfxnoca,0.447,0.903,77,1396
ungiryqo,0.459,0.706,10,221
qfrtbirt,0.45,0.047,511,1985
dtidynoy,0.41,0.028,554,1778
gkzhapyb,0.206,0.069,487,857
wtwxamge,0.203,0.986,592,614
hkkhhkcf,0.202,0.047,680,1352
mngrhbfk,0.199,0.153,92,1598
tqknuyfk,0.141,0.136,819,1768
eilpwcic,0.132,0.8,76,1473
ropdjkjw,0.163,0.792,39,1568
welgubso,0.251,0.844,949,1924
votdslqh,0.214,0.931,295,807
zblbhhpf,0.102,0.969,469,487
dfvabrej,0.104,0.903,403,1951
esbvgimk,0.144,0.306,945,1954
ofushxqa,0.064,0.847,206,1972
dnoguqcs,0.087,0.842,929,1792
qdrnyyyt,0.045,0.228,507,617
eahtmopk,0.723,0.4,647,913
qjzzobgi,0.475,0.503,818,1869
mzyuvkze,0.463,0.408,192,1209
vppxjtpr,0.45,0.889,307,519
rxosshlu,0.455,0.858,520,1442
zyesyvrm,0.457,0.836,49,234
xorspxcc,0.565,0.792,973,1932
fglceeaz,0.516,0.661,602,1491
uufqhgmd,0.114,0.153,761,1137
cxpwbksd,0.126,0.881,128,543
rhqyfneq,0.21,0.786,331,814
esbpenmt,0.215,0.969,788,1237
tlpscahn,0.103,0.931,883,1987
mpuzneal,0.212,0.939,194,1311
wmtlpnyf,0.109,0.231,182,852
zgbjrekh,0.073,0.944,119,1068
buculytn,0.162,0.097,729,1435
ugxkbjuj,0.153,0.072,540,1697
nsyhuhqt,0.141,0.05,67,1774
dqsjgxok,0.141,0.067,362,1773
zrzppxbd,0.052,0.242,600,1075
nohcnwnz,0.468,0.489,493,502
pzskqwin,0.469,0.483,970,1428
lylbkmns,0.461,0.875,911,1607
kmotkcta,0.193,0.053,626,1666
zgebkoca,0.188,0.092,840,998
vzjalpvc,0.174,0.119,662,1990
cvqndyzq,0.167,0.147,806,1489
haybnvry,0.141,0.178,188,1749
yrinikuf,0.187,0.639,778,1495
tglkkyrm,0.22,0.861,571,760
kltmretd,0.216,0.097,816,851
cdqhycij,0.109,0.328,662,1028
ljirwqdn,0.103,0.272,297,1672
nqiifpgm,0.217,0.075,855,1077
zysudhjs,0.139,0.269,649,1758
jzwisjmu,0.152,0.053,248,888
nvjdjlen,0.15,0.058,859,1878
joomlvqb,0.077,0.453,675,735
qrrycoiv,0.715,0.578,701,1629
lqjrpapw,0.718,0.6,641,1251
hwwceowy,0.726,0.575,374,612
jovwzqyk,0.792,0.536,421,1120
aihspgfw,0.725,0.378,336,635
hzoazpax,0.463,0.489,224,1188
obfnurib,0.46,0.461,909,1739
uzjrmcas,0.42,0.861,546,1103
wnvisvkq,0.186,0.247,141,456
qwvnnngf,0.179,0.161,596,1234
qheclwza,0.195,0.825,574,1465
dipxnjor,0.231,0.878,830,1334
rosvetek,0.235,0.136,628,1582
elguphqd,0.166,0.828,911,1203
shleudqh,0.188,0.811,160,1938
iwfeniai,0.135,0.364,231,1135
ylupfrpd,0.067,0.133,943,1263
mvwthers,0.03,0.892,769,1666
whoqtxmq,0.183,0.867,187,1247
vohjvbyo,0.152,0.092,114,1460
ifgekaof,0.737,0.542,886,1909
etkhjbsv,0.455,0.511,215,1937
ggywqgqm,0.436,0.214,283,903
wzturmnm,0.535,0.736,761,1162
omalznbp,0.55,0.6,770,1466
hfwdiwbx,0.508,0.008,739,1720
tsoekgyp,0.134,0.072,439,537
fcvqwkco,0.15,0.919,991,1737
fqdkkgfo,0.223,0.042,980,1465
hnieuryh,0.107,0.742,272,1464
lopveypa,0.113,0.725,984,1708
yhbikkew,0.164,0.917,685,756
rqhqvhqo,0.133,0.336,611,957
hnpjmkrt,0.065,0.839,9,1175
hzssiqxv,0.076,0.186,283,522
gaqdkoxs,0.133,0.761,906,1233
ojerbfdw,0.191,0.108,305,1314
afktstse,0.165,0.025,766,1585
mlqlcyrs,0.175,0.867,337,716
dusfswyy,0.18,0.094,634,983
txgxrrpz,0.174,0.092,410,1102
qdcapgqs,0.086,0.214,402,443
ifzjikcn,0.717,0.592,971,1758
czrpwpku,0.442,0.439,980,1302
gtmicbwd,0.475,0.864,723,986
ccketbuc,0.535,0.764,438,1472
tnxuiusg,0.536,0.8,874,1701
txcfsezt,0.538,0.783,0,129
tvqastuw,0.543,0.706,199,454
zcuxobap,0.544,0.703,399,1127
bliieqwt,0.559,0.653,584,1754
fkpoxsqo,0.168,0.947,169,504
rjnrukce,0.252,0.903,510,864
tutuxxbq,0.236,0.081,942,1356
wacymvyt,0.107,0.206,832,1337
vrdbbvfm,0.105,0.525,676,1448
jhifrrwl,0.108,0.636,793,1999
lykilull,0.15,0.703,844,1216
mdwktpaj,0.139,0.211,651,1952
gofnhnfk,0.066,0.936,976,1470
hygeguma,0.108,0.208,664,1240
noyixphu,0.09,0.164,726,1616
fpjjjhjd,0.052,0.889,470,868
enpxdoko,0.196,0.869,480,1035
lenbbapj,0.175,0.069,790,1521
kuctzjkw,0.718,0.356,798,1738
xlimejsl,0.441,0.461,245,1822
txpclwuy,0.493,0.817,489,1966
cqmhnrza,0.52,0.708,366,1113
oelfphft,0.524,0.758,46,192
dgsmpzys,0.538,0.767,937,1862
ygzdeonr,0.557,0.733,696,1414
dmwgojju,0.453,0.889,113,950
vvcfhgng,0.151,0.094,27,1868
tvozzwtm,0.116,0.7,983,1551
ykeczcpu,0.277,0.136,507,1574
tbzqhnus,0.107,0.125,605,1052
mcfqnmsy,0.105,0.558,584,941
goduhmre,0.108,0.6,75,1161
lnzvtkln,0.116,0.142,72,1611
zkxcugid,0.082,0.183,308,1233
xsgmnrps,0.05,0.872,299,1298
epfbhazu,0.145,0.803,258,1068
atjqrnot,0.201,0.864,690,1707
mdifqvst,0.71,0.456,536,703
gfvqsmti,0.726,0.575,234,1331
dnemkvwu,0.435,0.458,979,1746
ssiyqnab,0.487,0.875,328,496
vmkzkrry,0.5,0.817,35,1668
dxlafdff,0.509,0.8,902,1567
ysqwaqfr,0.514,0.761,465,487
omhiduwu,0.525,0.769,646,1148
wocbsjnq,0.107,0.65,358,1955
gjokvbmg,0.105,0.189,459,1353
brkcuyzk,0.085,0.169,429,1384
thgzwjsz,0.079,0.014,729,1825
gguolzqx,0.108,0.783,668,1504
plfyenve,0.198,0.044,273,1922
vnnqnqej,0.199,0.897,153,1523
gfglzsqq,0.193,0.025,794,1758
micxeelx,0.194,0.061,703,1643
tnvdqddd,0.097,0.153,757,1048
ooqwezmw,0.711,0.619,904,943
fockxiwm,0.509,0.772,769,1003
gojrnplr,0.574,0.811,167,378
izbfmugz,0.424,0.878,493,644
ukpovfoy,0.112,0.869,790,1224
drnahhfu,0.174,0.697,809,1222
vatlpmmy,0.22,0.853,552,1058
ofrxoqcu,0.104,0.125,974,1544
wnacomtj,0.105,0.772,116,350
jlvnldce,0.227,0.831,795,1781
gnjcnqiz,0.127,0.153,700,1880
rmmhxjvy,0.091,0.294,362,637
aczmqggs,0.045,0.964,293,522
sxmagsbs,0.088,0.867,83,668
hchknjzz,0.211,0.903,865,925
ibmthrgz,0.209,0.036,443,719
kmijxsqf,0.713,0.572,780,1346
iszcudlu,0.717,0.606,117,1225
ualohflh,0.504,0.861,357,1243
wgezyzrr,0.506,0.819,202,1966
yktashbe,0.574,0.036,480,1613
fdzplefp,0.559,0.092,113,1544
mkzyfavr,0.117,0.833,857,1329
rbqddqyp,0.279,0.189,819,1656
qveldvuc,0.223,0.344,22,1282
lvxclrnl,0.19,0.947,756,1818
dpghcroe,0.156,0.075,123,1114
rpviidql,0.141,0.175,693,1065
ortccdyg,0.13,0.231,421,1350
mxqvxxme,0.11,0.283,4,1434
qkdddpac,0.098,0.272,165,611
pruzwtmc,0.119,0.897,688,942
iefprfnl,0.087,0.097,154,1857
tvbskwmu,0.06,0.803,522,1478
icoocmro,0.203,0.864,785,1303
qqhplzhj,0.217,0.044,967,1945
swudgbqv,0.447,0.247,151,783
cbynbwkq,0.14,0.128,955,1132
gqubeawe,0.139,0.606,13,209
jtvqqicg,0.197,0.714,105,676
nnyudyjs,0.279,0.283,47,1878
gqnviehv,0.251,0.192,460,716
ozlgcjun,0.11,0.017,636,1738
cyfcziyl,0.113,0.808,488,1011
aqekkrga,0.2,0.828,978,1357
qgttrcoy,0.162,0.033,725,1281
eoilxbuc,0.155,0.208,232,1308
urrcdorl,0.143,0.25,713,1270
otmztoke,0.129,0.267,799,1265
dyuxguav,0.118,0.278,357,478
xmuiexnm,0.098,0.25,178,1367
ctdhhray,0.093,0.036,588,1606
krciciti,0.126,0.928,183,742
owvybbeo,0.086,0.164,440,578
odaqvzwj,0.085,0.808,482,778
ymsvolew,0.223,0.042,215,1159
umhzdayg,0.221,0.044,358,1583
frnkmdrg,0.212,0.142,329,623
nebvrrhm,0.088,0.108,515,971
zyeivthg,0.711,0.622,427,1610
qdvnbevl,0.515,0.825,3,714
ltrwgpgt,0.564,0.047,124,514
trundhak,0.561,0.025,637,1064
robphlij,0.265,0.231,805,1870
qyjeabfa,0.24,0.286,26,1904
ovuofciw,0.111,0.211,93,551
krnicsuo,0.184,0.711,239,377
ksitgtrg,0.237,0.758,234,1344
ndjvfdah,0.24,0.294,276,1536
zgsaqmso,0.139,0.261,378,475
adyrurtj,0.128,0.25,2,757
ilbxgxhb,0.104,0.267,659,1000
lswprvqe,0.077,0.814,814,1090
kyswcjdd,0.228,0.9,923,1653
qawbflpn,0.227,0.981,456,1801
juuswzhz,0.704,0.344,85,1956
wimcshen,0.714,0.608,265,581
hwcwgjoe,0.722,0.603,832,1168
sajbdyfa,0.763,0.617,434,1922
wcseykla,0.451,0.258,859,1762
lmprupjz,0.455,0.0,66,1612
fdrrsvlb,0.573,0.328,901,1386
eufxlqim,0.561,0.111,247,1895
tvkhmooa,0.43,0.147,823,1795
enseebbv,0.524,0.886,989,1179
jbpqbqwa,0.115,0.164,264,426
fanyysef,0.138,0.042,756,769
kadgjibs,0.136,0.017,387,570
dugieblo,0.228,0.603,473,1549
scprhsvf,0.243,0.692,257,1930
obqxtggb,0.262,0.639,991,1706
lsebhttp,0.113,0.317,661,1948
baaukriu,0.11,0.728,26,1555
pcjmkmdh,0.12,0.8,931,1440
sghkcmbu,0.181,0.756,35,1790
ntucaydj,0.206,0.964,893,1783
fspsdwxa,0.212,0.031,291,1445
zbyynhaq,0.195,0.1,835,1162
cnfqjulp,0.177,0.161,16,1699
pjwvcufp,0.163,0.25,125,1448
rcjljkos,0.14,0.233,438,464
hbtysknm,0.119,0.239,943,1165
cvyumcpc,0.116,0.794,773,1028
zgiuxogv,0.12,0.072,189,1082
krmblhgy,0.105,0.764,378,1086
qdluangt,0.111,0.078,180,1695
hvqjqmlf,0.568,0.1,1000,1831
wenipbdk,0.595,0.069,695,1214
fhwbbqwv,0.557,0.031,461,650
kkdykkkx,0.165,0.058,258,1583
ediibrpz,0.16,0.064,795,1235
iqbkfpok,0.111,0.4,628,1481
mfvshjbf,0.113,0.764,696,1923
cyzxeifv,0.131,0.803,895,1325
hnfjfaig,0.157,0.856,974,1183
aftnhcuf,0.231,0.633,46,294
xrrvxlbd,0.228,0.892,72,1984
verpqyej,0.218,0.094,733,1221
nwojmvhu,0.17,0.264,56,1050
vrujwikr,0.162,0.278,289,655
fnbczwql,0.151,0.278,661,1139
wiaptutx,0.143,0.269,483,1256
lqcwekvy,0.118,0.247,579,1411
hmvambnl,0.105,0.225,113,1108
tmhbrqij,0.22,0.308,687,779
uoxelwzg,0.704,0.683,5,919
gtazvkbm,0.475,0.878,374,1514
uzqximav,0.583,0.947,241,638
dhmlpecv,0.117,0.294,787,928
ilmrbegq,0.134,0.947,621,874
gymkhwgr,0.164,0.639,184,1203
odvnhpzq,0.232,0.106,503,1951
nppyzsoa,0.225,0.167,984,1805
ycjzbrnf,0.216,0.189,111,674
tcazbvsl,0.208,0.208,501,875
abtjuegn,0.199,0.236,769,942
xghjtaif,0.188,0.258,234,679
auntxouz,0.169,0.283,613,1617
klibnupw,0.118,0.256,437,1519
ymrktzsa,0.108,0.217,983,1410
dvenfonf,0.101,0.172,818,1335
xodvveng,0.098,0.864,66,596
ybsxkbrd,0.128,0.094,533,1285
amsezeor,0.695,0.472,547,1612
vupxvbvk,0.71,0.583,491,1397
adriqvrh,0.437,0.928,781,1660
mcpdwyvk,0.435,0.889,962,1197
rgudwmdg,0.228,0.914,853,1621
rummaqum,0.242,0.703,579,725
dalsahnd,0.107,0.331,267,654
vsyvobzx,0.109,0.753,266,488
wvqgqsjl,0.249,0.678,956,1932
hatpzepe,0.252,0.686,843,1746
vpzftshq,0.246,0.111,938,1211
qactktwi,0.241,0.169,154,1536
vzrsewhg,0.235,0.258,121,1270
mulncdwg,0.217,0.292,151,1754
sgzkqyzt,0.198,0.267,251,498
unzkeatg,0.156,0.306,114,276
oazxdzqq,0.145,0.311,198,1087
hqislsnz,0.136,0.308,732,1163
dwrkfciu,0.126,0.297,13,1138
fqxgyqiv,0.118,0.275,180,1357
jrgolhga,0.11,0.25,163,462
xyrsrghf,0.101,0.883,231,1140
kgvwiprr,0.106,0.811,610,1148
jejpdzrt,0.146,0.975,325,1935
zefccykt,0.152,0.142,70,1519
qskzflqh,0.087,0.144,836,1540
ezeplgjd,0.089,0.792,130,1651
pfwyuafp,0.168,0.769,439,1395
enmdremm,0.183,0.8,161,1325
ieoyeolt,0.241,0.589,759,1487
hittbsqd,0.141,0.092,335,427
dqiyaqqm,0.129,0.106,864,1149
fbpluaay,0.709,0.614,594,630
wmuiwmyg,0.723,0.669,882,1403
dvvauxqu,0.443,0.175,302,903
jaggptmd,0.507,0.625,627,1914
clstgfnc,0.51,0.522,621,1675
mrwprjet,0.13,0.556,705,806
vjhutcgb,0.131,0.497,871,1808
tenmqvay,0.13,0.428,648,1735
dulzwanr,0.195,0.017,603,999
jsowtghw,0.194,0.044,854,1987
yxncbsex,0.189,0.081,779,1877
gwltrgwz,0.11,0.333,789,1049
cppurgnt,0.107,0.2,488,1942
vwsuxszf,0.172,0.781,202,720
mwtnhibg,0.241,0.858,398,1080
dterzepx,0.248,0.608,735,1815
qpcynist,0.25,0.65,702,1902
ckawuzbz,0.254,0.719,655,802
jisoptqi,0.261,0.172,347,746
zqhgqoyr,0.253,0.239,605,1818
flboferj,0.211,0.347,544,865
jxrfwoxk,0.197,0.314,52,1299
gpsdnvzc,0.176,0.269,416,654
ssvzkahl,0.163,0.272,458,1978
ncqzraux,0.151,0.283,509,656
vldppvxj,0.141,0.292,696,1637
xvykncqn,0.122,0.303,766,1660
ftihrqnl,0.108,0.292,385,513
bneoslie,0.102,0.225,203,1024
njofgqeb,0.103,0.853,58,884
qfviokph,0.169,0.997,155,1729
yrjlhfma,0.088,0.781,958,1226
eyrwzlrq,0.16,0.808,685,1810
drgyamrk,0.137,0.131,244,1152
hbcieeav,0.694,0.1,418,1555
djeqybgl,0.726,0.619,774,1156
cnobzkcl,0.569,0.775,595,609
hyyqumhj,0.589,0.897,510,1440
sadcjgmj,0.441,0.211,19,490
ijpwodpa,0.502,0.583,704,1584
opejujgm,0.527,0.936,295,1383
oenojixy,0.128,0.208,555,769
brxpeptp,0.109,0.894,978,1043
nrbzzjey,0.112,0.858,863,1173
qwoasdor,0.247,0.0,923,1882
otzikhai,0.245,0.533,286,511
qcoboauz,0.252,0.706,570,862
nzzvsujh,0.261,0.694,880,1189
hjkogavq,0.269,0.439,760,1074
gnzkcvnf,0.259,0.358,79,1284
wphwcgsg,0.235,0.347,467,700
fruqiwvs,0.223,0.35,186,1994
arofmufw,0.213,0.356,591,973
lqlnnwtt,0.204,0.361,759,1875
rqeaaiko,0.197,0.378,916,990
rmoemksr,0.191,0.369,120,534
ygosusfs,0.184,0.333,217,1539
ppocygrc,0.162,0.272,231,989
uqipvscx,0.151,0.272,501,1398
dqcjxnbj,0.129,0.281,587,1194
czrwgfbn,0.12,0.289,240,698
znqsqtra,0.113,0.294,290,1294
kfmxucuc,0.103,0.939,465,980
asiqwkvy,0.107,0.867,493,676
uyhdxpfj,0.141,0.814,300,784
spcoqkvs,0.158,0.936,813,1816
clhgiivf,0.167,0.919,603,1385
pchfiqhg,0.17,0.922,831,1030
cpkxarwb,0.173,0.925,504,1219
msqqsrbz,0.116,0.103,824,1566
ispwteqh,0.141,0.397,974,1047
zzzutnjn,0.696,0.089,482,1778
kacliqxs,0.697,0.944,415,416
sbcmagfg,0.693,0.147,25,586
ttebpxxi,0.548,0.431,690,1687
mlsfwwvj,0.483,0.231,738,1465
nytkgbpx,0.476,0.25,674,1648
uuyzzdip,0.466,0.264,433,1471
auzhesdv,0.456,0.267,638,1181
zawxskgw,0.495,0.597,809,831
vushsswb,0.499,0.619,669,1614
jjkbrrgq,0.131,0.0,582,1288
cnxobrpe,0.134,0.006,142,1617
znhadkea,0.151,0.925,4,181
zjegqohm,0.183,0.169,654,1365
xbegvymt,0.166,0.003,218,342
rzwxwvap,0.167,0.022,367,957
mrxyjvyq,0.11,0.906,121,1696
fmdivinp,0.231,0.936,14,727
xscofvag,0.251,0.714,861,1876
dcapeade,0.253,0.158,705,1050
