name,elevation,aspect,time_in,time_out
mcslyqyf,0.503,0.794,683,1041
ulzwvkbv,0.414,0.425,377,815
cvlbkbxj,0.359,0.189,784,1633
xfjnwgrg,0.594,0.133,681,1759
ccmbuwos,0.547,0.2,782,1060
qbbpkqes,0.537,0.225,698,933
cffsobds,0.495,0.739,855,1146
waktukop,0.523,0.458,605,751
aqjzlaxs,0.419,0.358,909,1614
chzgwyan,0.385,0.536,343,700
yswkwkok,0.377,0.406,425,1552
ywcdqywc,0.363,0.958,881,1503
qvmvnxtf,0.652,0.864,924,1770
izwsrcut,0.745,0.539,502,1580
xlqxrwcu,0.75,0.828,305,1360
ycfvlbnl,0.753,0.031,126,1768
dffwiwxw,0.747,0.211,349,374
sakavtdt,0.745,0.208,601,655
aanoaldd,0.672,0.217,400,1461
anublcsm,0.493,0.442,443,911
jmjrvxto,0.485,0.631,24,1820
ezjklmdo,0.5,0.794,559,1496
isaqwnoj,0.458,0.272,7,871
hzgeadvk,0.38,0.497,112,1775
tpptvkrq,0.356,0.994,926,1298
ragltsjf,0.501,0.414,353,1670
ywdeybar,0.498,0.386,71,307
aizzvlhd,0.749,0.656,350,1192
ywdoksvp,0.731,0.453,782,964
twhrbvhr,0.667,0.667,894,1470
znwxzhqs,0.602,0.092,157,1898
chdeqmsh,0.49,0.486,541,1411
pcgmsazj,0.541,0.706,422,1489
gselzptw,0.49,0.353,792,1446
hhearfcm,0.503,0.817,237,349
meuyawrx,0.518,0.858,145,1059
ftgsdbll,0.52,0.964,526,1674
igmfitzh,0.518,0.489,914,1546
kwnrrvwd,0.402,0.369,332,943
vhehnqbu,0.383,0.525,961,993
acqfxkvh,0.375,0.492,568,602
czagrnte,0.368,0.442,935,950
arwwyoyz,0.364,0.944,810,1721
uwfotdmq,0.488,0.344,732,1367
izpjzjna,0.581,0.886,476,1243
cppsqsxh,0.664,0.603,140,451
cyvivxok,0.75,0.211,997,1542
upvrwlub,0.541,0.139,913,1785
rvoiqpzo,0.48,0.369,799,1638
deskjdqz,0.516,0.839,924,1416
bgnihxdt,0.497,0.483,714,1768
kvggsprf,0.448,0.278,684,1408
wknuzftz,0.386,0.353,567,770
sfndrbpn,0.385,0.203,717,893
ynokpczg,0.37,0.4,803,1679
cohsxkmr,0.755,0.192,538,1419
zmgonpru,0.754,0.203,353,724
vgoilvpo,0.723,0.408,850,1848
sryhjdgv,0.707,0.494,426,1619
mevbiocu,0.735,0.581,955,1446
ergfjrnm,0.647,0.431,558,1683
ldahqlqu,0.663,0.656,933,1539
mfqsrnzb,0.536,0.044,800,1194
igptkseu,0.494,0.5,151,401
iwubfpib,0.386,0.153,55,1364
kmcurtsi,0.371,0.0,50,957
wksuhpla,0.491,0.386,987,1889
hvuqifnt,0.486,0.4,753,1321
wivuwlbr,0.597,0.853,455,1268
poltsawx,0.598,0.817,826,1849
jbpvfhfr,0.736,0.581,355,375
viamnqiq,0.748,0.7,487,1528
xfgzymym,0.749,0.792,593,1696
xixfyrxj,0.746,0.508,335,1168
ufepmtrx,0.482,0.425,21,646
qramfgzw,0.476,0.428,462,1701
piyfykkx,0.476,0.453,41,1936
mclkoaxt,0.475,0.508,610,1921
xcfbcrri,0.51,0.811,511,1209
tmtlstoy,0.487,0.453,988,1744
jaumdlps,0.433,0.286,276,308
raytbrlz,0.41,0.272,805,1842
vrixnygg,0.382,0.95,983,1722
hqmntoil,0.706,0.956,508,1106
effhahor,0.487,0.364,277,1031
ltvncurb,0.732,0.617,468,1293
nawrwmgw,0.722,0.35,302,1130
gerbnpzf,0.719,0.211,960,1644
jolxezkm,0.668,0.214,831,1828
isbdvhfb,0.482,0.336,421,1169
zmgmenxi,0.509,0.361,905,1440
slcsdyyc,0.494,0.333,947,1294
vnmihvey,0.475,0.489,960,1755
vvrkpuud,0.513,0.811,648,1169
qlowprpj,0.383,0.014,712,1416
hvxjyzoy,0.389,0.981,3,617
dfxxayrd,0.389,0.036,879,1707
lyxawcer,0.752,0.189,863,1941
sinkympf,0.705,0.103,681,853
iahysdvi,0.612,0.125,759,1433
ljledgbw,0.474,0.55,495,1300
wvizssjh,0.494,0.794,342,992
hlajglgg,0.501,0.8,835,1764
bsiuqqdh,0.521,0.811,57,1622
pckpocti,0.473,0.481,780,1729
cqvgazqm,0.475,0.514,627,1527
orapiryn,0.486,0.414,936,1538
pabqowwv,0.482,0.422,696,1029
itmvzrsf,0.47,0.336,11,860
kcebcuos,0.658,0.75,297,1303
hmaatgmo,0.674,0.65,884,1581
ocyluojx,0.721,0.672,407,693
iltuvpyj,0.728,0.664,96,1509
jnzzezyt,0.732,0.719,940,1204
zcfkkxxu,0.749,0.7,392,569
fkgfwhpm,0.753,0.217,576,1044
ikyhatbz,0.75,0.2,257,389
uufzhxvu,0.614,0.678,785,1822
ckdmiesa,0.725,0.056,98,746
grahxadi,0.715,0.989,196,279
cqalohep,0.484,0.436,98,1335
acxkjmnv,0.628,0.936,334,620
tslwwmoz,0.63,0.939,786,1837
oxzpsosw,0.656,0.075,374,1611
xhsusbsb,0.664,0.969,574,720
lknlibrs,0.71,0.625,637,908
jmdljhmd,0.695,0.494,644,748
htccgpps,0.637,0.061,102,1015
yquobypa,0.459,0.494,484,709
bvsjnoem,0.432,0.369,102,1512
hzcgsdmd,0.39,0.842,354,583
kgpsowjh,0.385,0.208,897,977
brnqtabn,0.576,0.65,407,807
rcnoymvh,0.732,0.733,149,958
yhtgwcpl,0.684,0.217,503,1221
iohbunhz,0.694,0.464,439,1036
vhauppdn,0.481,0.422,287,495
seddmmzg,0.481,0.481,549,720
hiopvvef,0.481,0.5,614,1206
laymegti,0.474,0.439,352,1779
gsnivgjy,0.469,0.458,0,1994
tqimdpqf,0.469,0.589,742,1909
kjrpvxoe,0.481,0.867,741,909
yxsxnsyj,0.387,0.942,90,1682
thidyuql,0.398,0.911,57,1522
kasprydy,0.41,0.994,487,1626
oaqnccwh,0.478,0.508,276,798
pqtfblzy,0.458,0.456,17,135
bxnuyody,0.449,0.414,421,1258
nenukasz,0.481,0.714,458,1044
odlkakjz,0.521,0.736,368,1169
cdydiqrb,0.675,0.014,800,1551
liuqdixx,0.692,0.5,754,1377
kfrlpuvk,0.479,0.375,349,1748
yjndjhhl,0.478,0.453,188,1233
rclaqzbq,0.475,0.772,485,749
qnsrvbwi,0.511,0.683,321,1596
czvoqfqr,0.419,0.042,420,1657
nvddyual,0.473,0.525,426,625
bjnqxfpr,0.471,0.383,320,464
lvwfgubp,0.659,0.664,313,1511
ysqhkpmy,0.687,0.322,633,1292
awnuxkeg,0.69,0.278,207,1255
oxzdmmdh,0.476,0.281,603,732
tipdllvs,0.475,0.575,734,834
jxbugnge,0.464,0.644,710,1509
apsxmsgn,0.396,0.331,431,479
lkaafqyx,0.391,0.003,51,1516
ipeaxzgu,0.398,0.936,885,1267
adwnjxvh,0.413,0.925,488,921
hbzthtgv,0.602,0.867,201,454
rukqffob,0.756,0.189,881,1427
ehjaecql,0.684,0.528,200,1327
zdnnvdob,0.666,0.114,883,1081
lskrnqmp,0.733,0.864,944,1759
rimxgncu,0.669,0.186,841,977
spjwbims,0.468,0.392,171,1218
sabdpdhs,0.468,0.453,452,1878
vdrlahit,0.488,0.539,965,1303
mnistfax,0.511,0.675,722,1936
hnismiab,0.403,0.9,72,290
jfcqblwg,0.405,0.081,196,1412
rsrmpmzf,0.429,0.936,350,1250
zdjvciqe,0.733,0.969,96,1496
kufahnil,0.671,0.069,987,1137
etclvozi,0.667,0.9,698,1803
wdgheefd,0.758,0.172,649,1039
dvhlzefx,0.703,0.569,891,1677
dbzhlycw,0.481,0.075,977,1443
eivdtzrz,0.468,0.25,264,446
hfwqronc,0.505,0.467,667,1656
pblfvsvi,0.408,0.106,758,1150
ucajayjs,0.424,0.919,889,1952
tkebbqta,0.73,0.961,547,1523
fhyadnla,0.755,0.244,222,651
qowiusep,0.655,0.511,853,1049
iddwqjpj,0.676,0.536,450,1571
datxaabn,0.536,0.058,359,1776
jvclqymg,0.483,0.081,550,1656
yjmhxvni,0.46,0.697,858,1532
tlnjcbzb,0.492,0.622,585,1013
wispuhod,0.496,0.589,487,1284
phnuuipn,0.398,0.403,6,771
romejxjt,0.396,0.369,840,1379
ecnstoxn,0.405,0.969,416,1360
uqmptujy,0.684,0.086,928,973
gdeberqv,0.518,0.203,584,708
oyytwtjx,0.473,0.719,465,562
smfegnkm,0.492,0.525,566,1200
rbtlkooc,0.415,0.406,194,1056
qcqesyaf,0.398,0.95,338,1916
raiwdahg,0.41,0.125,440,474
hczzqpzh,0.608,0.731,165,1797
ymombydu,0.666,0.55,434,809
pdppnstq,0.757,0.228,48,145
nwjzehwd,0.752,0.25,65,215
pkqashtw,0.664,0.269,52,1541
pchrquov,0.587,0.425,341,1226
nkkmfdya,0.664,0.442,513,1759
tckbwyfq,0.477,0.689,314,1102
jkgpcauh,0.484,0.533,177,214
ofxrfcqp,0.396,0.869,126,1068
pemeczgj,0.42,0.931,53,218
xrinazqg,0.444,0.872,598,796
qxuipmxl,0.702,0.075,292,1963
fkyvdyrn,0.697,0.019,198,1122
ykwuyhlr,0.622,0.706,6,1833
vcijpvgx,0.502,0.1,946,1166
xdhzkhtu,0.461,0.139,173,475
attvpsgs,0.471,0.725,438,923
lziozrzm,0.406,0.881,907,1737
qvxszdkw,0.41,0.886,200,925
kejhfgjc,0.426,0.131,236,849
qnudvbin,0.418,0.942,506,1804
ntdtgqek,0.42,0.95,497,970
gldeyupp,0.442,0.847,197,1144
dsywvcfk,0.592,0.633,846,1595
wlyihzpb,0.46,0.925,704,1650
atsantkg,0.463,0.736,794,1196
ivdoviwc,0.475,0.703,609,1572
txvjlbcn,0.478,0.642,559,659
wspsnebp,0.419,0.878,986,1960
xfufqafa,0.423,0.878,925,1381
pwpoqvun,0.438,0.9,218,1132
kypqmdct,0.689,0.942,860,1902
zzershgr,0.758,0.289,420,530
bockwpak,0.661,0.428,492,1988
lbaanhzo,0.646,0.444,617,1127
oipxlqwh,0.642,0.681,0,486
bpmsyprh,0.459,0.292,351,1075
ahnhjlcz,0.463,0.733,427,1226
tngxlkot,0.411,0.903,861,1450
njdiovke,0.426,0.992,153,1744
ucbpfjoy,0.729,0.506,287,1233
nhqyzizs,0.619,0.714,177,1784
qszuvrid,0.75,0.844,810,1464
cwelucjg,0.678,0.061,839,1447
xhkqjrzn,0.667,0.522,118,365
gksxgbkw,0.635,0.458,991,1616
atgwayeq,0.714,0.819,483,1407
nigcakqe,0.729,0.889,78,1716
bmclncdw,0.561,0.175,782,1353
nylsjpsg,0.428,0.881,570,1681
dnhbeiwr,0.437,0.933,806,1954
gnycxysf,0.446,0.95,345,798
obuhqclk,0.716,0.589,379,1738
klxqznic,0.66,0.278,928,1356
zsehvsxl,0.604,0.169,910,1957
iufmktnt,0.429,0.897,688,1026
pmrvdcgy,0.437,0.956,424,1106
pgrrqsia,0.749,0.561,490,1194
exfwwtgv,0.761,0.0,958,1285
nxwefanl,0.759,0.25,149,1868
cxnjjaff,0.458,0.092,147,1383
ftzhpthn,0.439,0.458,897,1033
vcwzxngu,0.427,0.872,79,1496
eawkjfdq,0.447,0.914,500,1987
wieurevl,0.453,0.9,542,545
eyfvtgku,0.452,0.106,934,1242
dzlcrali,0.759,0.269,384,1924
uvqzzfgg,0.646,0.672,323,1284
ethudfbc,0.425,0.819,33,913
zogbilog,0.634,0.653,726,1722
ssmuscsy,0.686,0.911,557,860
evkwgfjg,0.704,0.922,154,894
pnxfeuwr,0.738,0.836,660,867
ucpnmjte,0.491,0.017,53,1053
zmpndfaw,0.434,0.836,67,1133
bcfcfhuq,0.438,0.883,889,1064
lxzjansa,0.441,0.894,882,1803
nahflvsn,0.453,0.931,448,1529
ffhkhrjt,0.666,0.983,655,1311
cknhhaxf,0.692,0.906,668,1347
pyhxkche,0.76,0.208,465,1794
toxdmmah,0.617,0.408,414,503
athghsih,0.651,0.75,179,1665
uztlukqx,0.429,0.061,860,1103
iwcwdwpt,0.442,0.875,808,1954
xhnwyrnc,0.45,0.95,456,1217
foavwahk,0.522,0.033,85,1564
oajpnxdz,0.619,0.019,404,1962
auitqeky,0.762,0.161,343,810
rzjwtrvj,0.654,0.136,721,911
biabphsz,0.643,0.225,669,1133
adheljyy,0.42,0.964,430,565
dtmhhmcs,0.419,0.861,130,1541
kilsriwl,0.434,0.847,344,920
wewvlhhv,0.44,0.925,395,871
jkmavten,0.541,0.717,743,1087
qnkfvddd,0.763,0.158,139,1920
pkazngqk,0.579,0.425,696,945
zgbgtdbc,0.527,0.125,291,293
zpafyvia,0.451,0.858,701,1290
vqxmjvpx,0.775,0.153,269,1783
ynqhnvym,0.458,0.233,749,1191
qyphsrae,0.759,0.761,563,1145
ukugzkok,0.767,0.206,312,1661
ylvwbqth,0.59,0.678,754,931
rgqcvvrb,0.637,0.167,621,1833
rocpermd,0.438,0.817,173,437
wnrwwomr,0.442,0.939,738,1203
ykhvwfqg,0.442,0.028,59,1020
orbxptdd,0.723,0.719,37,1079
nowizqbn,0.59,0.497,938,1584
rcnzekzs,0.612,0.406,900,1372
nirrbmkx,0.619,0.172,679,926
axukmokd,0.431,0.075,396,1404
hcufjobj,0.552,0.092,116,1369
ucosrtya,0.613,0.664,946,1206
ofcladis,0.731,0.014,271,445
shqrugmq,0.768,0.708,889,1481
phczlfuj,0.771,0.272,23,1280
iyceewkf,0.769,0.261,728,848
rivmzwcc,0.611,0.531,817,1961
iaadlhfj,0.433,0.022,473,1167
sbysnvud,0.424,0.906,401,1806
qhviudkj,0.437,0.803,496,1695
zltduchd,0.441,0.797,164,1254
ugowehed,0.733,0.75,815,1827
txfwjhfk,0.619,0.142,126,1565
xaomzwmb,0.434,0.086,560,1236
sfbopsya,0.442,0.797,64,1583
avrzlqem,0.446,0.9,901,1778
ohxlqzzq,0.715,0.981,143,581
vntzmdsp,0.721,0.094,174,1015
obolmmfj,0.559,0.097,403,1023
mdgkvuvl,0.44,0.8,962,1606
wfwfpcwl,0.445,0.792,736,756
rkihfcob,0.449,0.917,610,1265
alpcvmzz,0.451,0.961,807,1488
hunwgueg,0.566,0.886,243,479
goijajpe,0.581,0.719,707,1725
tmbhphkf,0.658,0.811,838,1411
xpcimzjg,0.684,0.7,17,437
imrlcmxj,0.755,0.017,676,1869
goyhsedu,0.581,0.572,702,1648
avtiwnge,0.44,0.944,261,283
vbyhykfu,0.592,0.633,413,1328
ctgmujup,0.767,0.45,544,729
hjbuphur,0.442,0.025,400,850
gvdhjhdn,0.433,0.986,686,821
xplgknyh,0.55,0.353,691,819
watrpvae,0.603,0.811,803,1473
vunngkmz,0.435,0.944,690,1081
ddeirpoi,0.436,0.953,835,976
yoqtwwuq,0.571,0.864,271,933
aoinhris,0.75,0.011,423,1113
zqxzldfy,0.567,0.058,363,1808
ejqbzgib,0.444,0.064,782,1485
uyqvccgv,0.736,0.886,110,590
fszqwmpn,0.76,0.65,337,1345
jnatvrik,0.586,0.117,890,913
wtinlgts,0.531,0.55,792,1863
ixqmrijc,0.589,0.186,936,1564
oegvwywt,0.57,0.011,742,1865
nryiwzit,0.51,0.067,310,1175
qrgfookh,0.574,0.036,677,771
bypnwujj,0.753,0.936,65,197
amlpvbql,0.622,0.097,287,1515
tqkwsiud,0.492,0.322,389,680
ydgorqul,0.672,0.842,300,1341
wokhsdfu,0.695,0.917,102,1271
hfdyiukg,0.706,0.8,57,74
sngqpuew,0.742,0.939,746,1135
dfexskyz,0.448,0.092,908,1399
qivcqlqs,0.646,0.819,397,1663
opdqpien,0.513,0.186,28,501
zygkmowe,0.765,0.794,245,843
ycfowtuq,0.769,0.8,935,1528
uouidaih,0.608,0.131,437,1343
pvvdresj,0.45,0.036,913,1783
fvhblelt,0.589,0.828,326,762
xdwblcvn,0.668,0.792,543,1127
ybycjqaz,0.67,0.825,598,1516
oyoiedmx,0.726,0.861,908,957
bfwntyfw,0.65,0.019,424,636
vrjxdbhu,0.515,0.525,900,1259
otadrrnj,0.556,0.636,721,1107
ktqkawji,0.451,0.125,265,1877
emsvpvgx,0.45,0.011,309,1772
ilvidbce,0.45,0.972,203,1730
oizfwfnd,0.551,0.294,761,1646
oxsnsaep,0.492,0.208,170,652
zprnboiu,0.558,0.019,181,286
gfiovquv,0.586,0.964,226,376
mcslbxco,0.701,0.647,661,1210
oibrbuks,0.762,0.864,935,1598
flusktrm,0.699,0.144,368,1584
bhwybxlu,0.55,0.303,972,1313
ihvswxgc,0.533,0.236,824,1133
ayaftegg,0.763,0.842,367,1304
kjwmdkhr,0.774,0.875,658,679
klyzwykt,0.558,0.042,920,1002
kwayqrlp,0.548,0.069,684,1015
kcgwqkgj,0.593,0.031,340,1947
juvwscwd,0.773,0.864,187,1774
aqobnnhe,0.643,0.258,574,1136
kiblverb,0.756,0.797,544,1041
folnxqzy,0.517,0.208,137,633
vsounyvh,0.544,0.906,699,728
wvuwtivs,0.465,0.172,288,867
fuillmxc,0.727,0.786,534,1836
ynvjmiyg,0.761,0.675,384,1610
yddcswwo,0.757,0.797,534,703
gbfcolht,0.507,0.494,841,1781
tcqsiosz,0.555,0.572,78,1003
cridltct,0.696,0.681,19,312
wzkuatxl,0.701,0.781,200,1207
gghwrpig,0.7,0.194,120,548
zrddimic,0.6,0.178,714,1574
nvvsvodw,0.585,0.069,716,1629
htpywkeh,0.601,0.875,999,1644
olprtbhg,0.76,0.836,483,1633
ndmzhqqw,0.706,0.358,803,879
cltaywwi,0.765,0.847,345,1022
tnmmcato,0.666,0.289,561,1216
lqmpugbu,0.548,0.447,755,784
zctxuvfj,0.765,0.897,281,782
maalglsi,0.712,0.156,639,1318
udchifei,0.576,0.836,554,1799
ayujhzhv,0.778,0.861,903,1820
grecnxpa,0.691,0.292,809,1145
littvrns,0.71,0.222,899,1099
jzkbialb,0.701,0.083,960,1883
kfcqnlwi,0.543,0.375,442,865
rtszeplh,0.687,0.55,401,1930
soehgrng,0.683,0.267,321,970
kwkdjjzm,0.681,0.531,925,1750
rochhmoo,0.686,0.317,567,1203
baburnpr,0.771,0.447,857,1444
nvgrmjka,0.541,0.289,219,1180
xeqjfloe,0.611,0.083,351,895
fzargvkb,0.543,0.114,224,1445
arxbnwwz,0.484,0.889,901,1996
mtpcxhdm,0.52,0.072,240,656
btinluek,0.665,0.169,639,1784
mmwnsowt,0.54,0.072,243,327
anbjntys,0.623,0.106,215,1450
psrmpdsy,0.582,0.219,891,1158
lklxrtyq,0.486,0.794,666,870
fytunitk,0.604,0.022,868,1127
hrdliqkb,0.513,0.911,107,1817
alypsxoq,0.527,0.847,195,1539
uqnhqffj,0.716,0.625,851,1706
dagzfsbp,0.755,0.392,54,792
jvjfhrer,0.589,0.325,527,1815
xidyqakt,0.567,0.108,299,1756
pqeoygmn,0.669,0.092,931,1634
tjsfstje,0.613,0.853,352,950
lrsiqipy,0.609,0.922,233,1781
mocmysgp,0.678,0.106,599,1588
vjzvresb,0.544,0.039,938,1218
saztbkzk,0.712,0.028,421,432
djevbkjb,0.52,0.808,479,1796
wdbkccyr,0.645,0.811,995,1899
vrvclbbr,0.724,0.564,62,1692
snpmarpj,0.728,0.5,364,448
ofuumhww,0.65,0.389,208,1157
zpnvryzj,0.591,0.342,157,1586
cbrtzxzg,0.585,0.194,585,1897
xsnbtqpz,0.696,0.208,104,109
ijqdzogw,0.558,0.894,469,1464
tdegdjzu,0.615,0.669,398,571
arfnrnwr,0.622,0.875,13,1296
fjpnfaup,0.61,0.869,62,797
zkqbehrt,0.516,0.094,715,1758
xblqahvr,0.742,0.078,459,1942
fwwsvwrr,0.677,0.925,860,1000
eawglvsa,0.575,0.986,970,1794
tdpxjhfv,0.635,0.169,921,1006
nkfitscy,0.539,0.217,884,1363
snxiunyy,0.678,0.725,596,1777
ygvbpowo,0.677,0.308,291,1273
bupomwvl,0.579,0.039,301,1049
dkijgfed,0.528,0.992,500,992
rtinaviz,0.734,0.817,541,1748
yansrriu,0.595,0.0,906,1664
nidsgwal,0.63,0.411,894,1009
xtifpkmi,0.518,0.203,322,1737
clvqyfer,0.5,0.689,29,1393
zlipjtdy,0.667,0.586,465,1250
cqamlwzn,0.673,0.511,769,1201
kvhzydcu,0.597,0.039,929,1094
uudknjur,0.63,0.339,658,1729
inrxtqxb,0.632,0.403,139,303
poomtbeh,0.611,0.006,724,1112
rwxzxnrd,0.64,0.494,374,1484
mqivdpyt,0.772,0.361,131,648
aguyzzby,0.752,0.453,680,1570
cvdtmhut,0.565,0.175,935,1750
ogqrtvqj,0.508,0.183,151,463
mywrdvvt,0.61,0.761,961,1999
yexmmjdh,0.637,0.469,781,1524
nnkxqqwt,0.788,0.403,971,1101
pkyxjrea,0.771,0.344,893,1466
oqzwqlpr,0.624,0.489,36,1548
ansatbrv,0.586,0.108,183,1304
pqyqlnso,0.657,0.592,64,675
tzefhoea,0.681,0.753,148,1238
amugaqjf,0.787,0.375,251,1891
lzjuzxjl,0.604,0.95,554,1950
wesqgivf,0.661,0.117,532,1823
zwmpkmnk,0.614,0.519,68,1589
mfvmzywn,0.617,0.539,714,1938
qgdgeftx,0.768,0.506,632,742
sbvxzxhj,0.766,0.408,41,780
pnltdnau,0.764,0.447,916,1927
bvangajj,0.761,0.469,42,80
qxnchrdo,0.755,0.633,927,1915
wnubewej,0.768,0.7,508,1518
yevrcyyu,0.784,0.356,999,1874
gudkarlh,0.678,0.822,564,1156
enxxgukk,0.657,0.097,959,1323
jmyphlie,0.783,0.333,142,1826
atvnvcls,0.764,0.425,546,1366
ztmojtyf,0.621,0.475,390,597
vyoivrov,0.563,0.65,872,1904
utcemqlt,0.625,0.397,965,1752
dgtlzdrc,0.63,0.592,164,1252
fiuhyjti,0.735,0.706,505,1318
nmeluyvv,0.768,0.7,189,783
juevvook,0.799,0.308,444,1115
ypadnzpc,0.754,0.422,194,1548
gctugpti,0.692,0.278,47,1076
adkplyrk,0.621,0.403,238,1129
qwxabjnv,0.608,0.986,340,1481
frjbntzm,0.635,0.453,910,1253
boxfhgxo,0.736,0.722,678,1607
hqybvhvh,0.791,0.292,909,1908
uvvnijaq,0.759,0.361,693,711
imdwdqxw,0.705,0.467,376,1138
ugmzoogn,0.681,0.225,355,1912
mfyddfrz,0.635,0.039,197,278
kittzkzz,0.766,0.417,22,975
zqbhfldl,0.762,0.419,787,922
vpmocuom,0.61,0.961,258,633
ehmbjplm,0.574,0.308,227,432
jqzkvpwb,0.573,0.981,635,680
mluzqjvz,0.655,0.506,99,1576
klhfvjwe,0.689,0.736,904,1453
cowlmlrf,0.758,0.636,253,711
hrxtgayg,0.8,0.303,98,1423
ujcyxazg,0.778,0.325,975,1113
rpmqieur,0.691,0.494,375,1293
pxnfrbez,0.69,0.481,275,1908
lfpguzoh,0.622,0.169,473,1935
zinoqcrf,0.611,0.808,978,1297
dafsodxo,0.567,0.136,843,1536
nvfqmiax,0.665,0.8,622,1964
qbdxghui,0.735,0.7,299,1213
qybjonec,0.745,0.583,759,768
gxxxxgyz,0.787,0.275,559,1088
vucyevvg,0.78,0.281,0,472
wzwsvour,0.735,0.325,839,1505
kxleovfr,0.76,0.408,753,1930
lmnffegp,0.696,0.422,470,823
xhpksoqw,0.565,0.392,245,1362
uqtnmesd,0.755,0.675,119,332
diaspimq,0.765,0.675,593,1543
ddkdfmtj,0.776,0.272,139,968
dlhdonjb,0.681,0.353,573,1846
zqnfytrb,0.651,0.308,235,623
uuvfybks,0.627,0.981,994,1924
bbtqscgt,0.764,0.286,546,1656
ecqwtrfu,0.702,0.35,963,1776
iuznjcnd,0.682,0.258,9,406
aaqbqsoy,0.598,0.586,241,467
phljvxou,0.738,0.514,485,1279
wttwasmy,0.756,0.769,214,835
ytdcpiqg,0.762,0.286,593,605
yywmlttw,0.673,0.436,502,1359
gdbfnwzh,0.671,0.433,122,1601
qzsffjkl,0.621,0.186,420,1144
huxnmhuf,0.74,0.703,899,1898
pydwbdcf,0.773,0.3,829,1244
pcawgzac,0.675,0.131,392,1331
ltrcwbgq,0.639,0.225,554,1325
vzryekyk,0.602,0.25,720,1278
svncujyv,0.755,0.781,616,1980
fvgnbuuy,0.733,0.281,248,304
lvvdhewq,0.695,0.061,657,1564
tjybhlzi,0.802,0.314,544,563
aheyxdda,0.747,0.203,110,1018
hmrkgwuv,0.639,0.944,381,1230
tiyzavkn,0.622,0.778,256,1018
awwsitwh,0.697,0.669,335,1628
xeiwtrik,0.748,0.761,27,333
cklntudb,0.613,0.386,332,1278
bzvtcqby,0.829,0.306,341,567
mxedubdz,0.748,0.242,11,1786
bjzwbxke,0.728,0.339,380,1539
lwdkoode,0.553,0.603,43,297
rfqfktzq,0.724,0.231,973,1365
vokcjblh,0.638,0.969,140,1404
sbalmtaq,0.844,0.308,6,986
qaynhgvq,0.729,0.267,16,1401
dhtyzvrf,0.63,0.506,198,1266
flumjzam,0.492,0.147,62,621
afhtozdv,0.69,0.017,150,909
pfllswbl,0.686,0.875,528,1365
zfbyuadf,0.627,0.378,586,724
oigrdxkx,0.608,0.25,589,1076
httqzzxe,0.823,0.303,425,824
dwivtval,0.649,0.422,312,1382
ukjjlivf,0.64,0.403,792,1687
ogncvxhp,0.596,0.825,824,1848
qpngvmlx,0.738,0.775,988,1531
eihzmlsl,0.782,0.294,106,1649
gblpuwuh,0.752,0.189,676,1993
jttpvrpp,0.742,0.172,835,873
dlvmagpq,0.51,0.114,891,1118
dsroxfmx,0.586,0.694,81,993
jyiucmfx,0.596,0.433,818,1193
skdwkoga,0.756,0.828,745,1506
aghpuyis,0.788,0.347,803,1726
fqpaznjo,0.755,0.167,312,1382
jqblrbxn,0.753,0.167,770,916
lgundenk,0.751,0.183,680,1992
eknhhqes,0.738,0.219,812,1691
jymjpuvx,0.603,0.425,326,1606
ofkpfzlb,0.62,0.917,72,634
wchlauki,0.694,0.672,339,1900
qekztogd,0.808,0.414,130,1203
nwoqnbla,0.618,0.067,974,1142
mmldgktx,0.843,0.281,760,1028
nrhrqlke,0.749,0.172,729,1365
ejctmywu,0.746,0.175,450,1884
tmleektb,0.622,0.419,958,989
hqpmuduk,0.604,0.414,767,1967
kzryycdt,0.704,0.675,375,895
wiuiqlcf,0.75,0.319,444,1916
rbdoahui,0.745,0.289,909,1606
kdjwwmsl,0.703,0.917,356,1362
zrvhxppb,0.792,0.297,585,1598
iyxgszif,0.77,0.297,664,1455
bbwnanzb,0.753,0.144,267,1595
untxfyyh,0.665,0.269,518,1287
nahhphga,0.767,0.867,234,1552
poylpniz,0.816,0.453,845,1338
fzipmroc,0.794,0.422,600,1015
iestyzvt,0.719,0.119,57,182
wjfajizb,0.773,0.25,71,943
itzmiczh,0.737,0.286,848,1326
fjwxvnqj,0.732,0.375,2,1832
fmgflmys,0.587,0.364,918,1112
enniyznr,0.565,0.169,549,1153
lpsnhbhk,0.647,0.153,444,956
rdthqqqk,0.637,0.208,328,1205
apmrnlra,0.56,0.697,962,1306
efgszkhs,0.653,0.528,831,904
wfharzrp,0.781,0.389,635,854
iebuhowr,0.7,0.903,328,645
sighejbl,0.727,0.05,31,1657
nodvzvhe,0.725,0.036,592,977
llcazcyf,0.687,0.325,793,811
wjephwto,0.63,0.103,343,906
yamqrxhy,0.703,0.75,938,1158
fvzsmmxi,0.78,0.422,807,1544
lvbbassg,0.752,0.367,903,1180
egejnovp,0.698,0.942,599,635
pkbtlngp,0.695,0.283,229,1267
pijkfkyd,0.621,0.858,925,1242
xhjraypp,0.81,0.225,96,666
jysujfvn,0.79,0.247,754,1130
hrnnznhc,0.784,0.258,800,1043
dwcbqkhh,0.774,0.256,838,863
fxuzsqdb,0.76,0.144,627,893
umrpjseq,0.731,0.286,991,1384
nxvagetu,0.616,0.331,272,1305
ufkhpmrd,0.642,0.242,896,925
sznmpvew,0.485,0.183,372,1998
