name,elevation,aspect,time_in,time_out
vvsmxppq,0.427,0.664,969,1013
xzotozia,0.49,0.642,507,1881
qcnptvvr,0.44,0.089,738,939
pqsnjezo,0.475,0.328,183,1250
serucihq,0.181,0.494,95,153
tbtsjfwc,0.179,0.308,105,1872
ciiyketr,0.17,0.903,259,1070
ceowflsj,0.061,0.025,737,1956
voberyia,0.056,0.025,636,1641
ryslzyql,0.055,0.125,300,1049
rwyovlyp,0.022,0.186,406,1650
ihyryqdw,0.561,0.278,474,1424
kecairtu,0.541,0.242,964,1784
mpbozipf,0.476,0.247,952,1087
avwvjtnm,0.456,0.289,944,1052
hpgjhiad,0.451,0.281,168,1539
hwwsaxje,0.416,0.244,903,1061
bfvwhomj,0.416,0.725,304,1140
ihdgjdxj,0.483,0.672,607,1362
zgkhkyom,0.49,0.728,151,1528
bbkrnaod,0.494,0.75,971,1129
pytqmpaa,0.512,0.55,733,1385
mhzamqnl,0.452,0.183,559,764
fdetbzmn,0.459,0.911,645,1047
xnojutdc,0.48,0.917,894,1675
fxkqjoxa,0.129,0.722,896,1691
yuhepvll,0.061,0.008,561,1438
gzxfmbtk,0.098,0.908,234,1312
lyrhodjn,0.118,0.058,236,1505
yagskvfi,0.095,0.169,481,1742
lzfowvac,0.077,0.953,92,102
jxrdzyyc,0.084,0.006,940,1329
uqaejfyt,0.486,0.222,386,1423
zseydycb,0.485,0.228,803,1462
qcgzqlzq,0.467,0.331,980,1132
rkhpsluc,0.464,0.333,613,1052
loficazw,0.403,0.247,68,344
wvnoczmf,0.386,0.739,384,690
yisnicym,0.392,0.733,863,1959
augyijdj,0.398,0.733,655,822
usxguwum,0.418,0.747,174,1097
vuofvuqx,0.423,0.758,141,1512
khoqqibh,0.435,0.719,513,1553
hqxrtcdt,0.446,0.686,927,1422
nwouhqki,0.486,0.756,466,881
bzqcyayw,0.515,0.881,698,1039
zoickfim,0.45,0.972,196,1035
ivanhass,0.477,0.933,749,1902
syocpflt,0.485,0.928,908,1950
ebcubaur,0.112,0.861,969,980
xfpjxmwq,0.093,0.3,245,1106
kyzzulkr,0.045,0.964,766,1318
qlmgcigz,0.07,0.078,979,1595
whfvlhqp,0.123,0.089,847,1566
bmcohjci,0.092,0.114,488,1758
rjhjikck,0.524,0.289,490,1426
mkboduki,0.519,0.292,584,660
dtmxobac,0.475,0.339,239,1403
mnlqwblg,0.462,0.336,825,916
vrugrtss,0.395,0.261,922,1200
cgyjtzis,0.418,0.767,330,421
lpwvatae,0.422,0.781,911,1722
qvnmhfvw,0.428,0.8,964,1468
cwligpvn,0.431,0.778,974,1176
ghvpoirq,0.434,0.758,241,1498
jiexznqy,0.438,0.747,884,1653
pfxuctmb,0.501,0.761,46,1975
jdinqzlt,0.522,0.739,368,1428
bbamgrgp,0.504,0.894,278,995
daerajjl,0.152,0.411,50,1052
nfsqqrrt,0.175,0.814,32,895
heecxjzx,0.18,0.914,937,997
xivdhedk,0.089,0.35,730,1538
asdfihed,0.135,0.719,507,646
jizdndoe,0.044,0.136,497,536
bcvqwopz,0.044,0.886,532,742
uxxtvuqo,0.053,0.953,588,1716
yqwapsip,0.1,0.078,973,1020
ayeuscza,0.106,0.119,565,1705
djxeuqaw,0.526,0.333,609,803
hjsrwaeh,0.509,0.308,244,847
ifvuqueg,0.469,0.361,625,1423
qjpsfzyd,0.441,0.236,860,965
akeuevuy,0.397,0.744,513,1205
ftykzzmd,0.412,0.747,675,1278
xxmumgxp,0.463,0.794,653,1590
yrhppfsr,0.481,0.856,716,998
zmsbwrhh,0.513,0.725,556,1316
sgerdvww,0.518,0.65,799,1649
qoucfcwh,0.519,0.689,23,627
srpscehr,0.499,0.147,677,1112
oonxxihe,0.532,0.039,261,1632
oqyqywdd,0.47,0.183,518,1851
crizactj,0.487,0.942,252,1073
ysbddirp,0.127,0.392,435,1547
ttmzawcc,0.127,0.042,80,226
jdczmgsj,0.122,0.981,605,948
nqoggdyg,0.133,0.808,926,1178
kfqctrbj,0.183,0.906,215,1316
msdmrtut,0.09,0.381,53,955
icnmajar,0.046,0.242,662,1415
ikcxapga,0.062,0.9,439,573
rzjynstl,0.052,0.192,661,1612
knoknhks,0.096,0.819,121,1974
ugfizban,0.102,0.814,920,1327
vpxbgiep,0.113,0.931,246,923
xjjtboih,0.121,0.003,143,1015
dtdouycb,0.528,0.342,616,1077
pubtzfht,0.519,0.347,375,1196
xdlnuxkh,0.447,0.375,282,325
jqzigdja,0.444,0.386,208,503
anxudnts,0.374,0.789,542,1818
hxqilbkm,0.38,0.772,628,1923
zcpfyico,0.397,0.744,644,1129
iphrtwpz,0.43,0.8,932,1807
ydlzqvqh,0.47,0.761,401,1739
jtmdfsdr,0.48,0.764,161,1426
hvjspuaa,0.489,0.747,875,1852
iayonavk,0.495,0.703,262,399
ubmfjimn,0.511,0.581,714,1357
srdwgvxq,0.374,0.108,865,1793
vdanymyt,0.489,0.956,868,1827
bqxwtupg,0.498,0.958,934,1008
smzlpdrw,0.176,0.294,725,1831
jkeppwsv,0.122,0.011,345,441
cjhhpbxj,0.117,0.131,598,1838
qqnouwtd,0.118,0.994,572,1374
zxaggmrp,0.116,0.081,874,975
vmnzkyux,0.097,0.339,914,1214
xqpnaojs,0.118,0.85,185,817
lhqjpdpi,0.131,0.236,58,1635
odykunyr,0.067,0.8,588,1980
dingojzu,0.115,0.761,520,1918
mhqrijyy,0.119,0.975,437,1039
kjmhvhjn,0.085,0.297,121,521
vihhqsmi,0.519,0.358,404,811
vqeehyvs,0.451,0.322,758,1106
bwjjjsuu,0.444,0.336,961,1918
pfkoydfj,0.415,0.325,473,1601
rernipiv,0.44,0.778,146,812
cnlgtgun,0.443,0.781,249,1549
iuclgqcv,0.469,0.725,314,717
uzopvted,0.489,0.758,737,1002
rnzairyg,0.516,0.761,124,813
sgqhczco,0.519,0.786,230,590
usbfeinf,0.487,0.908,276,1597
ykrjtcmn,0.505,0.936,113,633
ibkcwvdm,0.123,0.019,397,742
owswcdhx,0.153,0.028,36,1431
tzxtcbgz,0.147,0.058,412,447
fergkwby,0.098,0.867,843,1793
umpfrlhy,0.126,0.114,252,1157
icltsznz,0.065,0.219,177,379
lbvoprtr,0.636,0.194,152,1975
dzlqavgc,0.564,0.292,399,720
ssumyhbl,0.467,0.225,972,1938
hjusjaan,0.462,0.206,641,1636
grsqbxdm,0.433,0.328,945,1908
haxutobk,0.501,0.675,678,1216
anrthzdn,0.55,0.133,182,1114
tmgpdwmf,0.505,0.95,764,1118
uyznqfbp,0.137,0.042,845,1678
lkndydjc,0.119,0.072,518,593
ljbmqoad,0.159,0.861,669,1895
vdltvrbl,0.131,0.025,437,513
rkwzhyzs,0.074,0.064,764,1349
jldthqoq,0.06,0.094,379,1148
pevemwzy,0.108,0.792,729,1555
gnjzxmoq,0.466,0.206,19,1441
nujukqsx,0.459,0.236,774,876
ztxfauwy,0.443,0.267,472,510
henxwpkw,0.438,0.286,618,699
pgrayebw,0.431,0.339,160,969
lelocomh,0.559,0.208,124,692
qeadqscb,0.481,0.806,899,1324
ezfmjetu,0.506,0.989,402,1481
rvypaszn,0.14,0.025,246,1977
ncidzcon,0.152,0.803,1,1416
btcojkyo,0.14,0.075,453,1246
louhxexv,0.078,0.092,301,985
jmetholk,0.062,0.047,246,1660
rnjkckha,0.071,0.753,376,620
pzrwldjs,0.098,0.792,663,934
muqwlrwx,0.127,0.658,2,1189
vhcaufio,0.601,0.436,109,850
zncqhsps,0.478,0.253,603,741
yozkxjfz,0.472,0.142,821,995
nolyxwsl,0.472,0.15,314,412
jobmmfhn,0.47,0.2,388,521
beouxypy,0.459,0.297,353,919
xykmwexw,0.455,0.3,333,548
wevrduiu,0.451,0.306,679,747
rlvhdyil,0.437,0.322,700,1368
tybrdjnp,0.398,0.758,251,306
blsnkusr,0.528,0.764,565,643
dqxhnpct,0.509,0.997,431,1398
utjcvqks,0.512,0.947,890,1281
zjixatmf,0.143,0.067,697,1768
psxswvdn,0.134,0.956,169,1335
nzwzkmif,0.091,0.8,89,1660
zmnjczri,0.096,0.797,639,987
dponzqaq,0.043,0.092,969,1312
brjtspsw,0.083,0.969,13,1031
obyfgxlz,0.083,0.036,151,386
lvrwebid,0.072,0.064,262,1156
ximjcjcl,0.065,0.983,545,1825
pxyjhcep,0.082,0.725,975,1989
ioijsqef,0.112,0.625,442,511
koqbwtrw,0.701,0.472,478,1018
mgnnjpcp,0.499,0.064,186,276
ztaqnuzu,0.496,0.131,522,1625
ancglfdy,0.492,0.161,308,589
kowitzmv,0.479,0.167,235,1758
fxpdlpmp,0.439,0.339,423,1333
eszuphsy,0.402,0.758,862,868
tazdmmxv,0.406,0.753,203,1743
yxuukptm,0.382,0.722,578,1734
bnhjgpxz,0.512,0.953,27,768
dqhfhkfg,0.161,0.092,551,1952
marjdkac,0.129,0.161,816,1557
srojgytf,0.104,0.503,906,1137
uwalwxmr,0.094,0.281,240,346
nxsnccxp,0.091,0.169,392,1205
moxbcgpu,0.073,0.978,205,598
xryyfnhl,0.102,0.614,139,383
qzxcstmv,0.637,0.417,11,974
vyavxsbj,0.514,0.383,30,468
mmbtexbl,0.485,0.169,729,1436
pzybilsy,0.479,0.069,351,794
okdidjvi,0.478,0.136,980,1130
pwuaszby,0.475,0.2,12,1408
cduqylms,0.471,0.247,108,748
uxhsntdw,0.459,0.328,480,588
phsnqwax,0.454,0.336,747,1913
oyeoecqy,0.446,0.333,923,1556
fcamonlk,0.43,0.358,860,1336
vqewvolc,0.453,0.642,392,1679
nxsfnhhn,0.556,0.264,169,728
uoqgigpr,0.552,0.267,463,788
jdcxszwt,0.559,0.931,822,1409
iusxkdoe,0.155,0.969,660,1047
jjmvcszr,0.162,0.917,523,1644
iszpfuow,0.145,0.008,301,1281
zplddrcc,0.098,0.489,624,1302
waedyqtt,0.098,0.525,427,940
khltfsae,0.102,0.553,477,996
irbxpnww,0.094,0.272,749,792
bxxuxwsu,0.094,0.008,648,1409
bdlfrbsm,0.094,0.869,783,1547
ewhseygl,0.147,0.744,718,1716
ketkqpge,0.175,0.931,151,1380
wjwggdtj,0.173,0.075,712,761
wwezlclk,0.1,0.997,675,1894
ndqdjtvt,0.09,0.658,168,1809
iqqzcjvz,0.122,0.625,385,1148
nymptobs,0.073,0.339,778,1943
cokghsso,0.446,0.65,253,1581
iojyhedo,0.454,0.636,745,761
awmevhhs,0.557,0.222,436,1972
fueibwnp,0.5,0.036,308,1323
uhswegwh,0.176,0.114,593,1478
kqgbglox,0.158,0.981,254,299
kdaqfasf,0.155,0.119,113,451
aaaetzlc,0.144,0.142,124,1525
mykzmnan,0.1,0.356,421,1602
kaajynmy,0.098,0.3,615,893
ensqgbns,0.1,0.939,559,1207
elvyyisr,0.102,0.992,789,1764
omnyovnz,0.099,0.061,537,1979
ibzvllzu,0.097,0.375,342,633
hsgpafje,0.098,0.55,181,733
upyyvqeo,0.096,0.364,609,754
jvuariqs,0.093,0.386,878,1066
qhfsjgfe,0.095,0.789,799,1765
izcfeynb,0.095,0.825,688,1299
qrooyfsx,0.11,0.761,119,174
zkoehmmo,0.126,0.742,950,1984
xiuqyobj,0.089,0.169,674,708
txbzajkh,0.081,0.042,790,931
wqvmqumc,0.082,0.944,850,1890
uxtwuqqu,0.128,0.664,349,724
hvetfwmq,0.121,0.397,882,1630
zpgrkdpk,0.04,0.425,401,1283
hhhakxid,0.039,0.453,205,1413
qsacexfa,0.487,0.292,583,1615
wunyuszg,0.415,0.786,186,1760
dafbhccr,0.417,0.786,5,1263
wgdztqkz,0.442,0.639,960,1098
gnwcrekv,0.401,0.661,582,1247
gtdndcjv,0.163,0.017,362,1242
jjkyfibc,0.141,0.239,750,1423
rwjocfvb,0.113,0.214,378,1072
vpjwpyxy,0.156,0.606,677,1455
kxejpaqu,0.099,0.156,107,1753
lwjjniuo,0.102,0.894,221,1716
ctudsnqg,0.097,0.133,155,1943
otaehijf,0.095,0.5,318,1944
xxejrpmw,0.098,0.456,414,1252
iaawcrch,0.093,0.75,593,917
qjxsucyh,0.097,0.853,872,1547
wpkcbcun,0.089,0.094,718,1230
furbxqfi,0.088,0.981,47,930
ggdcmept,0.035,0.478,452,1970
dcjfwrhv,0.576,0.344,539,897
pdhphsyr,0.5,0.492,52,996
cvdfijfl,0.472,0.386,42,555
amxfcatq,0.458,0.375,715,1613
bohgsszr,0.413,0.372,332,1638
rlybgsoa,0.401,0.211,828,997
bzipuiso,0.424,0.794,104,1341
npacpjtm,0.441,0.731,264,1650
llrdzqcf,0.506,0.136,265,379
tojmdqtm,0.178,0.919,435,1552
ngiajcqr,0.165,0.075,685,1068
suhaovds,0.106,0.242,949,1739
zzefajig,0.104,0.286,746,1119
dopwfijx,0.102,0.844,530,1186
kmykwchb,0.098,0.111,790,822
eqriozhm,0.094,0.139,707,1102
cvkwgujb,0.094,0.281,929,1854
xymmwept,0.093,0.125,400,1661
kujtyzza,0.093,0.856,251,263
dievdqtw,0.097,0.853,987,1193
xplpjcgt,0.1,0.864,187,937
ohieeyip,0.1,0.217,636,664
oxkthrca,0.098,0.897,659,1290
mhjereno,0.099,0.922,252,1542
inywichv,0.053,0.217,210,978
wiecntam,0.498,0.522,493,1286
dyuyusac,0.475,0.389,891,1761
vrvsgwmg,0.44,0.756,792,1179
biwzjvtn,0.585,0.031,391,497
ahllmplt,0.442,0.114,976,1377
duoalbsm,0.398,0.942,151,1929
eiliotry,0.112,0.258,129,1963
sfhdhmdf,0.199,0.911,406,1625
hfircoxp,0.101,0.706,699,702
yptcknto,0.119,0.764,465,822
zgfixnah,0.099,0.097,145,1277
tctofqha,0.097,0.081,695,1154
egbxybgu,0.094,0.069,568,1023
lyfythoy,0.093,0.978,470,1650
mmupekko,0.099,0.875,555,1706
wjzgklyi,0.071,0.286,18,1324
hhossmsw,0.041,0.294,690,1909
llpkrsrz,0.036,0.594,708,1249
ndfzzbas,0.044,0.928,662,1169
pkzhdukj,0.065,0.019,71,397
ddlhaicr,0.094,0.883,891,1232
xzavagcz,0.135,0.067,769,1301
karjqbta,0.107,0.117,313,1467
nfmnqixy,0.109,0.053,444,1483
yxsxpmkm,0.125,0.667,797,1173
qkpjecau,0.106,0.269,70,258
vpwwmiee,0.673,0.581,320,1668
ujyvgziz,0.493,0.461,701,1856
qalrznsd,0.467,0.372,29,40
boaquxfh,0.427,0.375,854,1686
gssezynn,0.408,0.178,785,1301
oubmjyvq,0.435,0.817,24,1370
rxgmhzly,0.441,0.781,912,1127
lwbcgici,0.449,0.678,247,1187
xqbtnxox,0.516,0.942,773,1732
qfriplqn,0.548,0.106,28,170
omvsrihj,0.153,0.239,768,806
chszvxkq,0.102,0.244,238,1783
tzzlywfn,0.1,0.714,211,1873
szozgxch,0.074,0.975,709,1036
ceohperz,0.067,0.042,556,768
kriuevoo,0.127,0.861,658,659
rrctcpup,0.108,0.075,434,629
ucgcljoy,0.105,0.903,453,1910
wyafiiwf,0.49,0.469,442,1032
kaswwffk,0.463,0.358,610,1413
bidjkluz,0.447,0.344,396,910
uidbobja,0.432,0.203,217,1076
ahcgdxvt,0.428,0.319,857,1495
tpwnodcg,0.394,0.161,256,1554
gzdfydau,0.434,0.836,788,828
izetyczh,0.44,0.844,827,915
toxttdjv,0.444,0.786,487,1559
ooejcuqb,0.461,0.669,146,205
hdvqblgi,0.55,0.033,769,839
afjtvtof,0.409,0.753,830,1653
lnxgrpwe,0.193,0.961,888,1583
bshmuuwx,0.19,0.161,881,1131
txleuwon,0.176,0.256,713,1026
rdlcwlwq,0.171,0.281,871,1388
onuopfub,0.166,0.231,98,1613
vxxbbdqe,0.156,0.153,504,1247
wvrdhkbd,0.11,0.286,681,1599
ylpwhqzl,0.102,0.278,962,1649
etqvtwoq,0.099,0.714,817,1019
bonrooug,0.12,0.189,959,962
qbhbszzo,0.171,0.833,329,911
sxwicrgm,0.122,0.978,967,1338
fmukennh,0.117,0.992,194,674
zwgxusia,0.113,0.061,591,593
bmehiyvk,0.109,0.467,581,1600
metyjuie,0.485,0.469,774,920
ahhlpqys,0.475,0.392,229,1811
eusfjfqm,0.447,0.975,937,943
idhblepr,0.423,0.297,671,1403
bonfpiif,0.419,0.256,103,1823
cgebsbae,0.435,0.853,776,845
arlhssmp,0.445,0.906,499,700
wprnbcqd,0.455,0.028,307,1109
dzzkyrly,0.41,0.806,905,1114
xecionrq,0.167,0.092,185,836
sxvaayjb,0.2,0.894,13,1961
esyjkmqq,0.106,0.322,978,1409
zynjjfpg,0.154,0.778,531,1819
rhvvrrwn,0.107,0.272,393,1119
xfvikwkc,0.095,0.353,290,1801
oibnitcs,0.734,0.342,970,1830
rqzpusrv,0.737,0.586,778,1600
gwzvdplj,0.74,0.564,636,997
njpmoeei,0.479,0.45,709,1484
dzigsthq,0.474,0.417,732,1453
nflnjphk,0.465,0.408,138,1306
hghpmqdp,0.419,0.211,886,1914
udllpxeh,0.447,0.903,80,987
psorutao,0.459,0.706,457,2000
iibfwqbx,0.45,0.047,686,1590
ccfoheay,0.41,0.028,324,621
rjvfiaap,0.206,0.069,460,550
gkczavxw,0.203,0.986,503,627
vvejgkev,0.202,0.047,693,1999
bezqidbz,0.199,0.153,748,1308
czsgamxx,0.141,0.136,449,1285
rtcyujfq,0.132,0.8,70,1904
ixtoxxif,0.163,0.792,341,495
nkgtevuk,0.251,0.844,591,1382
wjvyiyaq,0.214,0.931,644,1053
lopzucdz,0.102,0.969,849,1084
aneldrke,0.104,0.903,785,1751
oeougshs,0.144,0.306,260,1578
vqtslvyg,0.064,0.847,273,1373
aapmqpsb,0.087,0.842,658,1936
ggjwotnm,0.045,0.228,896,1575
ouluwnza,0.723,0.4,397,1177
tatnzdqe,0.475,0.503,925,1349
zstczaeg,0.463,0.408,653,1322
quukudzv,0.45,0.889,373,1197
yqeuxsvx,0.455,0.858,150,847
tqduimwy,0.457,0.836,750,1795
unsdpsfg,0.565,0.792,978,1977
fehlsybq,0.516,0.661,92,335
htjfqnwu,0.114,0.153,421,605
zemccbit,0.126,0.881,45,1141
vicwgojh,0.21,0.786,532,771
tsqlucwa,0.215,0.969,862,1574
rrprblhl,0.103,0.931,425,554
hrhkektk,0.212,0.939,123,484
hectlhqq,0.109,0.231,700,1834
rjenifro,0.073,0.944,273,1742
tbxwwzmx,0.162,0.097,696,1221
cdbiddyb,0.153,0.072,725,1897
wswsbuaj,0.141,0.05,37,1200
nndhtlrh,0.141,0.067,778,1599
ohwtgbha,0.052,0.242,933,1286
xvwhejts,0.468,0.489,86,1344
xefkprya,0.469,0.483,183,819
fuxngzfx,0.461,0.875,972,1098
nylnsold,0.193,0.053,860,1239
jjtaqzme,0.188,0.092,516,798
cflzqlhv,0.174,0.119,421,1958
cvgriwhc,0.167,0.147,942,1498
hdjioscc,0.141,0.178,614,1218
trxcabgg,0.187,0.639,885,1439
fgqvauxl,0.22,0.861,786,991
rnormdmi,0.216,0.097,932,1015
ewwokzdb,0.109,0.328,882,887
pibmihsy,0.103,0.272,60,778
ioiwheku,0.217,0.075,391,1643
lqxnfmow,0.139,0.269,336,1104
xrfynklu,0.152,0.053,287,996
befiiram,0.15,0.058,882,1213
gogbtjpv,0.077,0.453,396,496
rbztrjho,0.715,0.578,684,689
lbgrkurz,0.718,0.6,611,1324
fifmjapz,0.726,0.575,238,1107
lkrqojlf,0.792,0.536,351,1503
npvlbexq,0.725,0.378,631,1848
yjlbcojn,0.463,0.489,398,832
cthapnsu,0.46,0.461,784,917
lsigwmov,0.42,0.861,211,1387
cuedywbv,0.186,0.247,621,1999
krsvtfpl,0.179,0.161,667,1225
xgjehngd,0.195,0.825,764,844
prmxdrkn,0.231,0.878,917,1879
rgelbhim,0.235,0.136,492,617
ppoxnlyd,0.166,0.828,99,370
fcuizonf,0.188,0.811,698,1162
onimeyml,0.135,0.364,234,1480
wykjqqvn,0.067,0.133,1,1596
jqsvazdg,0.03,0.892,824,1306
kqtqrthi,0.183,0.867,412,975
btoukrfp,0.152,0.092,782,1015
lehubnzr,0.737,0.542,715,955
jimroafb,0.455,0.511,186,1964
soywiwwk,0.436,0.214,280,731
gizpttre,0.535,0.736,265,1152
uwmyakgp,0.55,0.6,396,686
gqxkdwbz,0.508,0.008,23,1704
ziqhfbsp,0.134,0.072,221,1038
lkqfrqvw,0.15,0.919,696,1377
pkofonek,0.223,0.042,952,1929
engxadmq,0.107,0.742,724,1659
frdygfgn,0.113,0.725,484,1327
iifeobqd,0.164,0.917,66,1902
swwtoscm,0.133,0.336,958,1804
ozqcodbl,0.065,0.839,112,889
upskbcnv,0.076,0.186,67,1184
rnfkepev,0.133,0.761,894,1724
mslkrskz,0.191,0.108,552,1918
nqnzfdlc,0.165,0.025,714,1082
bngbmeim,0.175,0.867,598,610
iquartjc,0.18,0.094,562,1987
iyzlpzdi,0.174,0.092,573,1517
ljiwrfnl,0.086,0.214,798,873
plmzovrl,0.717,0.592,625,1706
hzizlifr,0.442,0.439,85,666
leazabie,0.475,0.864,338,1726
dzvnafqq,0.535,0.764,187,471
qdaxskat,0.536,0.8,247,973
bbjarrqi,0.538,0.783,785,1116
qfteytiz,0.543,0.706,65,163
hdphaojf,0.544,0.703,910,1731
gfgkmeoe,0.559,0.653,255,1330
slrdbhbt,0.168,0.947,433,609
pvcivvmn,0.252,0.903,253,1719
royjvyjy,0.236,0.081,428,1515
gnctbfxe,0.107,0.206,71,1717
hfuyognt,0.105,0.525,917,1057
ngfogpyg,0.108,0.636,680,1342
iogxdpla,0.15,0.703,567,1768
fhozvlrm,0.139,0.211,970,1404
ptfexbmx,0.066,0.936,476,1839
nzccorhk,0.108,0.208,833,1886
ixumpeve,0.09,0.164,908,1118
uxnudotx,0.052,0.889,429,808
yiimjqzn,0.196,0.869,331,812
avtuiiwi,0.175,0.069,574,1555
bywyljds,0.718,0.356,408,1288
suojbxwx,0.441,0.461,130,181
ekxsvcze,0.493,0.817,687,1265
mnyqnmck,0.52,0.708,37,823
ccwseudr,0.524,0.758,400,622
rhoyioxw,0.538,0.767,64,822
fixsnihf,0.557,0.733,512,1513
ddzsienx,0.453,0.889,739,1927
mkeherrl,0.151,0.094,77,818
fefwzqmx,0.116,0.7,240,1068
hqbndhzo,0.277,0.136,633,1921
xhgsezej,0.107,0.125,82,1202
qquqaxbf,0.105,0.558,491,728
ebkgthpf,0.108,0.6,256,611
lbgujjie,0.116,0.142,532,1676
hemqkfcb,0.082,0.183,425,1135
uoktniuu,0.05,0.872,730,1802
dyxuogfb,0.145,0.803,958,1533
vaxtoxfv,0.201,0.864,961,1678
aylxndua,0.71,0.456,211,1328
pndfpvlx,0.726,0.575,797,1522
mwzwsykc,0.435,0.458,645,1713
rrosrkjw,0.487,0.875,527,1286
pelmiqal,0.5,0.817,17,1919
aohhqaxy,0.509,0.8,957,1564
qlyzhfub,0.514,0.761,928,1751
wkadajib,0.525,0.769,774,1564
lrmjbehb,0.107,0.65,167,1969
ryhqtbyb,0.105,0.189,38,236
fenxdjyr,0.085,0.169,813,1346
oalcfnki,0.079,0.014,868,1659
nwuviarv,0.108,0.783,758,1968
pvjlpxjh,0.198,0.044,160,1373
eegohvqt,0.199,0.897,341,741
lldijgdt,0.193,0.025,747,969
fycpqave,0.194,0.061,81,637
llffvjty,0.097,0.153,702,1883
mznyoimn,0.711,0.619,512,995
pgrvwawb,0.509,0.772,26,832
vcvqhwen,0.574,0.811,32,480
ggltlqkc,0.424,0.878,624,1240
mvqjzslm,0.112,0.869,206,971
dbfhkdhb,0.174,0.697,158,337
eygwrnhe,0.22,0.853,591,1167
ncprpyga,0.104,0.125,263,321
djkfrcmc,0.105,0.772,828,1697
lfikdzdw,0.227,0.831,275,712
pgqkqncm,0.127,0.153,848,942
pygcgcgl,0.091,0.294,459,1094
puddjczq,0.045,0.964,43,1825
equemnes,0.088,0.867,482,1444
upczjtfu,0.211,0.903,352,1203
daafdzfn,0.209,0.036,716,891
rsurggtc,0.713,0.572,744,1756
aprnfbel,0.717,0.606,395,429
bfvqknbc,0.504,0.861,820,1400
qpvewaxl,0.506,0.819,193,1783
kitugywt,0.574,0.036,643,662
coexesnz,0.559,0.092,502,771
fzgekkuq,0.117,0.833,267,1530
nomwdjhh,0.279,0.189,808,1009
voprsrqa,0.223,0.344,722,943
dbcmpzdy,0.19,0.947,962,1417
ovackdhy,0.156,0.075,259,1947
ghnhtqmv,0.141,0.175,547,936
lhxajpxc,0.13,0.231,192,1881
iqpcthkz,0.11,0.283,62,1154
lkwacpam,0.098,0.272,444,454
whilizar,0.119,0.897,432,887
nigdpmku,0.087,0.097,726,733
kbmqfxpf,0.06,0.803,312,904
otzwkhzd,0.203,0.864,729,1564
ybumprxu,0.217,0.044,343,375
xoiaafsp,0.447,0.247,770,1040
hppetfdf,0.14,0.128,38,1930
gijssvwb,0.139,0.606,567,1099
oyykfyla,0.197,0.714,199,1182
ydymhydz,0.279,0.283,872,1782
kyfyezlw,0.251,0.192,146,1020
pfmehych,0.11,0.017,176,1762
espgaxyu,0.113,0.808,800,1283
olnjkdtu,0.2,0.828,889,1093
ixngtvcg,0.162,0.033,338,1991
wyeyakww,0.155,0.208,85,334
oxdqmkhi,0.143,0.25,831,934
vohxsjux,0.129,0.267,651,734
lbittgvi,0.118,0.278,605,1553
ipysebsm,0.098,0.25,868,1478
ymfihyht,0.093,0.036,298,1520
nhmvkwbs,0.126,0.928,922,1808
hcwfwcuc,0.086,0.164,755,1058
eynvlgfs,0.085,0.808,11,931
acbvkcql,0.223,0.042,216,1707
busdodnm,0.221,0.044,220,1301
cngjsihs,0.212,0.142,583,672
zmeskpia,0.088,0.108,163,579
mycvjhpd,0.711,0.622,861,987
cvdyjprv,0.515,0.825,241,492
igtxueny,0.564,0.047,355,410
xmrkrfkj,0.561,0.025,951,983
ebcwnuee,0.265,0.231,745,1992
pkkavwva,0.24,0.286,293,950
fcygnabk,0.111,0.211,359,1686
lxsrlwoi,0.184,0.711,916,1780
pzkjeazr,0.237,0.758,137,287
dbfuunbh,0.24,0.294,216,1200
eurfpnce,0.139,0.261,568,904
sibekicp,0.128,0.25,550,553
ujophwnz,0.104,0.267,53,872
gxbckbhd,0.077,0.814,164,1262
kcqaptqt,0.228,0.9,148,732
ztdizwvo,0.227,0.981,972,1576
gydqesxy,0.704,0.344,459,1401
zvkbcgbi,0.714,0.608,89,1636
qnmtutti,0.722,0.603,193,1674
mjwhjsek,0.763,0.617,440,1144
zzxqqhqd,0.451,0.258,217,1312
tegyrfho,0.455,0.0,933,1409
fysvejte,0.573,0.328,134,555
htblamik,0.561,0.111,13,1035
qhoctroy,0.43,0.147,495,1494
lrpknfkn,0.524,0.886,437,869
ygsuzbco,0.115,0.164,157,1040
tqrffcdq,0.138,0.042,79,729
vtxtmlmb,0.136,0.017,675,805
wkdlusqy,0.228,0.603,241,1958
wvhqztqo,0.243,0.692,703,1188
tteacqxp,0.262,0.639,289,1921
ecelbhkb,0.113,0.317,46,425
lmoyausu,0.11,0.728,136,1261
isuhanra,0.12,0.8,808,986
uaqwifia,0.181,0.756,93,846
ihpcszmx,0.206,0.964,698,1783
hoiepbbx,0.212,0.031,913,1177
repknvmm,0.195,0.1,688,1628
vdiezemq,0.177,0.161,94,1868
ooaaukmd,0.163,0.25,532,799
zsemnrpc,0.14,0.233,557,1915
oezujknq,0.119,0.239,904,1908
afzofxos,0.116,0.794,304,1951
etrkkpmy,0.12,0.072,713,1282
arrbjkht,0.105,0.764,214,1957
ipdmlucs,0.111,0.078,355,1462
czlnlkwo,0.568,0.1,770,1762
zspxgjjg,0.595,0.069,92,748
qbtpmewq,0.557,0.031,573,957
maidefaz,0.165,0.058,389,1366
qpffxscd,0.16,0.064,589,1496
dqxaqkxn,0.111,0.4,985,1448
lpfugzev,0.113,0.764,525,1500
