name,elevation,aspect,time_in,time_out
nmfskulw,0.547,0.481,495,644
fvkrvhew,0.545,0.456,343,1818
lkbgrrcu,0.543,0.439,902,1654
widefomt,0.542,0.394,192,475
ujxktslc,0.537,0.397,875,1640
mjqjrfjl,0.535,0.419,729,1914
rzexlnqc,0.534,0.339,719,1425
lijjxpqz,0.532,0.181,910,1142
bkfhvnwk,0.53,0.008,989,1648
azxoxhah,0.532,0.006,862,1005
ttsyjkbu,0.532,0.025,639,1317
rsemnbpk,0.53,0.05,255,333
kfpjyuvl,0.527,0.089,907,957
nrtxrhsu,0.524,0.161,263,1519
gljjaeuh,0.519,0.211,968,1185
aljdjudk,0.512,0.233,606,1881
llsspibg,0.504,0.25,551,1463
qbpvuytc,0.496,0.269,585,1339
wbudhkyo,0.491,0.3,350,516
rvggxfqa,0.486,0.339,625,1546
lssngtbs,0.484,0.361,206,295
ltmtxfpi,0.481,0.339,811,857
rijctelw,0.478,0.292,98,1649
slhfmzjm,0.475,0.164,755,833
epzsblgs,0.476,0.908,40,330
llsrbbiy,0.478,0.903,211,1201
rborolrf,0.481,0.889,801,1916
udkquwof,0.486,0.883,333,653
xuyqjnbv,0.491,0.886,561,676
gisvumke,0.498,0.892,17,953
wousobtb,0.502,0.875,674,889
berbxvgn,0.512,0.883,301,1496
laaqscog,0.519,0.919,889,1235
uhesbvep,0.522,0.933,852,1333
sebxrook,0.525,0.919,968,969
aepwwfsq,0.53,0.919,484,1298
rysxgcol,0.532,0.953,839,1187
iujfhkfc,0.53,0.981,323,427
vjjkfezm,0.532,0.994,645,1333
kiyadeyw,0.532,0.975,806,1550
lgaskjyt,0.534,0.006,993,1485
hapwbgcn,0.532,0.05,992,1433
kxrjidiy,0.53,0.036,726,1397
pnvwaiax,0.53,0.014,984,1460
mjbjlhbr,0.53,0.081,968,1218
stslfbnj,0.524,0.097,697,1025
ktpdfgud,0.522,0.044,377,487
yqmneloa,0.522,0.031,949,1261
plpykhxm,0.522,0.008,457,864
ysjsreki,0.521,0.047,731,1044
cifzpybl,0.519,0.083,832,1845
npcvvibm,0.514,0.094,458,1004
qdciaobp,0.511,0.111,743,1598
omexirqz,0.506,0.125,277,1361
dwzaaxyk,0.502,0.097,129,1159
oxzakdme,0.499,0.078,756,1622
zkiekjsb,0.498,0.064,864,1791
jocmirre,0.496,0.95,31,1559
yaikgsjo,0.499,0.817,146,1732
qdnnvdbe,0.504,0.778,294,1782
tqfgdxjk,0.511,0.778,96,610
hyedcflz,0.517,0.814,448,1775
zfxuhzjf,0.517,0.019,140,558
bbecewsl,0.516,0.089,981,1340
gujenmpq,0.516,0.147,659,1326
bmxyszhg,0.512,0.131,203,1013
pjuuxxbq,0.512,0.064,824,908
rjoxlphf,0.511,0.175,117,1789
vtjxglfe,0.507,0.156,291,761
kwwbferh,0.509,0.178,458,1434
wilklcsd,0.506,0.217,158,1021
iebecgyr,0.504,0.203,352,1704
qiimjqec,0.502,0.25,120,151
vnjqsnqd,0.501,0.308,729,1278
wlxmymuk,0.499,0.4,323,1725
dnawdovz,0.499,0.464,946,1627
ttlfiaej,0.498,0.414,509,1782
lqylukcg,0.496,0.442,503,1592
ichealzy,0.496,0.447,332,820
cegpdyfr,0.494,0.45,330,1907
jrjrtoos,0.494,0.614,712,794
adiewifj,0.498,0.625,421,675
azqwwjcc,0.498,0.625,441,1068
tntmykrk,0.498,0.125,216,368
qzhpsxax,0.496,0.194,135,625
fofwglyg,0.494,0.206,734,1916
mxiivewj,0.493,0.183,725,1383
rftcdlci,0.493,0.189,54,1618
otcrkrdp,0.489,0.208,149,312
uikbuqjc,0.484,0.206,767,1155
niwpxxmb,0.481,0.219,252,888
xljdcbqu,0.48,0.25,179,543
afcjlfef,0.478,0.144,770,1988
ltdmkwln,0.478,0.089,171,1548
clvpychh,0.476,0.119,174,1695
xtwvkzrb,0.475,0.125,695,1693
orkccvyt,0.473,0.164,122,1397
bxilmzix,0.47,0.186,31,461
ijfckexx,0.468,0.203,933,1398
tpyponid,0.465,0.244,913,929
nupdborm,0.463,0.375,24,1811
wxhspdbr,0.463,0.483,467,958
yhzqdixn,0.463,0.542,712,1552
jwzepolp,0.465,0.553,55,56
cwwcuzao,0.466,0.439,296,1243
kohyhnsu,0.463,0.319,466,1499
yqcniloj,0.458,0.283,273,1666
dtznknpy,0.453,0.306,795,1796
jeycisjo,0.456,0.281,670,894
ztwiggbc,0.452,0.228,102,338
mdkwvvdv,0.449,0.836,295,1729
wlwdqobq,0.453,0.819,190,1668
abcuswrn,0.456,0.881,946,1386
zkcevxux,0.458,0.95,84,435
clodheky,0.457,0.05,266,322
fzmzuuvr,0.456,0.144,338,1961
lhgzwrnd,0.455,0.189,242,1051
lebgxpiw,0.454,0.281,707,1285
jhkebprh,0.454,0.464,888,1881
detlryab,0.454,0.411,189,383
hjtgmkjx,0.453,0.211,39,699
uoibrcjj,0.452,0.125,738,833
xrxghfbd,0.451,0.156,729,1872
vcfikpjb,0.449,0.225,396,1154
prcxhnob,0.446,0.256,571,1880
qubiyzac,0.445,0.233,704,1948
pxhvqrkt,0.441,0.231,616,927
mbyiqutr,0.44,0.222,378,1641
zfwsrzbz,0.439,0.194,455,1954
olkvrorg,0.437,0.192,725,1063
lbaqewen,0.438,0.35,388,979
vztaydbx,0.437,0.308,60,875
kiwggloa,0.435,0.311,30,635
lcxbfrha,0.434,0.278,362,869
detajlzv,0.432,0.225,975,1451
igygmfly,0.431,0.144,892,1599
mslbxnrb,0.43,0.158,727,1909
ljabywdi,0.428,0.178,4,1674
yklkuvqs,0.426,0.111,916,1460
kmpvcssi,0.426,0.028,641,1264
jlczktwq,0.426,0.014,281,1403
vuqspiiz,0.427,0.103,45,1934
vtghhjdz,0.425,0.125,952,1274
dogulrts,0.424,0.097,3,1395
xitfottc,0.421,0.122,78,1568
qtemhkfq,0.419,0.117,783,799
ekbauepc,0.417,0.011,720,733
gsjvwrya,0.419,0.858,839,1844
rhaxbdva,0.42,0.989,534,1038
evzsmvpm,0.419,0.125,433,1595
nyucijbp,0.415,0.133,526,1536
rncfwywp,0.413,0.083,229,994
gkesamzi,0.412,0.067,75,1792
dvanpotm,0.411,0.139,196,1142
lswjumzb,0.41,0.183,703,736
ujdnazey,0.409,0.228,718,783
jodxafdz,0.407,0.311,831,1957
ihrmtrrq,0.405,0.322,463,611
txxntsox,0.401,0.339,719,919
mwadczvi,0.399,0.358,178,1944
jshdiuiz,0.395,0.35,474,1878
nzclcziq,0.391,0.358,764,1573
ucroftlk,0.387,0.386,410,679
rcoxdldt,0.384,0.386,223,996
anqtpifp,0.38,0.333,697,1291
intynhdy,0.376,0.206,514,1440
yzjvloja,0.376,0.011,457,1398
pchryisa,0.376,0.986,351,1297
divigafo,0.377,0.964,115,453
tvcybuem,0.379,0.933,870,1276
sxcbkkdh,0.382,0.931,995,1942
cwwkenxh,0.384,0.964,837,1948
odriztqb,0.384,0.003,349,990
tmhsrhaf,0.384,0.011,785,1591
qhopeezo,0.384,0.019,841,1542
wpboushi,0.383,0.094,795,828
zghhlvyc,0.381,0.156,515,1430
hpzdtmsb,0.38,0.192,42,707
mvzeizvk,0.379,0.239,331,1517
aizgnjqj,0.376,0.236,837,1084
oulgjsia,0.375,0.183,672,1518
wslazvrt,0.375,0.175,434,784
tsauxbzb,0.374,0.161,294,1364
brirjpch,0.372,0.117,212,1832
dyllrlcq,0.371,0.094,463,1260
oqphcbhe,0.37,0.094,495,1462
hzxxshfw,0.37,0.144,445,1419
kwhczzwm,0.368,0.225,720,1899
kzzjcpcv,0.364,0.317,436,867
agujnetb,0.361,0.461,310,1000
biaxmhxs,0.362,0.461,364,862
ejvxxept,0.359,0.453,177,1395
lvziahtk,0.359,0.453,208,1007
kvsjpcfc,0.356,0.408,484,798
yjepprwk,0.35,0.389,431,1653
wwyiimph,0.345,0.411,4,220
lprriopt,0.343,0.461,581,1126
aesyjamw,0.343,0.506,461,484
vrdpyjme,0.344,0.503,832,854
ormhitxw,0.344,0.414,579,1645
dxivcuov,0.341,0.333,956,1741
aqhwxgwr,0.339,0.292,916,962
pxyyxpzq,0.335,0.314,538,972
rqrgwagh,0.332,0.356,286,1626
dpxzytrr,0.329,0.336,289,1306
uhvplpip,0.325,0.275,863,1596
ogfefyhm,0.325,0.061,773,881
bwwaiuik,0.324,0.039,391,1134
utaghcnx,0.323,0.064,319,986
ksmqsotx,0.321,0.083,59,399
voxxzvpx,0.32,0.0,959,1047
guvtdwoi,0.322,0.925,334,593
fabawhef,0.323,0.933,826,1231
nndekhwu,0.325,0.008,990,1116
gzmrvrzk,0.323,0.094,305,1311
upjtkejl,0.323,0.211,712,1200
kvolidpt,0.321,0.289,252,1053
vhgyaong,0.317,0.339,152,1276
ynmunhgm,0.315,0.4,276,1480
ypohtkcr,0.314,0.367,233,452
xqinvaxu,0.313,0.3,387,1377
hbfvcysi,0.313,0.172,29,551
zrgdjrhh,0.31,0.172,206,1776
welgaumu,0.645,0.0,126,627
iffhrsrz,0.645,0.019,597,1236
yecbuhlt,0.645,0.081,777,1118
akzcopxd,0.64,0.147,251,1705
bmptsojk,0.635,0.144,453,906
crytikmv,0.632,0.222,190,1233
sxccqhrf,0.634,0.6,876,1378
hhepltup,0.637,0.581,113,1058
zizzbnen,0.637,0.517,983,1641
ybdhpvuz,0.637,0.522,980,1141
lbhuivaf,0.637,0.544,424,1222
edtqrryu,0.64,0.569,332,1070
rirklslq,0.644,0.569,441,998
zkocpeiq,0.647,0.506,634,893
opinutlz,0.647,0.569,528,1506
zedeeyku,0.652,0.597,536,1751
hqrjjckp,0.653,0.564,778,1456
agogiyqu,0.655,0.531,523,854
yhywcktq,0.655,0.511,236,334
tiwtufse,0.655,0.547,618,1823
qkbzpdml,0.657,0.544,770,1850
negwtepd,0.657,0.536,233,1746
wdipshyv,0.658,0.519,247,1389
gtwgaqen,0.658,0.517,43,1813
nqmmcrmp,0.66,0.5,639,1070
bveebxdq,0.658,0.442,369,1627
ppzejkkm,0.655,0.444,543,1134
beozswke,0.655,0.456,94,1999
bmhxpctq,0.652,0.456,553,927
fbovogvs,0.652,0.447,108,625
jakfnaop,0.648,0.425,793,1737
qgcevwff,0.645,0.442,772,885
lymyrnqk,0.644,0.442,844,1616
xdezlvtb,0.642,0.444,667,1848
irvegvwm,0.64,0.433,607,1085
qgrnvfkp,0.637,0.456,94,1774
amzehwxa,0.637,0.464,836,1795
xkyaznrw,0.635,0.444,639,1011
jhtmdeit,0.634,0.431,26,1648
vumwfyfp,0.63,0.411,529,1691
fznxwgii,0.629,0.403,650,958
iurcqoeh,0.625,0.375,149,1138
wjqyiyun,0.621,0.375,145,1898
lgtkekxr,0.621,0.353,43,407
hqetsgav,0.617,0.328,553,1889
jzogusyo,0.614,0.406,252,385
mjtxdafs,0.616,0.594,64,230
zkwgdlfu,0.616,0.656,549,858
iivpdtmo,0.617,0.689,37,1276
jzvcmhes,0.621,0.708,418,1390
mnesbprc,0.624,0.717,568,1200
jfxcvfwu,0.627,0.711,717,1482
afvuuwdd,0.63,0.708,693,1213
sonkdayi,0.634,0.708,488,689
rcfzwgps,0.639,0.692,247,1795
knnxvipq,0.642,0.681,938,1208
qheeduth,0.647,0.644,169,1589
qdomdwwz,0.647,0.544,546,717
rzchwhas,0.647,0.625,353,1994
dafvwzzx,0.652,0.622,8,1063
bfvirofa,0.655,0.606,912,1306
lmgoouyc,0.658,0.525,140,1283
cpjiioym,0.655,0.75,863,1936
przivnfl,0.658,0.75,596,1484
eydzxjim,0.66,0.75,106,1285
kgmsymfc,0.66,0.278,733,1712
taptojpl,0.657,0.336,878,1318
tfbpbhyb,0.655,0.358,576,686
fgeitafi,0.652,0.294,617,1036
qnchucsp,0.648,0.264,998,1985
uztkxhgg,0.644,0.375,979,1030
rjfplpgu,0.645,0.522,864,1998
jdvgafdw,0.645,0.431,685,1580
pzrqlrkx,0.644,0.497,248,494
wqcvazjq,0.645,0.539,773,1830
kvpyaodm,0.645,0.517,963,1918
pgnkqgph,0.645,0.542,524,1625
qiedtbcw,0.647,0.522,433,973
rpsedvzp,0.647,0.703,412,1906
juqxicib,0.65,0.728,608,1346
xuuzxvji,0.65,0.347,758,1503
rmejsuge,0.647,0.353,5,698
ilokblrb,0.645,0.369,538,1380
jmhwvntp,0.642,0.369,770,1447
ovgcgnmt,0.642,0.397,101,612
chncwofs,0.64,0.303,854,1631
kojfbwbf,0.637,0.264,127,835
ztfveyza,0.635,0.25,748,1908
lcbnrogz,0.635,0.219,412,1320
lyouocrm,0.634,0.183,609,1980
guthicmw,0.632,0.147,19,84
omdjcmcr,0.63,0.036,835,846
sofrrefr,0.632,0.125,477,1405
eiciwbvc,0.63,0.189,803,1725
hdwxpyjo,0.627,0.125,913,1397
mjcuvmez,0.625,0.081,319,917
ezzqxxyc,0.624,0.064,59,1142
mjfvxsua,0.622,0.044,233,272
xllkvtrz,0.622,0.089,497,1915
ebgocapn,0.621,0.147,734,1981
qctagfzb,0.619,0.133,78,1641
pskvhjcb,0.619,0.125,217,1014
mxjpdick,0.616,0.125,356,602
plvbsmvd,0.617,0.892,234,1537
hjylztji,0.619,0.3,530,1129
slmciwgr,0.616,0.406,37,425
ykcqlxxt,0.616,0.469,66,350
dlhnzaun,0.614,0.431,81,705
nitdxgpp,0.612,0.472,856,1276
lunpdisd,0.612,0.45,885,1577
zbemqhkj,0.611,0.356,111,534
sawoqqto,0.607,0.308,666,1898
toibbpqe,0.603,0.286,646,1747
tfevkqlc,0.598,0.292,857,1675
zzluzydi,0.594,0.311,490,873
wejzrtpd,0.594,0.339,881,1536
sftseufa,0.593,0.475,98,1738
jmkxstxo,0.594,0.525,248,677
xfaiivoj,0.593,0.486,157,327
pnepnkjx,0.593,0.436,302,1548
cbmyhyab,0.589,0.408,390,1403
vbsmdaxy,0.586,0.375,181,385
xbcoygys,0.581,0.328,68,358
vhsxswif,0.576,0.306,244,788
txkviewj,0.573,0.25,115,1852
sozeedbq,0.571,0.078,899,1395
wokfjijy,0.571,0.044,397,1666
tsexpyzv,0.57,0.031,937,1353
evguhwgi,0.57,0.986,676,1553
tfkndyww,0.571,0.058,200,1709
njrphicl,0.566,0.103,187,1375
zhfmjnia,0.566,0.089,71,655
aondbpus,0.563,0.108,304,1874
vytokwnl,0.56,0.094,820,1595
jpsmwocu,0.558,0.061,866,1388
mdeopouh,0.557,0.053,92,1559
zrfihdlz,0.557,0.161,361,1342
xqohqcfj,0.553,0.203,497,1229
nybkvyqz,0.55,0.192,131,136
aapcuxaf,0.545,0.175,338,1077
kswruioa,0.543,0.297,518,697
pnsgxedp,0.542,0.422,820,862
lswnnxny,0.54,0.469,619,624
uxqnzjha,0.54,0.492,28,450
ozxzkahq,0.54,0.494,253,764
vprdcdxb,0.54,0.469,229,1989
xcmsupmh,0.539,0.436,588,1576
tnulifrs,0.537,0.386,352,1662
vfnmnyis,0.534,0.35,286,361
zhibjcho,0.534,0.142,776,1600
gqiinkal,0.532,0.086,979,1755
gehlfkij,0.532,0.981,201,1115
meugswny,0.534,0.931,481,1544
uydmmust,0.537,0.975,49,1432
kuzkxksl,0.535,0.056,559,1738
avmacqlv,0.534,0.125,459,847
scaknabs,0.529,0.15,887,1942
bkqdqrim,0.525,0.144,368,678
ldbshbvt,0.514,0.231,765,1978
taipiuxb,0.504,0.233,123,1779
omuayfrf,0.498,0.219,635,1261
grajzrjt,0.491,0.217,299,527
ozouvvug,0.486,0.225,381,473
qvryiejp,0.483,0.25,474,671
czamnwoj,0.48,0.286,432,1284
hwgccarn,0.478,0.303,258,771
elmaxnfy,0.476,0.875,389,1782
hcuwhtmj,0.478,0.842,37,403
nfgfxyhn,0.483,0.867,912,1970
nakjbhyp,0.486,0.881,971,1498
rffmjana,0.491,0.875,349,458
rawfdygz,0.498,0.875,278,601
hfcqujtt,0.502,0.869,106,1673
svorwhxw,0.507,0.842,838,1636
ygdhgsmp,0.521,0.842,359,1993
mozdsoow,0.525,0.878,418,1126
vctbpyyk,0.529,0.9,255,259
tyxaugxz,0.532,0.9,507,1894
qlglbfwi,0.535,0.906,894,1715
yghihbgs,0.537,0.933,954,1257
uhkgudux,0.54,0.975,731,1884
xlgjkaax,0.539,0.011,915,1027
dnsompxs,0.539,0.992,73,1134
rwevyrgi,0.54,0.008,996,1045
deiugicz,0.539,0.058,717,1298
ygvbzegs,0.537,0.044,741,1444
tkozfmbq,0.535,0.014,646,938
mljfyhqf,0.535,0.047,643,1022
yyqdauln,0.534,0.075,943,964
nfezroaz,0.53,0.056,365,1196
dpwttgkm,0.529,0.042,899,1973
psthsglz,0.527,0.019,914,1491
euhubtly,0.527,0.025,137,1554
gnkkrgfd,0.525,0.05,679,1585
nmgjmmqq,0.525,0.086,256,1573
ofufyaim,0.521,0.106,676,718
cposrdnu,0.517,0.117,447,554
orpizoct,0.511,0.119,548,1620
pwgkqocq,0.507,0.075,70,1938
bpkcjcch,0.506,0.058,457,1424
ylgiyfrd,0.502,0.056,364,825
cgmxblie,0.501,0.008,128,587
bufrpnew,0.502,0.906,348,956
pdsuvjbp,0.506,0.806,387,1104
qbohkgqg,0.512,0.758,66,1702
bvdwnepq,0.517,0.697,755,1421
qthfmitu,0.517,0.511,410,1586
vlnizhdt,0.517,0.375,521,1035
miqvytgb,0.514,0.217,550,1312
efmdarhk,0.514,0.175,575,752
xdjyrkpi,0.512,0.175,861,871
acyjhrpf,0.511,0.142,764,1391
ocesmuyh,0.509,0.2,678,1854
aofezawc,0.506,0.186,922,1570
cjowymve,0.506,0.125,911,1592
hfuaqoag,0.504,0.161,359,1344
pxntksky,0.501,0.172,836,1742
rtrjsguf,0.498,0.175,414,994
prgqwzqb,0.498,0.258,224,273
wnrkbhro,0.496,0.303,438,1080
eswxdvcg,0.493,0.375,525,907
daatzatq,0.493,0.425,832,948
xlljaqne,0.491,0.475,577,1248
wyqemgqn,0.493,0.581,447,816
vfmcbobz,0.494,0.578,42,1276
rtqaitec,0.496,0.589,816,1798
bycluzdx,0.498,0.581,146,1786
enodxpyg,0.498,0.261,940,1810
zaxyrild,0.496,0.214,819,976
vugyjfqf,0.494,0.228,555,932
btfjpixv,0.493,0.208,379,1803
ckstuzms,0.489,0.189,537,1189
scqqxuqd,0.486,0.186,886,1805
cygjdfwo,0.481,0.194,599,1569
oecfhdhk,0.48,0.214,341,1628
xiqcmtfa,0.48,0.925,172,1273
hkcixlmk,0.481,0.989,127,995
cvnuhawa,0.48,0.1,15,592
ewydhlfg,0.478,0.111,921,1693
gleaulld,0.475,0.158,967,1903
pglozpon,0.47,0.178,81,1672
fxejnkil,0.468,0.208,953,1301
xdsfaaxi,0.465,0.253,47,1548
cpgbddrd,0.463,0.317,802,1711
grgjskro,0.46,0.406,169,1923
avugzaqb,0.46,0.528,406,1812
ueotepjd,0.461,0.528,210,1207
zffpiken,0.461,0.475,623,1485
neqerzwd,0.46,0.378,396,1848
fjsjdukl,0.457,0.317,489,735
tchjnuvx,0.452,0.394,663,1035
lnwtewsv,0.454,0.464,385,1300
chkhqhyp,0.45,0.219,569,596
mrfkceie,0.452,0.85,525,529
nyxzmmkw,0.456,0.839,702,1350
xdlpoiux,0.458,0.85,648,1442
szuwlwwm,0.458,0.397,226,366
lrjzpswo,0.457,0.461,707,1924
omshgufv,0.458,0.25,115,1278
ksyzuthg,0.457,0.153,791,1726
nbzckcyr,0.455,0.125,832,1982
nqhlmqdx,0.453,0.147,31,1880
famrtsjg,0.454,0.2,831,1261
bzdpmckj,0.454,0.978,438,963
iqtjevst,0.454,0.103,918,1865
scdlsoki,0.452,0.175,575,779
kjpchdvx,0.45,0.167,315,1461
ctsmbhxq,0.448,0.114,666,1248
ieaxnnlr,0.446,0.133,424,657
wckkqkfr,0.443,0.158,376,1145
jhhashmg,0.441,0.133,693,1697
oaattfoy,0.441,0.136,355,1650
orgpxndb,0.439,0.136,157,961
kmgwqgsf,0.438,0.147,431,1585
gehoosua,0.437,0.186,124,565
qetqfzuj,0.435,0.078,599,1448
siksidre,0.435,0.075,590,1386
icwfgdpw,0.434,0.092,414,1136
weilzhdz,0.433,0.089,155,1690
xxagcnzr,0.431,0.119,608,744
foixliaj,0.43,0.097,264,939
jyvzaowk,0.428,0.028,784,1639
hepzsfzu,0.429,0.031,45,1207
dvcggbjx,0.428,0.131,785,1076
qnlevskb,0.425,0.117,252,1764
xeltlvjj,0.426,0.061,110,287
mptonqag,0.424,0.131,537,1925
otfmvvpn,0.421,0.15,87,939
vibxtglh,0.419,0.1,943,1795
bmtexphq,0.419,0.839,42,882
xmwveeim,0.421,0.825,337,1580
dgpswxct,0.421,0.183,695,1637
yxfxctjg,0.417,0.169,619,694
vwojhmsg,0.416,0.083,917,1306
wajkfejt,0.415,0.114,48,1721
mbegqslh,0.413,0.181,463,805
dkquvksf,0.41,0.225,771,1870
fpyrqtmz,0.409,0.278,263,1777
obvjdyrl,0.406,0.311,903,1904
grtfuowf,0.402,0.336,898,1808
tcqmqiwx,0.399,0.367,530,1968
dlmbhihv,0.397,0.358,190,1246
pecauhze,0.388,0.356,431,1482
tjxtgsax,0.383,0.375,849,909
ebzkpmzq,0.38,0.367,973,1866
hznynfwr,0.379,0.092,346,1469
sxhyfjsk,0.379,0.983,379,837
kfepwfhi,0.381,0.956,719,1125
gytpwsmr,0.383,0.978,135,1176
okgxscyb,0.383,0.978,832,1805
sszqiymt,0.384,0.947,257,1801
ziymbudy,0.387,0.939,339,1954
npnndhto,0.388,0.986,694,1132
ajsirnjl,0.388,0.053,261,1341
hncpsnrv,0.386,0.042,60,749
wmtnirmt,0.387,0.081,131,324
wxwvfnbo,0.385,0.172,762,1364
evxidmhu,0.381,0.15,281,793
dvhjsjkg,0.38,0.117,174,746
qbdqfhqc,0.379,0.15,743,906
rrpgorxq,0.377,0.133,421,1384
pvvrvngs,0.376,0.136,676,1162
mydmgyoc,0.375,0.125,670,673
xlhelpoq,0.374,0.086,889,1217
jxofmmsz,0.373,0.061,254,1555
cvmpqayi,0.372,0.089,213,1253
prlwlalk,0.37,0.208,329,1392
otntblki,0.366,0.292,250,1362
dyrotgtz,0.362,0.339,419,588
wvpwbtph,0.358,0.414,97,1046
sxkiywwk,0.357,0.433,147,417
khrqkzog,0.353,0.428,370,1689
etbsqiiq,0.351,0.442,142,1655
vttdzmpz,0.348,0.417,547,995
emklryao,0.343,0.403,494,1558
vxjfqdgo,0.34,0.417,937,1237
obndmfhk,0.339,0.453,411,1868
bcxmgtkv,0.338,0.511,867,1324
tjgpcwui,0.339,0.522,52,1047
ufiefegw,0.34,0.461,26,1446
zwbvkxqx,0.338,0.444,130,809
kifkizgr,0.338,0.392,812,925
fejqszvq,0.334,0.331,809,1357
yupgaijq,0.33,0.328,336,993
wplpqtjb,0.327,0.294,727,1526
ctbfzakc,0.326,0.039,588,992
wqhaajuj,0.328,0.014,115,624
shxdclaf,0.327,0.078,864,1782
cwjxgymi,0.325,0.089,993,1984
ewzoivnq,0.323,0.989,507,541
vaacupgq,0.325,0.942,492,622
zfslljwu,0.325,0.972,596,1596
akdkpsmi,0.326,0.222,623,787
qiyyptpa,0.324,0.314,682,1805
tysbenfs,0.321,0.333,925,1855
avcmpmns,0.318,0.303,507,779
voxxkyiq,0.315,0.214,187,368
knxtifef,0.314,0.144,267,447
mgtbsyii,0.314,0.172,434,1050
cgbjhccv,0.313,0.186,885,1118
lvocwycz,0.314,0.225,18,629
ysxrofhy,0.312,0.169,90,878
wwsztgou,0.647,0.047,59,161
omhakhde,0.648,0.947,665,1749
rfgilaze,0.65,0.019,772,1332
tpvezbej,0.647,0.039,704,1005
qwemfrzl,0.648,0.094,883,1061
uzsrsufr,0.644,0.158,396,1328
zkuhegbn,0.639,0.156,144,1370
wgsqyaur,0.635,0.189,851,1770
wjuajojc,0.63,0.419,442,1170
ntvwerja,0.634,0.525,851,1311
vmkcqwjq,0.632,0.5,277,1376
jhofmdsu,0.634,0.547,928,1690
labrontf,0.634,0.536,774,1665
gefmhgcr,0.634,0.561,629,1856
asdnpjws,0.637,0.578,152,1697
sqaijagj,0.64,0.569,173,1574
zqyvevsj,0.642,0.528,514,1621
fvmxbxba,0.642,0.578,885,1904
zycvtozg,0.647,0.583,760,1960
dowyeygv,0.648,0.558,367,629
lwmzuhpi,0.652,0.536,810,976
qlgbruyp,0.65,0.506,471,1997
fdwltprc,0.652,0.528,736,984
lbpagzmf,0.652,0.528,441,1009
akyfwsih,0.653,0.536,577,1019
dwqnhcqr,0.653,0.517,17,1986
wlwyegyw,0.653,0.508,903,947
wovmnvuw,0.653,0.478,68,874
nrhpbhcj,0.652,0.442,498,1234
qeyzwmgv,0.65,0.442,811,1184
jhzlglli,0.648,0.439,549,1740
nwadvpdp,0.647,0.447,953,1275
zllktuvj,0.645,0.436,225,256
jrufichv,0.642,0.428,956,1152
vjeqwnwr,0.64,0.45,92,183
igxgrrkn,0.639,0.444,106,654
htvjqgww,0.637,0.436,995,1304
zkntjcvi,0.634,0.458,243,1296
kcuiyyhl,0.634,0.483,162,548
fhnhfjin,0.634,0.436,191,1477
etuomltx,0.63,0.433,566,1092
pvxbradv,0.629,0.439,748,1677
lmhzvxuv,0.627,0.414,113,1230
wjhoyeti,0.624,0.4,579,668
ghtynkuc,0.621,0.408,385,1933
nlhvbwbc,0.621,0.436,146,1063
qddilgim,0.619,0.389,943,1100
jvwpcvcd,0.616,0.358,966,1822
uixwakrm,0.614,0.442,507,926
tojvswtu,0.614,0.603,639,1279
kgzccoqu,0.616,0.669,208,276
mkphnetg,0.617,0.733,951,1888
hqagjbnb,0.619,0.758,794,1755
gmjrvqqt,0.624,0.772,364,1040
yeqbfgdh,0.627,0.778,345,687
pmmueymj,0.63,0.75,600,1568
gexskjfv,0.634,0.711,394,1747
qvmvvgcz,0.637,0.686,952,1571
ssyhysmt,0.64,0.664,788,1511
hjlxbknv,0.644,0.6,607,1909
yrkrghpf,0.644,0.533,414,742
wmctyvno,0.645,0.608,278,877
kzyjimvh,0.648,0.581,867,1516
pmasoosr,0.648,0.55,271,1203
mdwosftg,0.652,0.519,874,970
ufeyfdpy,0.652,0.556,549,1456
lwiioksw,0.653,0.65,9,641
enckojty,0.655,0.703,824,1223
jtrcxart,0.658,0.678,950,1229
nxmfoldn,0.658,0.522,941,950
pelirwhe,0.658,0.367,988,1957
tnolgiji,0.655,0.278,60,1944
wjfeavyq,0.653,0.233,803,1950
ckummtar,0.652,0.214,978,1270
advrvbob,0.648,0.164,814,1047
skoqngss,0.648,0.136,356,1073
cmbjjcoq,0.645,0.147,650,1605
dlpqhsqm,0.645,0.289,763,1763
alglobiw,0.644,0.361,517,1452
vszstgtg,0.64,0.461,150,336
aybfexsu,0.642,0.564,477,1767
lcqsxors,0.644,0.539,21,1787
laywynei,0.644,0.533,866,1838
edkhodjp,0.645,0.542,511,1875
sqdyogkz,0.645,0.594,719,949
wwasdwrp,0.648,0.592,215,1768
uklsjbmc,0.648,0.408,235,332
oxrcnjev,0.645,0.381,896,935
ukwcwffs,0.644,0.361,545,800
vvgydbtz,0.64,0.356,857,978
ycxikjyn,0.639,0.439,911,1048
fotggjkq,0.639,0.394,959,1094
kwyzavaf,0.637,0.322,425,824
pjyhukzq,0.635,0.3,260,453
eksazuzu,0.634,0.336,355,1094
ojmziskc,0.634,0.325,416,1659
rlehooyy,0.632,0.125,14,376
tlatrtny,0.632,0.092,769,1913
gbqdslop,0.63,0.225,215,379
hwrpyysv,0.629,0.211,179,1081
zvhneykv,0.629,0.017,25,1542
bdvrtflh,0.629,0.05,276,776
qnvtdxiv,0.627,0.086,7,1545
vdsposws,0.625,0.094,835,986
vckntgfg,0.625,0.125,616,1904
dbncgkeb,0.622,0.178,520,1649
hduujkom,0.619,0.147,288,1346
